"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"127","IV",1345280,1345680,401,"*",3.90825897922306,3.34106858853691,4.31432764508866,-0.973259056551744,0.163240865097937,0.700691060524908,"144","YDR442W",1345647,1346039,"+","overlapStart",-167,33,"NearestLocation","YDR442W"
"128","VII",525560,525960,401,"*",3.72006117759815,3.11404861617396,4.14550964006858,-1.03146102389463,0.163401827183182,0.700691060524908,"279","YGR019W",525229,526644,"+","inside",531,331,"NearestLocation","UGA1"
"129","XVI",901547,901947,401,"*",3.97716098952137,3.42863609030861,4.37362866539304,-0.944992575084426,0.16381038251511,0.700691060524908,"705","YPR184W",902044,906654,"+","upstream",-297,97,"NearestLocation","GDB1"
"130","XII",490508,490908,401,"*",4.73769483190538,5.04631251578715,4.34457203980366,0.701740475983484,0.163919640856923,0.700691060524908,"449","YLR162W-A",490406,490594,"+","overlapEnd",302,86,"NearestLocation","RRT15"
"131","XV",462320,462720,401,"*",3.99396688171663,3.47091070362991,4.3770257004977,-0.906114996867787,0.16612580134562,0.700691060524908,"618","YOR072W-A",461791,462039,"+","downstream",729,281,"NearestLocation","YOR072W-A"
"132","XV",424138,424538,401,"*",4.64958013766171,4.23201943610927,4.97302003840746,-0.741000602298191,0.166462517141276,0.700691060524908,"615","YOR050C",424270,424617,"-","overlapEnd",279,79,"NearestLocation","YOR050C"
"133","VII",483472,483872,401,"*",4.7502325104683,5.06510167934796,4.34688367402253,0.718218005325427,0.169783102683309,0.709170959669512,"277","YGL007W",483260,483637,"+","overlapEnd",412,165,"NearestLocation","BRP1"
"134","VIII",98327,98727,401,"*",4.75826045628917,5.06022463696177,4.37589424398713,0.684330392974648,0.171495566427397,0.709206610901881,"330","YHL006C",98343,98795,"-","overlapEnd",268,16,"NearestLocation","SHU1"
"135","XVI",587168,587568,401,"*",3.75976547331579,3.165434223996,4.17946463025761,-1.01403040626162,0.172963303814433,0.709206610901881,"689","YPR014C",587189,587518,"-","includeFeature",150,21,"NearestLocation","YPR014C"
"136","XVI",497696,498096,401,"*",3.80975239215626,3.24878928220952,4.2126388043176,-0.963849522108079,0.173709906537661,0.709206610901881,"682","YPL028W",498096,499292,"+","overlapStart",-200,0,"NearestLocation","ERG10"
"137","XI",278245,278645,401,"*",3.89028658757742,3.35618400963647,4.27920556048479,-0.923021550848324,0.183207968714689,0.717601872666927,"405","YKL086W",278281,278664,"+","overlapStart",164,19,"NearestLocation","SRX1"
"138","V",441981,442381,401,"*",5.71132929378145,5.951136186678,5.42355598902076,0.527580197657241,0.183368132559485,0.717601872666927,"226","SCR1",441987,442508,"+","overlapStart",194,6,"NearestLocation","SCR1"
"139","XV",161001,161401,401,"*",5.14252599138767,5.41808187131002,4.80160952803704,0.616472343272989,0.183752049109074,0.717601872666927,"599","YOL085W-A",161579,161791,"+","upstream",-378,178,"NearestLocation","YOL085W-A"
"140","II",628481,628881,401,"*",4.19711612785047,3.73380959041377,4.54724900673067,-0.813439416316907,0.183913275353108,0.717601872666927,"56","YBR203W",629168,631942,"+","upstream",-487,287,"NearestLocation","COS111"
"141","XIV",661881,662281,401,"*",4.64630268032647,4.9561052046344,4.25125070497166,0.704854499662745,0.184113338904213,0.717601872666927,"583","YNR016C",654673,661374,"-","upstream",-707,507,"NearestLocation","ACC1"
"142","XII",875138,875538,401,"*",3.96925506533379,4.34106858853691,3.46703931408908,0.874029274447833,0.18468010763012,0.717601872666927,"476","tK(UUU)L",875376,875471,"+","includeFeature",-38,67,"NearestLocation","tK(UUU)L"
"143","VII",428018,428418,401,"*",4.07355332969738,3.58927701569318,4.43548383842538,-0.8462068227322,0.185017057409521,0.717601872666927,"272","YGL037C",427297,427947,"-","upstream",-271,71,"NearestLocation","PNC1"
"144","VIII",452400,452800,401,"*",3.64779195272613,4.09720764303316,2.99151334108057,1.10569430195258,0.189605482341741,0.730182814975642,"346","YHR175W",452872,453441,"+","upstream",-272,72,"NearestLocation","CTR2"
"145","VII",397877,398277,401,"*",5.26551419752579,5.52443731924693,4.94973114437373,0.574706174873198,0.192193944331777,0.734938815296867,"269","YGL056C",396035,397618,"-","upstream",-459,259,"NearestLocation","SDS23"
"146","II",255917,256317,401,"*",3.86496656975279,4.24784055970854,3.3422566957018,0.905583864006748,0.194693402622791,0.735020361558366,"31","YBR010W",256331,256741,"+","upstream",-214,14,"NearestLocation","HHT1"
"147","XV",232026,232426,401,"*",4.1627038743855,3.68675591649183,4.51998087977365,-0.833224963281822,0.196927984435285,0.735020361558366,"603","YOL052C-A",231570,231755,"-","upstream",-471,271,"NearestLocation","DDR2"
"148","VII",110469,110869,401,"*",3.74890914709595,4.13997018821111,3.21073627854515,0.929233909665958,0.19710381202396,0.735020361558366,"256","tH(GUG)G1",110625,110696,"-","includeFeature",27,156,"NearestLocation","tH(GUG)G1"
"149","II",370965,371365,401,"*",4.11943722657515,3.66335249822338,4.46544452941299,-0.802092031189611,0.198756875716926,0.735020361558366,"35","YBR066C",370037,370699,"-","upstream",-466,266,"NearestLocation","NRG2"
"150","XVI",856850,857250,401,"*",4.05658496199322,4.41426471930043,3.57991915693476,0.834345562365668,0.198983412797569,0.735020361558366,"703","tA(AGC)P",856902,856974,"+","includeFeature",148,52,"NearestLocation","tA(AGC)P"
"151","VII",677699,678099,401,"*",3.85946862006288,3.32579312166031,4.24816229888802,-0.922369177227702,0.201878917283842,0.739364148942559,"293","YGR097W",678695,682135,"+","upstream",-796,596,"NearestLocation","ASK10"
"152","X",119805,120205,401,"*",4.32693706649421,4.6515068630768,3.90748595323464,0.74402090984216,0.204757465557605,0.739364148942559,"355","YJL159W",120449,121690,"+","upstream",-444,244,"NearestLocation","HSP150"
"153","XVI",860354,860754,401,"*",4.21809689407935,3.73313180414927,4.5804103889052,-0.847278584755937,0.205522863988141,0.739364148942559,"704","tG(GCC)P2",860379,860449,"+","includeFeature",175,25,"NearestLocation","tG(GCC)P2"
"154","XI",355462,355862,401,"*",4.67850639080654,4.97091038886087,4.3113714952142,0.659538893646667,0.206314196331324,0.739364148942559,"410","YKL044W",356322,356642,"+","upstream",-660,460,"NearestLocation","YKL044W"
"155","IX",254213,254613,401,"*",5.61177706961204,5.84671792908294,5.33098944141486,0.515728487668086,0.208233557957659,0.739364148942559,"168","YIL054W",254543,254860,"+","overlapStart",-130,70,"NearestLocation","YIL054W"
"156","V",270190,270590,401,"*",4.22399361216805,4.56422336273066,3.77792777041317,0.786295592317493,0.208385950598773,0.739364148942559,"207","YER056C-A",269423,270185,"-","upstream",-205,5,"NearestLocation","RPL34A"
"157","XI",381984,382384,401,"*",4.76978485375638,4.42188895036068,5.04987504324412,-0.627986092883434,0.210735457128835,0.739364148942559,"413","YKL031W",382072,382485,"+","overlapStart",112,88,"NearestLocation","YKL031W"
"158","IV",1355568,1355968,401,"*",4.28280351422378,4.60797066313819,3.8623513786737,0.745619284464484,0.21127915246119,0.739364148942559,"145","YDR447C",1354829,1355553,"-","upstream",-215,15,"NearestLocation","RPS17B"
"159","IV",1359513,1359913,401,"*",4.38480406026448,4.69307079880061,3.99225188647981,0.700818912320797,0.212414009640956,0.739364148942559,"146","YDR450W",1359923,1360798,"+","upstream",-210,10,"NearestLocation","RPS18A"
"160","XI",216749,217149,401,"*",4.08344376204854,3.61390300636579,4.43711206967455,-0.823209063308759,0.218392442017464,0.755331821754668,"399","YKL120W",217344,218318,"+","upstream",-395,195,"NearestLocation","OAC1"
"161","XVI",770677,771077,401,"*",3.72571567759545,4.10512894152754,3.20946653275538,0.895662408772161,0.222811158508563,0.763405255209145,"696","YPR119W",771653,773128,"+","upstream",-776,576,"NearestLocation","CLB2"
"162","XIII",347087,347487,401,"*",4.59027976069791,4.21553770645305,4.88747905046672,-0.671941344013662,0.223538555392733,0.763405255209145,"512","YMR037C",344403,346517,"-","upstream",-770,570,"NearestLocation","MSN2"
"163","V",349577,349977,401,"*",4.04059059917126,3.60201382543684,4.37646008316275,-0.774446257725913,0.226037762521769,0.765020343180182,"217","YER095W",349980,351182,"+","upstream",-203,3,"NearestLocation","RAD51"
"164","XV",487325,487725,401,"*",4.14568530021603,4.47050410828431,3.72581703694769,0.744687071336623,0.226829236191546,0.765020343180182,"619","YOR087W",487707,489734,"+","overlapStart",-182,18,"NearestLocation","YVC1"
"165","XIII",852008,852408,401,"*",4.03335793407242,3.57642675690502,4.37985046564086,-0.803423708735836,0.231751650808371,0.770458668734969,"536","YMR291W",852630,854390,"+","upstream",-422,222,"NearestLocation","TDA1"
"166","IX",248977,249377,401,"*",5.41829490712503,5.64808081830969,5.14484554414978,0.503235274159917,0.233930152040256,0.770458668734969,"167","tS(UGA)I",248850,248931,"+","downstream",327,46,"NearestLocation","SUP17"
"167","XII",645733,646133,401,"*",4.50658349066237,4.13997018821111,4.79865718070569,-0.658686992494583,0.234730904119945,0.770458668734969,"456","YLR255C",645600,645953,"-","overlapStart",20,133,"NearestLocation","YLR255C"
"168","IX",257129,257529,401,"*",4.5296689925226,4.81166943702963,4.17881598534635,0.632853451683273,0.236363061028581,0.770458668734969,"169","YIL052C",256226,257063,"-","upstream",-266,66,"NearestLocation","RPL34B"
"169","V",174651,175051,401,"*",4.2266621174958,3.81134838832105,4.54875592493747,-0.737407536616419,0.236944477948758,0.770458668734969,"197","YER011W",175248,176012,"+","upstream",-397,197,"NearestLocation","TIR1"
"170","IV",239800,240200,401,"*",4.07704035807595,3.65114811437313,4.40544231288262,-0.754294198509492,0.237444821156563,0.770458668734969,"87","YDL124W",240259,241197,"+","upstream",-259,59,"NearestLocation","YDL124W"
"171","XIV",479122,479522,401,"*",3.64950818258642,4.023377808755,3.14351643452562,0.879861374229377,0.238504562734233,0.770458668734969,"570","YNL079C",478566,479165,"-","overlapStart",-157,43,"NearestLocation","TPM1"
"172","V",396324,396724,401,"*",4.98689867649899,5.24042872554895,4.67911073704168,0.561317988507267,0.23979284533372,0.770458668734969,"220","YER117W",396769,397653,"+","upstream",-245,45,"NearestLocation","RPL23B"
"173","XV",377767,378167,401,"*",4.08648072209633,3.67545450533469,4.4059966830913,-0.730542177756603,0.243726380480085,0.778490732945213,"611","YOR024W",377847,378170,"+","overlapStart",120,3,"NearestLocation","YOR024W"
"174","IV",1490148,1490548,401,"*",5.23485771900577,5.47070742028098,4.95276970999456,0.517937710286421,0.24532906183124,0.779027371779902,"154","YDR525W-A",1490596,1490835,"+","upstream",-248,48,"NearestLocation","SNA2"
"175","VII",371169,371569,401,"*",4.43594860703592,4.72835126414479,4.06881582956859,0.659535434576192,0.251030631127994,0.792497864549422,"267","YGL072C",371003,371362,"-","overlapStart",-7,166,"NearestLocation","YGL072C"
"176","X",36384,36784,401,"*",3.95259865114495,3.52463317151894,4.28222829033716,-0.757595118818212,0.25442968887417,0.79858567085939,"350","YJL210W",36919,37734,"+","upstream",-335,135,"NearestLocation","PEX2"
"177","VII",592542,592942,401,"*",5.20452677921997,4.92632760768444,5.43765440531835,-0.511326797633913,0.25913944382169,0.80869378158148,"287","YGR050C",592086,592442,"-","upstream",-300,100,"NearestLocation","YGR050C"
"178","XIII",758983,759383,401,"*",4.60251810666497,4.86486260767687,4.28162425081147,0.583238356865404,0.263811618959737,0.816493769714237,"532","YMR244C-A",758517,758831,"-","upstream",-352,152,"NearestLocation","COA6"
"179","XII",809010,809410,401,"*",4.87203176551599,5.11822832067183,4.57499761580467,0.543230704867165,0.264646231067598,0.816493769714237,"469","YLR342W",809997,815627,"+","upstream",-787,587,"NearestLocation","FKS1"
"180","IV",307804,308204,401,"*",4.80117646101114,5.05587320435107,4.49166520285512,0.564208001495948,0.269776516574124,0.822766048594622,"89","YDL083C",306926,307789,"-","upstream",-215,15,"NearestLocation","RPS16B"
"181","XI",260556,260956,401,"*",4.58420077050409,4.26442855366543,4.84579613243571,-0.581367578770275,0.27624116830557,0.822766048594622,"404","YKL096W",261132,261851,"+","upstream",-376,176,"NearestLocation","CWP1"
"182","XII",932008,932408,401,"*",4.84696974793468,5.09190953198643,4.55176504755453,0.540144484431895,0.276762084258923,0.822766048594622,"480","YLR406C-A",932206,932355,"-","includeFeature",147,53,"NearestLocation","YLR406C-A"
"183","V",311386,311786,401,"*",4.5534381115428,4.22380210760793,4.82158833963826,-0.597786232030335,0.277668885215683,0.822766048594622,"214","YER075C",308413,311199,"-","upstream",-387,187,"NearestLocation","PTP3"
"184","XV",931177,931577,401,"*",4.00649158436929,3.61463917179751,4.31432764508866,-0.699688473291143,0.277777935235967,0.822766048594622,"646","YOR327C",930734,931081,"-","upstream",-296,96,"NearestLocation","SNC2"
"185","VIII",382757,383157,401,"*",4.70756337875616,4.9561052046344,4.40710478485051,0.549000419783893,0.27825153272054,0.822766048594622,"343","YHR141C",381990,382751,"-","upstream",-206,6,"NearestLocation","RPL42B"
"186","II",36328,36728,401,"*",4.26189912257504,4.54417771042959,3.91061471221545,0.633562998214138,0.279438179675004,0.822766048594622,"16","tF(GAA)B",36398,36488,"+","includeFeature",130,70,"NearestLocation","tF(GAA)B"
"187","III",228533,228933,401,"*",4.18517089610203,4.47743294065283,3.81826019864412,0.65917274200871,0.280101553680741,0.822766048594622,"73","YCR064C",228095,228505,"-","upstream",-228,28,"NearestLocation","YCR064C"
"188","II",165047,165447,401,"*",5.35941633154985,5.57319622802989,5.108353731763,0.464842496266888,0.281867610765468,0.822766048594622,"25","YBL029C-A",164488,164772,"-","upstream",-475,275,"NearestLocation","YBL029C-A"
"189","XVI",132246,132646,401,"*",4.35451739307781,4.01387764863963,4.62989275064228,-0.616015102002648,0.28251817871584,0.822766048594622,"664","YPL222C-A",131870,132115,"-","upstream",-331,131,"NearestLocation","YPL222C-A"
"190","VII",384648,385048,401,"*",5.3775272934875,5.12706761952535,5.59087018247956,-0.463802562954205,0.283346687085073,0.822766048594622,"268","YGL063C-A",384502,384651,"-","overlapStart",-197,3,"NearestLocation","YGL063C-A"
"191","X",360746,361146,401,"*",4.21054288057948,3.85456669604893,4.49583763682846,-0.641270940779525,0.28880000694441,0.832112180652831,"369","YJL042W",361249,365445,"+","upstream",-303,103,"NearestLocation","MHP1"
"192","XV",670891,671291,401,"*",4.58624126294531,4.27195176245,4.84416071078641,-0.572208948336407,0.290376200965873,0.832112180652831,"628","YOR178C",667860,670241,"-","upstream",-850,650,"NearestLocation","GAC1"
"193","I",68162,68562,401,"*",5.2967874633553,5.50781114126888,5.04952027630416,0.458290864964726,0.291162641480733,0.832112180652831,"4","YAL040C",65778,67520,"-","upstream",-842,642,"NearestLocation","CLN3"
"194","XIV",569710,570110,401,"*",4.08426524230913,4.37114270391324,3.72581703694769,0.645325666965554,0.30424646759275,0.864682400113279,"578","tI(AAU)N1",569867,569940,"-","includeFeature",30,157,"NearestLocation","tI(AAU)N1"
"195","II",555374,555774,401,"*",4.56471644351198,4.82291212883295,4.25001613579435,0.572895993038595,0.305744053078729,0.864682400113279,"49","YBR158W",556549,558198,"+","upstream",-975,775,"NearestLocation","AMN1"
"196","IV",1011480,1011880,401,"*",4.7234076123556,4.96105716672515,4.43873846536701,0.522318701358143,0.308228234754929,0.86719135477682,"126","YDR274C",1011589,1011960,"-","overlapEnd",280,80,"NearestLocation","YDR274C"
"197","II",466204,466604,401,"*",4.7548367033804,4.47050410828431,4.99225188647981,-0.521747778195497,0.311788096413522,0.872685238930632,"45","YBR112C",462870,465770,"-","upstream",-634,434,"NearestLocation","CYC8"
"198","XV",968059,968459,401,"*",4.28446121839707,3.9561052046344,4.55176504755453,-0.595659842920134,0.316533611567235,0.872882006819392,"648","YOR343C",968148,968474,"-","overlapEnd",215,15,"NearestLocation","YOR343C"
"199","IV",1362319,1362719,401,"*",4.13058744296403,3.78989576734576,4.4059966830913,-0.616100915745537,0.31802263502533,0.872882006819392,"147","YDR451C",1361120,1362181,"-","upstream",-338,138,"NearestLocation","YHP1"
"200","XV",285516,285916,401,"*",3.91947804461779,3.55114697589777,4.2126388043176,-0.661491828419821,0.319345725065638,0.872882006819392,"607","YOL021C",282421,285426,"-","upstream",-290,90,"NearestLocation","DIS3"
"201","IV",1401335,1401735,401,"*",4.44648948382821,4.69901111689511,4.14018829353148,0.558822823363629,0.321298366566366,0.872882006819392,"148","YDR471W",1401770,1402564,"+","upstream",-235,35,"NearestLocation","RPL27B"
"202","IX",177503,177903,401,"*",4.4826788894741,4.18299139278408,4.73069343818135,-0.547702045397273,0.32164844770237,0.872882006819392,"164","YIL100C-A",177343,177681,"-","overlapStart",-22,160,"NearestLocation","YIL100C-A"
"203","XV",1043215,1043615,401,"*",4.19435909175357,4.46354183815212,3.86315907556763,0.600382762584493,0.321959442629822,0.872882006819392,"653","YOR376W",1043191,1043559,"+","overlapEnd",224,24,"NearestLocation","YOR376W"
"204","VII",974467,974867,401,"*",4.25697873898236,3.92662406517963,4.5256036441286,-0.598979578948975,0.323111019098891,0.872882006819392,"315","YGR240C-A",974577,974777,"-","includeFeature",110,90,"NearestLocation","YGR240C-A"
"205","XVI",927909,928309,401,"*",4.57186762766235,4.81714184450931,4.27617648411938,0.540965360389928,0.330775459517953,0.889163735238854,"707","YPR195C",927965,928294,"-","includeFeature",185,15,"NearestLocation","YPR195C"
"206","II",135883,136283,401,"*",4.97549221016357,5.186976326158,4.72759218141679,0.459384144741202,0.33332082352821,0.891592153575458,"21","YBL044W",135998,136366,"+","overlapStart",85,83,"NearestLocation","YBL044W"
"207","XIII",434267,434667,401,"*",4.43440785201251,4.67545450533469,4.14484554414978,0.530608961184918,0.342618023321087,0.893622022662676,"519","YMR083W",434788,435915,"+","upstream",-321,121,"NearestLocation","ADH3"
"208","IV",1301220,1301620,401,"*",4.23533111422791,4.4976229600853,3.91451614317513,0.583106816910179,0.3491459699018,0.893622022662676,"143","YDR418W",1301616,1302113,"+","overlapStart",-196,4,"NearestLocation","RPL12B"
"209","XV",304506,304906,401,"*",4.51691462827963,4.23201943610927,4.75472154612853,-0.522702110019262,0.35062688685471,0.893622022662676,"609","YOL011W",305349,307409,"+","upstream",-643,443,"NearestLocation","PLB3"
"210","XVI",55928,56328,401,"*",4.22447449953556,4.48473137322384,3.90670270213396,0.578028671089876,0.351806028271882,0.893622022662676,"656","tW(CCA)P",56169,56274,"-","includeFeature",146,54,"NearestLocation","tW(CCA)P"
"211","VIII",122160,122560,401,"*",5.23656748310791,5.44328017077755,4.99520229310665,0.448077877670907,0.354349231352616,0.893622022662676,"331","YHR007C-A",122550,122765,"-","overlapEnd",405,10,"NearestLocation","YHR007C-A"
"212","XIII",353014,353414,401,"*",5.08280019477301,4.85456669604893,5.27981061332467,-0.425243917275735,0.356025616644241,0.893622022662676,"514","YMR042W",352603,353136,"+","overlapEnd",611,122,"NearestLocation","ARG80"
"213","IX",232465,232865,401,"*",4.97412143747451,5.18299139278408,4.72980804487093,0.453183347913146,0.356180948591071,0.893622022662676,"166","YIL069C",231553,232369,"-","upstream",-296,96,"NearestLocation","RPS24B"
"214","X",159936,160336,401,"*",4.8918558100025,5.09615377642266,4.65377833028975,0.442375446132913,0.357159688935457,0.893622022662676,"359","YJL133C-A",159623,159847,"-","upstream",-289,89,"NearestLocation","YJL133C-A"
"215","XV",55158,55558,401,"*",3.96940556624352,3.62642518377003,4.24630607676967,-0.619880892999638,0.363984005387846,0.893622022662676,"590","YOL142W",55558,56280,"+","overlapStart",-200,0,"NearestLocation","RRP40"
"216","IV",132747,133147,401,"*",4.33780737732808,4.05096481173796,4.57696824740735,-0.526003435669392,0.36459318408407,0.893622022662676,"82","YDL182W",133437,134723,"+","upstream",-490,290,"NearestLocation","LYS20"
"217","XII",329292,329692,401,"*",3.85353308099028,3.48392582414248,4.14750009562796,-0.663574271485475,0.367874398409888,0.893622022662676,"439","YLR094C",327730,329238,"-","upstream",-254,54,"NearestLocation","GIS3"
"218","V",439129,439529,401,"*",3.90535989299742,4.17398981803767,3.57499761580467,0.598992202233,0.367947029411519,0.893622022662676,"225","YER136W",439616,440971,"+","upstream",-287,87,"NearestLocation","GDI1"
"219","VII",976821,977221,401,"*",4.33896908966261,4.05096481173796,4.5789361909213,-0.52797137918334,0.37007807715413,0.893622022662676,"316","YGR243W",977336,977776,"+","upstream",-315,115,"NearestLocation","MPC3"
"220","XV",911869,912269,401,"*",4.62519067912374,4.83851116712257,4.37476189941728,0.463749267705286,0.371467540846571,0.893622022662676,"645","YOR318C",911784,912436,"-","inside",367,85,"NearestLocation","YOR318C"
"221","XI",581028,581428,401,"*",3.87001014252104,4.14816930342811,3.52509338831538,0.623075915112731,0.37234084293818,0.893622022662676,"423","YKR075C",579827,580750,"-","upstream",-478,278,"NearestLocation","YKR075C"
"222","VIII",505583,505983,401,"*",4.4448704495813,4.66941619141047,4.17881598534635,0.490600206064114,0.374099057560371,0.893622022662676,"348","YHR203C",504476,505530,"-","upstream",-253,53,"NearestLocation","RPS4B"
"223","I",190104,190504,401,"*",5.00835879203387,5.20795760311613,4.77664228025024,0.431315322865891,0.376691450847712,0.893622022662676,"11","YAR035W",190193,192256,"+","overlapStart",111,89,"NearestLocation","YAT1"
"224","XVI",406235,406635,401,"*",4.44106065580148,4.66335249822338,4.17816704866901,0.48518544955436,0.378530351368058,0.893622022662676,"676","YPL079W",406636,407539,"+","upstream",-201,1,"NearestLocation","RPL21B"
"225","XVI",450745,451145,401,"*",4.19627384760894,3.9062290654127,4.43765440531835,-0.531425339905647,0.37925048518018,0.893622022662676,"680","YPL058C",445842,450377,"-","upstream",-568,368,"NearestLocation","PDR12"
"226","XVI",502565,502965,401,"*",5.04802018649765,4.81682201142549,5.2472344863639,-0.430412474938407,0.379513018465006,0.893622022662676,"683","YPL025C",502473,503030,"-","inside",265,65,"NearestLocation","YPL025C"
"227","VI",54925,55325,401,"*",3.80328327844428,4.07856787199893,3.4627826311139,0.615785240885036,0.383849572505512,0.893622022662676,"237","YFL039C",53260,54696,"-","upstream",-429,229,"NearestLocation","ACT1"
"228","XV",316199,316599,401,"*",4.30207558706386,4.53091752109326,4.02996314919442,0.500954371898841,0.385386442675937,0.893622022662676,"610","YOL005C",315813,316175,"-","upstream",-224,24,"NearestLocation","RPB11"
"229","XV",877712,878112,401,"*",4.33810648153023,4.56346100987336,4.07091488193687,0.492546127936492,0.38914670104654,0.893622022662676,"639","YOR298C-A",877230,877685,"-","upstream",-227,27,"NearestLocation","MBF1"
"230","X",90168,90568,401,"*",4.99953648091777,5.19095028287895,4.77878412795398,0.412166154924971,0.390333388888694,0.893622022662676,"353","YJL178C",89282,90097,"-","upstream",-271,71,"NearestLocation","ATG27"
"231","XII",704366,704766,401,"*",5.05478965057062,4.82770734763178,5.25094216170707,-0.423234814075288,0.393199361847048,0.893622022662676,"461","YLR279W",704309,704698,"+","overlapEnd",257,57,"NearestLocation","YLR279W"
"232","VII",528533,528933,401,"*",4.06204916790044,3.75610608781576,4.31432764508866,-0.5582215572729,0.395051699049182,0.893622022662676,"280","YGR023W",529264,530919,"+","upstream",-531,331,"NearestLocation","MTL1"
"233","XI",322387,322787,401,"*",4.68083525701372,4.43576844488849,4.89025528350783,-0.454486838619339,0.395442469414229,0.893622022662676,"407","YKL062W",323228,325120,"+","upstream",-641,441,"NearestLocation","MSN4"
"234","VII",271723,272123,401,"*",5.77551527525225,5.92885734835968,5.60391479976191,0.324942548597773,0.395611436421104,0.893622022662676,"263","YGL125W",272520,274322,"+","upstream",-597,397,"NearestLocation","MET13"
"235","XVI",829103,829503,401,"*",5.02349429734457,4.80617619263916,5.21232189086825,-0.406145698229098,0.395807677132513,0.893622022662676,"701","YPR149W",829918,830439,"+","upstream",-615,415,"NearestLocation","NCE102"
"236","VI",90512,90912,401,"*",4.36918928242615,4.58927701569318,4.10937526710207,0.479901748591113,0.39739286406332,0.893622022662676,"240","YFL023W",90986,93376,"+","upstream",-274,74,"NearestLocation","BUD27"
"237","V",152738,153138,401,"*",4.03607121907639,4.28826638004597,3.73025080944775,0.558015570598225,0.402156609953829,0.893622022662676,"196","YER001W",153520,155808,"+","upstream",-582,382,"NearestLocation","MNN1"
"238","X",608956,609356,401,"*",3.69993154305518,3.34106858853691,3.98707411141893,-0.646005522882016,0.40248093715707,0.893622022662676,"375","YJR095W",609773,610741,"+","upstream",-617,417,"NearestLocation","SFC1"
"239","XV",443702,444102,401,"*",4.6208659566632,4.38594788813971,4.82283441577432,-0.436886527634612,0.402560200867056,0.893622022662676,"616","YOR062C",442725,443531,"-","upstream",-371,171,"NearestLocation","YOR062C"
"240","XV",109432,109832,401,"*",5.88218201395132,6.03004827726167,5.71741142472803,0.312636852533633,0.404098680841113,0.893622022662676,"596","YOL110W",109176,109889,"+","inside",456,57,"NearestLocation","SHR5"
"241","III",163497,163897,401,"*",4.46548249970466,4.68146765155797,4.21137073261219,0.470096918945778,0.40457093634741,0.893622022662676,"69","YCR025C",163446,163856,"-","overlapStart",159,41,"NearestLocation","YCR025C"
"242","VII",809731,810131,401,"*",4.8314339435972,4.60164255436308,5.02960345124537,-0.427960896882294,0.407051663335806,0.893622022662676,"306","YGR161W-C",810227,810505,"+","upstream",-296,96,"NearestLocation","YGR161W-C"
"243","XV",505289,505689,401,"*",4.76676009607131,4.9561052046344,4.54875592493747,0.407349279696931,0.412796317615245,0.893622022662676,"621","YOR096W",505794,506767,"+","upstream",-305,105,"NearestLocation","RPS7A"
"244","IX",384175,384575,401,"*",4.47507959699692,4.69341927402089,4.21769997459572,0.475719299425176,0.414071032966299,0.893622022662676,"177","YIR018W",384609,385346,"+","upstream",-234,34,"NearestLocation","YAP5"
"245","II",193540,193940,401,"*",4.5256679229226,4.28780490089685,4.72980804487093,-0.442003143974087,0.416213026048698,0.893622022662676,"27","YBL015W",194122,195702,"+","upstream",-382,182,"NearestLocation","ACH1"
"246","IV",368920,369320,401,"*",4.52303643810463,4.72801112621066,4.28403889296938,0.443972233241288,0.416426154961052,0.893622022662676,"94","YDL047W",369771,370706,"+","upstream",-651,451,"NearestLocation","SIT4"
"247","VII",788252,788652,401,"*",4.63125815331634,4.82770734763178,4.40377792297519,0.423929424656594,0.419269571728867,0.893622022662676,"305","YGR149W",789031,790329,"+","upstream",-579,379,"NearestLocation","YGR149W"
"248","XIV",663775,664175,401,"*",4.63215097306422,4.82802477687569,4.40544231288262,0.422582463993072,0.419769777051095,0.893622022662676,"584","YNR018W",664270,664944,"+","upstream",-295,95,"NearestLocation","RCF2"
"249","II",408566,408966,401,"*",4.54242655708246,4.29520750122067,4.7534152017956,-0.458207700574934,0.421706336127282,0.893622022662676,"40","YBR083W",409169,410629,"+","upstream",-403,203,"NearestLocation","TEC1"
"250","XV",514643,515043,401,"*",4.18612993722699,3.92662406517963,4.4059966830913,-0.47937261791167,0.42204865538902,0.893622022662676,"623","YOR101W",515244,516173,"+","upstream",-401,201,"NearestLocation","RAS1"
"251","VII",148976,149376,401,"*",4.54262743580821,4.7392473433363,4.3149181488832,0.424329194453106,0.424511133966471,0.893622022662676,"259","YGL188C-A",148824,148964,"-","upstream",-212,12,"NearestLocation","YGL188C-A"
"252","XV",288226,288626,401,"*",4.08649094694129,4.31080850694259,3.8207570238936,0.490051483048989,0.426930053056276,0.893622022662676,"608","YOL019W-A",288420,288572,"+","includeFeature",6,54,"NearestLocation","YOL019W-A"
"253","XVI",431815,432215,401,"*",5.33179981681453,5.14867767297676,5.49427438786539,-0.345596714888634,0.427575093784955,0.893622022662676,"679","YPL062W",431895,432299,"+","overlapStart",120,80,"NearestLocation","YPL062W"
"254","XI",463150,463550,401,"*",3.77791482980047,4.03281581926126,3.46810152532128,0.56471429393998,0.431071331004381,0.893622022662676,"418","YKR013W",463959,464948,"+","upstream",-609,409,"NearestLocation","PRY2"
