chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end	SPT5_T0_R1.summit	SPT5_T0_R2.summit	SPT5_T15_R1.summit	SPT5_T15_R2.summit
IV	1189735	1189934	Interval_259	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.37314	NA	NA	NA	2.10172	NA	NA	NA	3.88733	NA	NA	NA	1189735	NA	NA	NA	1189934	NA	NA	NA	138
IV	1194997	1195379	Interval_260	3	3	TRUE	FALSE	TRUE	TRUE	4.71092	NA	4.5769	4.65612	3.99502	NA	3.99637	4.89588	6.12222	NA	6.06936	7.22019	1194997	NA	1195016	1195024	1195379	NA	1195321	1195315	230	NA	211	257
IV	1201666	1202070	Interval_261	1	1	TRUE	FALSE	FALSE	FALSE	4.12206	NA	NA	NA	3.07073	NA	NA	NA	5.05863	NA	NA	NA	1201666	NA	NA	NA	1202070	NA	NA	NA	148	NA	NA	NA
IV	1213226	1213430	Interval_262	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.29675	NA	NA	NA	2.01181	NA	NA	NA	3.77229	NA	NA	NA	1213226	NA	NA	NA	1213430	NA	NA	NA	113
IV	1226600	1226810	Interval_263	1	1	TRUE	FALSE	FALSE	FALSE	4.12206	NA	NA	NA	3.07073	NA	NA	NA	5.05863	NA	NA	NA	1226600	NA	NA	NA	1226810	NA	NA	NA	56	NA	NA	NA
IV	1233649	1233969	Interval_264	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.69417	4.23267	NA	NA	8.2031	3.2911	NA	NA	10.8501	5.35199	NA	NA	1233649	1233696	NA	NA	1233959	1233969	NA	NA	225	146
IV	1238303	1238506	Interval_265	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.70359	NA	NA	NA	2.4887	NA	NA	NA	4.39254	NA	NA	NA	1238303	NA	NA	NA	1238506	NA	NA	NA	20
IV	1241897	1243054	Interval_266	4	4	TRUE	TRUE	TRUE	TRUE	6.72638	6.467	10.6794	6.87809	8.48285	7.03535	16.5232	7.90023	11.2674	9.57704	20.4203	10.81	1242256	1242243	1242353	1241897	1242937	1242940	1243020	1243054	216	461	571	1020
IV	1251756	1251924	Interval_267	1	1	TRUE	FALSE	FALSE	FALSE	4.21787	NA	NA	NA	4.07219	NA	NA	NA	6.2239	NA	NA	NA	1251756	NA	NA	NA	1251924	NA	NA	NA	23	NA	NA	NA
IV	1266476	1266678	Interval_268	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.0295	NA	NA	NA	2.9137	NA	NA	NA	4.90803	NA	NA	NA	1266476	NA	NA	NA	1266678	NA	NA	NA	186	NA	NA
IV	1266777	1267343	Interval_269	3	3	TRUE	TRUE	FALSE	TRUE	3.64106	3.1213	NA	4.52002	2.42511	1.73069	NA	4.20451	4.29582	3.50986	NA	6.44833	1266976	1266990	NA	1266777	1267343	1267267	NA	1267038	15	74	NA	178
IV	1278507	1280019	Interval_270	5	4	TRUE	TRUE	TRUE	TRUE	4.93268	3.46365	5.29497	5.69994;5.01428	4.86205	2.08979	5.91228	5.84051;5.65672	7.09975	3.94003	8.26112	8.31767;8.11709	1278507	1278737	1278566	1278749;1279424	1279063	1278971	1279535	1279100;1280019	367	110	275	87;109
IV	1289028	1289504	Interval_271	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.85938	4.13205	NA	NA	5.04424	3.18279	NA	NA	7.26105	5.1944	NA	NA	1289148	1289028	NA	NA	1289495	1289504	NA	NA	91	187
IV	1301021	1301679	Interval_272	2	2	TRUE	FALSE	TRUE	FALSE	8.0671	NA	6.394	NA	10.4279	NA	7.77011	NA	13.4529	NA	10.366	NA	1301021	NA	1301073	NA	1301485	NA	1301679	NA	311	NA	259	NA
IV	1305555	1305784	Interval_273	1	1	TRUE	FALSE	FALSE	FALSE	4.03919	NA	NA	NA	2.98555	NA	NA	NA	4.9237	NA	NA	NA	1305555	NA	NA	NA	1305784	NA	NA	NA	113	NA	NA	NA
IV	1345370	1345638	Interval_274	3	3	TRUE	FALSE	TRUE	TRUE	4.12206	NA	7.62817	7.7476	3.07073	NA	9.81478	9.70814	5.05863	NA	12.7319	12.9272	1345382	NA	1345370	1345411	1345597	NA	1345603	1345638	54	NA	75	91
IV	1355651	1355948	Interval_275	3	3	TRUE	TRUE	FALSE	TRUE	8.45324	4.70327	NA	5.81992	11.706	3.92038	NA	5.96222	14.8839	6.10956	NA	8.51083	1355707	1355651	NA	1355662	1355948	1355922	NA	1355895	54	86	NA	100
IV	1359528	1359809	Interval_276	3	3	TRUE	TRUE	FALSE	TRUE	8.58031	5.35081	NA	4.93093	11.2003	5.67265	NA	5.02375	14.3105	8.04452	NA	7.37546	1359528	1359591	NA	1359591	1359802	1359809	NA	1359807	214	152	NA	110
IV	1362349	1362651	Interval_277	3	3	TRUE	FALSE	TRUE	TRUE	5.29979	NA	7.17233	7.93625	4.94477	NA	9.18111	9.94222	7.23605	NA	11.9903	13.237	1362431	NA	1362387	1362349	1362651	NA	1362635	1362648	30	NA	164	126
IV	1366984	1367341	Interval_278	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.23267	NA	NA	NA	3.2911	NA	NA	NA	5.35199	NA	NA	NA	1366984	NA	NA	NA	1367341	NA	NA	NA	139
IV	1384786	1385186	Interval_279	1	1	TRUE	FALSE	FALSE	FALSE	3.64106	NA	NA	NA	2.42511	NA	NA	NA	4.29582	NA	NA	NA	1384786	NA	NA	NA	1385186	NA	NA	NA	84	NA	NA	NA
IV	1385784	1385966	Interval_280	1	1	TRUE	FALSE	FALSE	FALSE	4.08057	NA	NA	NA	3.12263	NA	NA	NA	5.11422	NA	NA	NA	1385784	NA	NA	NA	1385966	NA	NA	NA	105	NA	NA	NA
IV	1386686	1386881	Interval_281	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.98578	NA	NA	NA	1.74427	NA	NA	NA	3.44609	NA	NA	NA	1386686	NA	NA	NA	1386881	NA	NA	NA	125	NA
IV	1401336	1401700	Interval_282	4	4	TRUE	TRUE	TRUE	TRUE	8.32242	7.64282	5.18971	7.93625	11.1512	9.31813	5.26366	9.94222	14.2575	12.0826	7.50558	13.237	1401381	1401336	1401366	1401344	1401700	1401670	1401638	1401622	146	228	228	187
IV	1411399	1411808	Interval_283	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.43421	NA	NA	NA	2.32618	NA	NA	NA	4.12521	NA	NA	NA	1411399	NA	NA	NA	1411808	NA	NA	NA	130	NA
IV	1420453	1421021	Interval_284	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.18061	NA	NA	NA	5.09322	NA	NA	NA	7.4912	NA	NA	NA	1420453	NA	NA	NA	1421021	NA	NA	NA	483
IV	1429074	1429464	Interval_285	4	4	TRUE	TRUE	TRUE	TRUE	7.27584	5.51621	7.5237	7.93625	9.27405	5.66095	10.3804	9.94222	12.1583	8.02377	13.3632	13.237	1429074	1429196	1429080	1429101	1429453	1429464	1429433	1429453	258	87	186	144
IV	1434438	1434690	Interval_286	3	3	TRUE	FALSE	TRUE	TRUE	4.71092	NA	4.5769	4.81878	3.99502	NA	3.99637	4.39277	6.12222	NA	6.06936	6.66751	1434513	NA	1434492	1434438	1434688	NA	1434690	1434628	73	NA	64	117
IV	1445657	1446051	Interval_287	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.87809	NA	NA	NA	7.90023	NA	NA	NA	10.81	NA	NA	NA	1445657	NA	NA	NA	1446051	NA	NA	NA	46
IV	1450961	1451211	Interval_288	2	2	TRUE	FALSE	FALSE	TRUE	5.88865	NA	NA	2.8653	5.93978	NA	NA	1.59351	8.39498	NA	NA	3.26305	1450961	NA	NA	1450980	1451211	NA	NA	1451175	21	NA	NA	7
IV	1459548	1459876	Interval_289	3	3	TRUE	FALSE	TRUE	TRUE	3.41239	NA	3.40367	5.01428	2.0765	NA	2.15516	5.65672	3.85858	NA	3.93345	8.11709	1459550	NA	1459550	1459548	1459747	NA	1459876	1459866	173	NA	42	70
IV	1468602	1469464	Interval_290	4	4	TRUE	TRUE	TRUE	TRUE	11.7773	7.02063	10.1709	5.75275	18.0028	8.68954	15.3287	6.68884	21.7953	11.3784	19.0823	9.32961	1468602	1468693	1468620	1468642	1469464	1469246	1469260	1469226	303	438	162	260
IV	1470668	1470956	Interval_291	1	1	TRUE	FALSE	FALSE	FALSE	3.76465	NA	NA	NA	2.58916	NA	NA	NA	4.48759	NA	NA	NA	1470668	NA	NA	NA	1470956	NA	NA	NA	164	NA	NA	NA
IV	1476597	1476914	Interval_292	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.00302	NA	NA	NA	3.00551	NA	NA	NA	4.99398	NA	NA	NA	1476597	NA	NA	NA	1476914	NA	NA	NA	282
IV	1489647	1491170	Interval_293	4	4	TRUE	TRUE	TRUE	TRUE	10.0107	7.02063	10.6794	9.41929	14.0445	8.68954	16.5232	14.0407	17.4897	11.3784	20.4203	17.8402	1489744	1489647	1489985	1489978	1491170	1490972	1490526	1490511	629	674	231	204
IV	1493091	1494179	Interval_294	2	2	TRUE	TRUE	FALSE	FALSE	4.71092	5.51621	NA	NA	3.99502	5.66095	NA	NA	6.12222	8.02377	NA	NA	1493091	1493217	NA	NA	1493284	1494179	NA	NA	137	55	NA	NA
IV	1496693	1496952	Interval_295	1	1	TRUE	FALSE	FALSE	FALSE	6.47751	NA	NA	NA	7.00667	NA	NA	NA	9.59481	NA	NA	NA	1496693	NA	NA	NA	1496952	NA	NA	NA	102	NA	NA	NA
IV	1502370	1502618	Interval_296	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.87637	NA	NA	NA	1.49942	NA	NA	NA	3.14634	NA	NA	NA	1502370	NA	NA	NA	1502618	NA	NA	NA	229
IV	1506804	1507856	Interval_297	3	3	TRUE	FALSE	TRUE	TRUE	4.47524	NA	5.88187	9.15568	3.83288	NA	10.0155	13.2287	5.91004	NA	12.95	16.9297	1507339	NA	1506804	1506998	1507503	NA	1507774	1507856	107	NA	486	440
IV	1517924	1518181	Interval_298	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.23267	NA	NA	NA	3.2911	NA	NA	NA	5.35199	NA	NA	NA	1517924	NA	NA	NA	1518181	NA	NA	NA	177
IV	1524846	1525639	Interval_299	4	4	TRUE	TRUE	TRUE	TRUE	16.4092	17.0494	5.48057	3.87874	33.1101	31.8133	5.91228	4.18786	37.207	35.7159	8.25097	6.41516	1524846	1524858	1524857	1524857	1525492	1525639	1525305	1525305	408	578	78	76
IX	0	245	Interval_300	1	1	FALSE	TRUE	FALSE	FALSE	NA	18.2252	NA	NA	NA	35.0633	NA	NA	NA	38.9936	NA	NA	NA	0	NA	NA	NA	245	NA	NA	NA	28	NA	NA
IX	36805	37177	Interval_301	1	1	TRUE	FALSE	FALSE	FALSE	5.88865	NA	NA	NA	5.93978	NA	NA	NA	8.39498	NA	NA	NA	36805	NA	NA	NA	37177	NA	NA	NA	182	NA	NA	NA
IX	54145	54344	Interval_302	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.37314	NA	NA	NA	2.10172	NA	NA	NA	3.88733	NA	NA	NA	54145	NA	NA	NA	54344	NA	NA	NA	41
IX	68242	68767	Interval_303	4	4	TRUE	TRUE	TRUE	TRUE	9.86536	7.05491	6.51688	7.50567	15.9403	8.1626	8.60555	9.33842	19.583	10.8126	11.3074	12.5321	68267	68352	68266	68242	68767	68567	68596	68599	171	107	205	268
IX	73521	73694	Interval_304	1	1	TRUE	FALSE	FALSE	FALSE	2.84366	NA	NA	NA	1.34536	NA	NA	NA	2.95183	NA	NA	NA	73521	NA	NA	NA	73694	NA	NA	NA	120	NA	NA	NA
IX	77457	77953	Interval_305	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.59399	3.55854	NA	NA	5.81914	2.45513	NA	NA	8.14794	4.31376	NA	NA	77457	77681	NA	NA	77831	77953	NA	NA	47	151
IX	84752	85239	Interval_306	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	2.83075	2.8653	NA	NA	1.38591	1.59351	NA	NA	2.97534	3.26305	NA	NA	85013	84752	NA	NA	85239	85074	NA	NA	48	111
IX	96528	96753	Interval_307	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.37314	NA	NA	NA	2.10172	NA	NA	NA	3.88733	NA	NA	NA	96528	NA	NA	NA	96753	NA	NA	NA	5
IX	99535	99861	Interval_308	4	4	TRUE	TRUE	TRUE	TRUE	6.04913	5.2184	6.73922	5.73061	7.21038	5.74891	9.96563	7.22593	9.80955	8.13748	12.8957	9.99733	99595	99644	99535	99632	99842	99861	99837	99837	75	23	79	67
IX	102352	102585	Interval_309	1	1	TRUE	FALSE	FALSE	FALSE	6.44124	NA	NA	NA	6.97759	NA	NA	NA	9.53361	NA	NA	NA	102352	NA	NA	NA	102585	NA	NA	NA	20	NA	NA	NA
IX	106065	106321	Interval_310	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.41521	NA	NA	NA	2.03924	NA	NA	NA	3.86304	NA	NA	NA	106065	NA	NA	NA	106321	NA	NA	NA	122	NA	NA
IX	127783	127954	Interval_311	1	1	TRUE	FALSE	FALSE	FALSE	4.4227	NA	NA	NA	3.59767	NA	NA	NA	5.65336	NA	NA	NA	127783	NA	NA	NA	127954	NA	NA	NA	122	NA	NA	NA
IX	129875	130131	Interval_312	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.58939	NA	NA	NA	3.93523	NA	NA	NA	6.08899	NA	NA	NA	129875	NA	NA	NA	130131	NA	NA	NA	173
IX	131933	132310	Interval_313	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.59239	NA	NA	NA	2.3758	NA	NA	NA	4.22093	NA	NA	NA	131933	NA	NA	NA	132310	NA	NA	NA	34
IX	138230	139680	Interval_314	5	4	TRUE	TRUE	TRUE	TRUE	7.65524	8.23073	8.64526;6.10253	10.5817	9.22344	10.5061	11.9347;6.77839	15.7749	12.1038	13.3845	15.1992;9.24482	19.7655	138256	138341	138230;139229	138341	139542	139497	138943;139520	139680	1026	407	485;114	1006
IX	142582	142749	Interval_315	1	1	TRUE	FALSE	FALSE	FALSE	3.53319	NA	NA	NA	2.20485	NA	NA	NA	4.05174	NA	NA	NA	142582	NA	NA	NA	142749	NA	NA	NA	140	NA	NA	NA
IX	150248	150448	Interval_316	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.69819	NA	NA	NA	2.77222	NA	NA	NA	4.70831	NA	NA	NA	150248	NA	NA	NA	150448	NA	NA	NA	158
IX	160518	160726	Interval_317	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.83793	NA	NA	NA	1.57473	NA	NA	NA	3.22139	NA	NA	NA	160518	NA	NA	NA	160726	NA	NA	NA	34	NA
IX	166006	166294	Interval_318	1	1	FALSE	TRUE	FALSE	FALSE	NA	7.71001	NA	NA	NA	9.72666	NA	NA	NA	12.5082	NA	NA	NA	166006	NA	NA	NA	166294	NA	NA	NA	113	NA	NA
IX	169736	170178	Interval_319	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	7.07687	8.99442	NA	NA	9.05519	12.1632	NA	NA	11.8355	15.7755	NA	NA	169738	169736	NA	NA	170178	169922	NA	NA	178	122
IX	173394	173718	Interval_320	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.71304	NA	NA	NA	2.69117	NA	NA	NA	4.54885	NA	NA	NA	173394	NA	NA	NA	173718	NA	NA	NA	316	NA
IX	174963	175129	Interval_321	1	1	TRUE	FALSE	FALSE	FALSE	5.61705	NA	NA	NA	6.3046	NA	NA	NA	8.77921	NA	NA	NA	174963	NA	NA	NA	175129	NA	NA	NA	107	NA	NA	NA
IX	177501	177868	Interval_322	4	4	TRUE	TRUE	TRUE	TRUE	4.82713	5.99298	6.37363	5.18061	4.29398	6.34574	7.75802	5.09322	6.46557	8.79154	10.3331	7.4912	177547	177584	177501	177572	177807	177852	177868	177843	223	183	168	232
IX	197516	197816	Interval_323	2	2	TRUE	FALSE	FALSE	TRUE	5.11859	NA	NA	5.94881	4.72382	NA	NA	6.39752	6.93654	NA	NA	8.998	197516	NA	NA	197615	197745	NA	NA	197816	224	NA	NA	122
IX	207534	207700	Interval_324	1	1	TRUE	FALSE	FALSE	FALSE	2.81934	NA	NA	NA	1.31571	NA	NA	NA	2.91421	NA	NA	NA	207534	NA	NA	NA	207700	NA	NA	NA	79	NA	NA	NA
IX	215010	215311	Interval_325	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.93954	NA	NA	NA	1.3745	NA	NA	NA	3.10224	NA	NA	NA	215010	NA	NA	NA	215311	NA	NA	NA	182	NA	NA
IX	216115	216338	Interval_326	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.95861	NA	NA	NA	3.15037	NA	NA	NA	5.10943	NA	NA	NA	216115	NA	NA	NA	216338	NA	NA	NA	53	NA
IX	222625	222819	Interval_327	1	1	TRUE	FALSE	FALSE	FALSE	4.68136	NA	NA	NA	4.07219	NA	NA	NA	6.23399	NA	NA	NA	222625	NA	NA	NA	222819	NA	NA	NA	65	NA	NA	NA
IX	232449	232907	Interval_328	4	4	TRUE	TRUE	TRUE	TRUE	7.06638	7.52211	9.1538	6.57418	8.09106	9.7645	13.0338	7.81669	10.8321	12.5589	16.4706	10.6565	232530	232449	232471	232506	232895	232907	232893	232885	159	286	213	197
IX	248765	249868	Interval_329	4	4	TRUE	TRUE	TRUE	TRUE	10.5333	8.26072	11.5284	7.8588	15.6281	10.8684	19.8693	10.1729	19.2186	13.7742	23.9869	13.498	248765	248780	248914	248999	249829	249868	249693	249815	241	442	326	220
IX	254141	254952	Interval_330	4	4	TRUE	TRUE	TRUE	TRUE	12.1264	11.8538	7.61432	9.03501	21.0368	18.9168	12.4292	12.631	24.9844	22.3928	15.7556	16.2749	254202	254205	254141	254173	254952	254732	254862	254932	365	187	250	405
IX	255367	255618	Interval_331	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.82524	NA	NA	NA	2.82055	NA	NA	NA	4.72036	NA	NA	NA	255367	NA	NA	NA	255618	NA	NA	NA	56	NA
IX	257206	257764	Interval_332	4	4	TRUE	TRUE	TRUE	TRUE	7.65524	8.57322	5.59399	5.18061	9.22344	12.0714	5.81914	5.09322	12.1038	15.0808	8.14794	7.4912	257206	257249	257208	257224	257764	257544	257650	257535	224	102	59	100
IX	258164	258754	Interval_333	4	4	TRUE	TRUE	TRUE	TRUE	5.29979	3.43723	4.5769	5.00378	4.94477	2.05403	3.99637	4.66178	7.23605	3.89795	6.06936	6.95899	258164	258458	258394	258407	258754	258749	258723	258732	253	120	31	16
IX	267831	268711	Interval_334	2	2	TRUE	FALSE	TRUE	FALSE	3.94084	NA	6.394	NA	3.26662	NA	7.77011	NA	5.29478	NA	10.366	NA	267831	NA	267953	NA	268711	NA	268551	NA	540	NA	121	NA
IX	291848	292338	Interval_335	1	1	TRUE	FALSE	FALSE	FALSE	3.53319	NA	NA	NA	2.20485	NA	NA	NA	4.05174	NA	NA	NA	291848	NA	NA	NA	292338	NA	NA	NA	115	NA	NA	NA
IX	310905	311108	Interval_336	1	1	TRUE	FALSE	FALSE	FALSE	5.0176	NA	NA	NA	4.57526	NA	NA	NA	6.77199	NA	NA	NA	310905	NA	NA	NA	311108	NA	NA	NA	69	NA	NA	NA
IX	316309	316612	Interval_337	4	4	TRUE	TRUE	TRUE	TRUE	4.93268	5.76588	4.88766	4.63563	4.86205	6.26589	5.07689	4.37856	7.09975	8.70552	7.30629	6.63107	316320	316320	316309	316377	316576	316574	316612	316606	60	172	181	90
IX	322075	322280	Interval_338	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.28728	NA	NA	NA	2.10172	NA	NA	NA	3.90276	NA	NA	NA	322075	NA	NA	NA	322280	NA	NA	NA	35
IX	325653	326041	Interval_339	1	1	TRUE	FALSE	FALSE	FALSE	4.78819	NA	NA	NA	4.23387	NA	NA	NA	6.40347	NA	NA	NA	325653	NA	NA	NA	326041	NA	NA	NA	132	NA	NA	NA
IX	332656	333583	Interval_340	4	4	TRUE	TRUE	TRUE	TRUE	4.56936	7.48336	6.69443	6.57457	4.85081	9.08482	9.1853	8.40283	7.07677	11.8125	11.9959	11.4022	332737	332745	332710	332656	333392	333583	333449	333444	544	541	319	275
IX	336085	336369	Interval_341	2	2	TRUE	FALSE	FALSE	TRUE	5.49738	NA	NA	3.76772	5.63116	NA	NA	2.71453	7.99375	NA	NA	4.63233	336085	NA	NA	336142	336369	NA	NA	336317	236	NA	NA	94
IX	338271	339297	Interval_342	2	2	TRUE	TRUE	FALSE	FALSE	3.54675	7.48336	NA	NA	2.57984	9.08482	NA	NA	4.47481	11.8125	NA	NA	338744	338271	NA	NA	339141	339297	NA	NA	55	472	NA	NA
IX	343919	344184	Interval_343	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.58163	NA	NA	NA	2.78634	NA	NA	NA	4.72865	NA	NA	NA	343919	NA	NA	NA	344184	NA	NA	NA	34
IX	370119	370341	Interval_344	1	1	TRUE	FALSE	FALSE	FALSE	3.15267	NA	NA	NA	1.93658	NA	NA	NA	3.69902	NA	NA	NA	370119	NA	NA	NA	370341	NA	NA	NA	17	NA	NA	NA
IX	382161	382667	Interval_345	4	4	TRUE	TRUE	TRUE	TRUE	4.85056	6.10227	5.81957	5.20472	4.52309	7.03535	7.60025	5.65672	6.71746	9.55705	10.1475	8.11535	382236	382161	382173	382231	382433	382483	382667	382528	153	124	303	248
IX	383812	384731	Interval_346	4	4	TRUE	TRUE	TRUE	TRUE	6.13262	8.5142	6.21536	5.08314	6.52079	11.2787	7.22423	4.78061	9.02016	14.1989	9.73852	7.08465	384051	383812	384211	384231	384507	384517	384731	384478	325	528	279	166
IX	386298	387037	Interval_347	4	4	TRUE	TRUE	TRUE	TRUE	4.84026	6.467	6.37363	4.23267	4.31061	7.03535	7.75802	3.2911	6.48653	9.57704	10.3331	5.35199	386483	386298	386333	386471	386895	386879	387037	386853	235	410	252	360
IX	388411	389245	Interval_348	3	3	TRUE	TRUE	TRUE	FALSE	4.16121	5.59805	4.78155	NA	3.2198	5.56873	4.46984	NA	5.23994	7.91319	6.60906	NA	388666	388411	388442	NA	388941	389245	388868	NA	38	201	253	NA
IX	394901	395184	Interval_349	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.08731	NA	NA	NA	2.99177	NA	NA	NA	5.00185	NA	NA	NA	394901	NA	NA	NA	395184	NA	NA	NA	79	NA	NA
IX	415822	416036	Interval_350	1	1	TRUE	FALSE	FALSE	FALSE	4.68136	NA	NA	NA	4.07219	NA	NA	NA	6.23399	NA	NA	NA	415822	NA	NA	NA	416036	NA	NA	NA	127	NA	NA	NA
IX	427278	427557	Interval_351	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.12945	NA	NA	NA	3.30923	NA	NA	NA	5.373	NA	NA	NA	427278	NA	NA	NA	427557	NA	NA	NA	102
IX	439055	439861	Interval_352	3	3	TRUE	TRUE	FALSE	TRUE	5.83933	25.2064	NA	7.93625	9.55792	56.3446	NA	9.94222	12.4712	60.3511	NA	13.237	439118	439299	NA	439055	439858	439861	NA	439802	503	383	NA	516
MT	14072	14443	Interval_353	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.1254	NA	NA	NA	2.79079	NA	NA	NA	4.75807	NA	NA	NA	14072	NA	NA	NA	14443	NA	NA	NA	171	NA	NA
MT	14826	15868	Interval_354	2	2	TRUE	TRUE	FALSE	FALSE	3.75444	6.98905	NA	NA	2.57984	8.33491	NA	NA	4.47166	10.9916	NA	NA	15410	14826	NA	NA	15803	15868	NA	NA	296	777	NA	NA
MT	18099	18387	Interval_355	1	1	TRUE	FALSE	FALSE	FALSE	4.54377	NA	NA	NA	3.93415	NA	NA	NA	6.01736	NA	NA	NA	18099	NA	NA	NA	18387	NA	NA	NA	74	NA	NA	NA
MT	18764	18953	Interval_356	1	1	TRUE	FALSE	FALSE	FALSE	4.45286	NA	NA	NA	3.80386	NA	NA	NA	5.87506	NA	NA	NA	18764	NA	NA	NA	18953	NA	NA	NA	15	NA	NA	NA
MT	25955	26294	Interval_357	1	1	TRUE	FALSE	FALSE	FALSE	3.1634	NA	NA	NA	2.09457	NA	NA	NA	3.8803	NA	NA	NA	25955	NA	NA	NA	26294	NA	NA	NA	322	NA	NA	NA
MT	36598	36986	Interval_358	2	2	TRUE	TRUE	FALSE	FALSE	4.71092	7.02063	NA	NA	3.99502	8.68954	NA	NA	6.12222	11.3784	NA	NA	36598	36641	NA	NA	36966	36986	NA	NA	98	214	NA	NA
MT	43354	43612	Interval_359	2	2	TRUE	TRUE	FALSE	FALSE	5.88865	4.01179	NA	NA	5.93978	2.99177	NA	NA	8.39498	5.00755	NA	NA	43398	43354	NA	NA	43612	43607	NA	NA	117	164	NA	NA
MT	60493	60685	Interval_360	1	1	TRUE	FALSE	FALSE	FALSE	4.68136	NA	NA	NA	4.07219	NA	NA	NA	6.23399	NA	NA	NA	60493	NA	NA	NA	60685	NA	NA	NA	142	NA	NA	NA
MT	73792	74184	Interval_361	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.82923	NA	NA	NA	4.70303	NA	NA	NA	6.93659	NA	NA	NA	73792	NA	NA	NA	74184	NA	NA	NA	312	NA	NA
MT	79260	79960	Interval_362	2	2	TRUE	TRUE	FALSE	FALSE	2.55859	3.34864	NA	NA	1.64047	3.33129	NA	NA	3.33784	5.40033	NA	NA	79260	79264	NA	NA	79537	79960	NA	NA	267	188	NA	NA
V	210	482	Interval_363	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	210	NA	NA	NA	482	NA	NA	NA	97	NA	NA	NA
V	6207	6780	Interval_364	3	3	TRUE	TRUE	FALSE	TRUE	12.4836	6.467	NA	4.76175	21.0624	7.03535	NA	4.13459	25.0176	9.57704	NA	6.36142	6208	6207	NA	6240	6441	6780	NA	6492	122	170	NA	90
V	13143	13520	Interval_365	2	2	TRUE	FALSE	TRUE	FALSE	3.5874	NA	4.48036	NA	2.47311	NA	4.27065	NA	4.35761	NA	6.38557	NA	13265	NA	13143	NA	13436	NA	13520	NA	114	NA	267	NA
V	16037	16267	Interval_366	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.70965	NA	NA	NA	4.24684	NA	NA	NA	6.49631	NA	NA	NA	16037	NA	NA	NA	16267	NA	NA	NA	103
V	42065	42591	Interval_367	4	4	TRUE	TRUE	TRUE	TRUE	4.56297	4.37023	6.85398	7.39639	3.80729	3.48597	8.43597	10.2384	5.87956	5.56962	11.1084	13.5792	42110	42115	42065	42084	42330	42591	42529	42373	40	356	79	211
V	53271	53944	Interval_368	4	4	TRUE	TRUE	TRUE	TRUE	7.33	10.3515	5.96969	5.33749	9.03634	15.6138	8.78622	5.30942	11.8822	18.9126	11.5421	7.7396	53271	53366	53279	53443	53944	53803	53754	53775	416	93	214	68
