PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R2_peak_68	III	50346	50807	+	89	NA	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-8	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
SPT5_T15_R2_peak_35	II	392447	392716	+	89	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-288	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
SPT5_T15_R2_peak_626	XIV	569780	570026	+	89	NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	37	tI(AAU)N1	tI(AAU)N1	tI(AAU)N1			tI(AAU)N1			tRNA
SPT5_T15_R2_peak_473	XII	187375	187559	+	89	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-338	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
SPT5_T15_R2_peak_682	XV	638710	639286	+	89	NA	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	269	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
SPT5_T15_R2_peak_322	VII	609336	610269	+	89	NA	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	218	snR48	snR48	snR48			snR48			snoRNA
SPT5_T15_R2_peak_337	VII	785546	785897	+	89	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-284	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
SPT5_T15_R2_peak_315	VII	547376	547575	+	89	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-175	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
SPT5_T15_R2_peak_349	VII	986883	987923	+	89	NA	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-646	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
SPT5_T15_R2_peak_4	I	45371	45703	+	87	NA	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-362	YAL053W	YAL053W	YAL053W			FLC2			protein_coding
SPT5_T15_R2_peak_99	IV	307891	308304	+	87	NA	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-308	YDL083C	YDL083C	YDL083C			RPS16B			protein_coding
SPT5_T15_R2_peak_245	V	335449	336143	+	86	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-131	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
SPT5_T15_R2_peak_20	II	159775	160068	+	84	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-228	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
SPT5_T15_R2_peak_202	IX	332657	333444	+	84	NA	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	39	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
SPT5_T15_R2_peak_721	XVI	132340	132692	+	84	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-401	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
SPT5_T15_R2_peak_295	VII	276803	277425	+	84	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-400	YGL124C	YGL124C	YGL124C			MON1			protein_coding
SPT5_T15_R2_peak_391	X	122921	123735	+	84	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-380	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
SPT5_T15_R2_peak_690	XV	796940	797346	+	84	NA	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-350	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
SPT5_T15_R2_peak_752	XVI	587228	587485	+	84	NA	exon (YPR014C, exon 1 of 1)	protein_coding-exon (YPR014C, exon 1 of 1)	162	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
SPT5_T15_R2_peak_691	XV	825281	825835	+	83	NA	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	374	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
SPT5_T15_R2_peak_563	XIII	545732	545927	+	83	NA	promoter-TSS (YMR137C)	protein_coding-promoter-TSS (YMR137C)	-296	YMR139W	YMR139W	YMR139W			RIM11			protein_coding
SPT5_T15_R2_peak_684	XV	678943	679177	+	83	NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	188	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
SPT5_T15_R2_peak_43	II	466060	466654	+	82	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-587	YBR112C	YBR112C	YBR112C			CYC8			protein_coding
SPT5_T15_R2_peak_134	IV	811748	811988	+	81	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-236	YDR173C	YDR173C	YDR173C			ARG82			protein_coding
SPT5_T15_R2_peak_512	XII	808981	809482	+	81	NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-766	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
SPT5_T15_R2_peak_596	XIV	63063	63401	+	81	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-289	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
SPT5_T15_R2_peak_440	XI	230268	231099	+	81	NA	promoter-TSS (YKL110C)	protein_coding-promoter-TSS (YKL110C)	-803	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
SPT5_T15_R2_peak_218	V	117478	118086	+	80	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	253	RPR1	RPR1	RPR1			RPR1			ncRNA
SPT5_T15_R2_peak_485	XII	423970	424585	+	80	NA	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	594	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
SPT5_T15_R2_peak_447	XI	322367	322794	+	80	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-648	YKL062W	YKL062W	YKL062W			MSN4			protein_coding
SPT5_T15_R2_peak_236	V	280826	281563	+	80	NA	promoter-TSS (YER062C)	protein_coding-promoter-TSS (YER062C)	-512	YER062C	YER062C	YER062C			GPP2			protein_coding
SPT5_T15_R2_peak_48	II	554752	555467	+	79	NA	promoter-TSS (YBR157C)	protein_coding-promoter-TSS (YBR157C)	-799	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
SPT5_T15_R2_peak_685	XV	700956	701249	+	79	NA	promoter-TSS (YOR192C)	protein_coding-promoter-TSS (YOR192C)	-535	YOR192C	YOR192C	YOR192C			THI72			protein_coding
SPT5_T15_R2_peak_469	XII	65378	65873	+	79	NA	promoter-TSS (YLL037W)	protein_coding-promoter-TSS (YLL037W)	-418	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
SPT5_T15_R2_peak_356	VIII	55545	56291	+	79	NA	promoter-TSS (YHL024W)	protein_coding-promoter-TSS (YHL024W)	-731	YHL024W	YHL024W	YHL024W			RIM4			protein_coding
SPT5_T15_R2_peak_770	XVI	901624	901881	+	79	NA	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-292	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
SPT5_T15_R2_peak_425	XI	87	656	+	79	NA	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-80	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
SPT5_T15_R2_peak_10	I	210938	211130	+	79	NA	Intergenic	Intergenic	2667	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
SPT5_T15_R2_peak_273	VI	221588	221864	+	79	NA	promoter-TSS (RUF23)	ncRNA-promoter-TSS (RUF23)	12	RUF23	RUF23	RUF23			RUF23			ncRNA
SPT5_T15_R2_peak_673	XV	487346	487594	+	79	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	31	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
SPT5_T15_R2_peak_158	IV	1241898	1243054	+	79	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-445	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
SPT5_T15_R2_peak_228	V	211751	212418	+	79	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-208	YER028C	YER028C	YER028C			MIG3			protein_coding
SPT5_T15_R2_peak_675	XV	505199	505485	+	79	NA	promoter-TSS (YOR096W)	protein_coding-promoter-TSS (YOR096W)	-452	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
SPT5_T15_R2_peak_565	XIII	556971	557228	+	79	NA	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-624	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
SPT5_T15_R2_peak_172	IV	1445658	1446051	+	79	NA	promoter-TSS (YDR497C)	protein_coding-promoter-TSS (YDR497C)	-387	YDR497C	YDR497C	YDR497C			ITR1			protein_coding
SPT5_T15_R2_peak_32	II	370917	371533	+	79	NA	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-526	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
SPT5_T15_R2_peak_45	II	477142	477433	+	79	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-384	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
SPT5_T15_R2_peak_491	XII	490599	491136	+	79	NA	TTS (YLR162W)	protein_coding-TTS (YLR162W)	461	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
SPT5_T15_R2_peak_34	II	378711	379029	+	79	NA	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-437	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
SPT5_T15_R2_peak_427	XI	67730	68536	+	79	NA	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-667	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
SPT5_T15_R2_peak_347	VII	974239	974779	+	79	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	268	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
SPT5_T15_R2_peak_272	VI	183714	184273	+	79	NA	promoter-TSS (YFR019W)	protein_coding-promoter-TSS (YFR019W)	229	YFR018C	YFR018C	YFR018C			YFR018C			protein_coding
SPT5_T15_R2_peak_481	XII	368316	369196	+	79	NA	promoter-TSS (YLR108C)	protein_coding-promoter-TSS (YLR108C)	-25	YLR109W	YLR109W	YLR109W			AHP1			protein_coding
SPT5_T15_R2_peak_643	XV	92949	93215	+	79	NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-232	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
SPT5_T15_R2_peak_511	XII	796462	796909	+	79	NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	393	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
SPT5_T15_R2_peak_33	II	375822	376256	+	79	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-349	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
SPT5_T15_R2_peak_758	XVI	700078	700331	+	79	NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-390	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
SPT5_T15_R2_peak_585	XIII	861096	861505	+	79	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-409	YMR296C	YMR296C	YMR296C			LCB1			protein_coding
SPT5_T15_R2_peak_400	X	268453	268799	+	79	NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-173	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
SPT5_T15_R2_peak_61	II	662582	662853	+	79	NA	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-468	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
SPT5_T15_R2_peak_234	V	268429	268828	+	78	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-515	YER056C	YER056C	YER056C			FCY2			protein_coding
SPT5_T15_R2_peak_100	IV	321755	322072	+	78	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-313	YDL075W	YDL075W	YDL075W			RPL31A			protein_coding
SPT5_T15_R2_peak_195	IX	232507	232885	+	78	NA	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-317	YIL068W-A	YIL068W-A	YIL068W-A			YIL068W-A			protein_coding
SPT5_T15_R2_peak_641	XV	79883	80183	+	78	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-315	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
SPT5_T15_R2_peak_93	IV	217317	217536	+	78	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-174	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
SPT5_T15_R2_peak_375	VIII	422578	422826	+	78	NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-370	YHR162W	YHR162W	YHR162W			MPC2			protein_coding
SPT5_T15_R2_peak_640	XV	69107	69348	+	77	NA	promoter-TSS (YOL136C)	protein_coding-promoter-TSS (YOL136C)	-473	YOL136C	YOL136C	YOL136C			PFK27			protein_coding
SPT5_T15_R2_peak_606	XIV	301827	302569	+	77	NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-482	YNL178W	YNL178W	YNL178W			RPS3			protein_coding
SPT5_T15_R2_peak_762	XVI	794573	794848	+	76	NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-212	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
SPT5_T15_R2_peak_117	IV	538900	539666	+	76	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-520	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
SPT5_T15_R2_peak_592	XIII	923773	924206	+	75	NA	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-187	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
SPT5_T15_R2_peak_248	V	349514	349855	+	75	NA	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-296	YER095W	YER095W	YER095W			RAD51			protein_coding
SPT5_T15_R2_peak_246	V	342450	342811	+	75	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	-19	YER091C-A	YER091C-A	YER091C-A			YER091C-A			protein_coding
SPT5_T15_R2_peak_361	VIII	150738	151418	+	75	NA	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	228	YHR022C-A	YHR022C-A	YHR022C-A			YHR022C-A			protein_coding
SPT5_T15_R2_peak_749	XVI	566825	567065	+	75	NA	promoter-TSS (YPR005C)	protein_coding-promoter-TSS (YPR005C)	-274	YPR005C	YPR005C	YPR005C			HAL1			protein_coding
SPT5_T15_R2_peak_125	IV	593261	593740	+	74	NA	promoter-TSS (YDR074W)	protein_coding-promoter-TSS (YDR074W)	-393	YDR074W	YDR074W	YDR074W			TPS2			protein_coding
SPT5_T15_R2_peak_46	II	490148	491034	+	72	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-199	YBR126C	YBR126C	YBR126C			TPS1			protein_coding
SPT5_T15_R2_peak_187	IX	99633	99837	+	72	NA	promoter-TSS (YIL133C)	protein_coding-promoter-TSS (YIL133C)	-319	YIL133C	YIL133C	YIL133C			RPL16A			protein_coding
SPT5_T15_R2_peak_558	XIII	433417	434028	+	72	NA	Intergenic	Intergenic	-1066	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
SPT5_T15_R2_peak_338	VII	788248	788528	+	72	NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-609	YGR148C	YGR148C	YGR148C			RPL24B			protein_coding
SPT5_T15_R2_peak_484	XII	390523	390828	+	71	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-405	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
SPT5_T15_R2_peak_548	XIII	306022	306930	+	71	NA	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-883	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
SPT5_T15_R2_peak_274	VI	223883	224089	+	71	NA	promoter-TSS (YFR032C-A)	protein_coding-promoter-TSS (YFR032C-A)	-13	YFR032C-B	YFR032C-B	YFR032C-B			YFR032C-B			protein_coding
SPT5_T15_R2_peak_444	XI	277987	278940	+	71	NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	182	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
SPT5_T15_R2_peak_291	VII	190873	191232	+	70	NA	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-77	YGL166W	YGL166W	YGL166W			CUP2			protein_coding
SPT5_T15_R2_peak_632	XIV	651842	652335	+	70	NA	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-376	YNR013C	YNR013C	YNR013C			PHO91			protein_coding
SPT5_T15_R2_peak_661	XV	384772	385162	+	70	NA	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	367	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
SPT5_T15_R2_peak_477	XII	234281	234915	+	70	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-517	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
SPT5_T15_R2_peak_336	VII	774377	774819	+	70	NA	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	249	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
SPT5_T15_R2_peak_36	II	405787	406352	+	70	NA	promoter-TSS (YBR081C)	protein_coding-promoter-TSS (YBR081C)	109	tD(GUC)B	tD(GUC)B	tD(GUC)B			tD(GUC)B			tRNA
SPT5_T15_R2_peak_699	XV	908564	909174	+	70	NA	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-474	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
SPT5_T15_R2_peak_342	VII	883959	884382	+	70	NA	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-360	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
SPT5_T15_R2_peak_621	XIV	500545	500969	+	70	NA	promoter-TSS (YNL066W)	protein_coding-promoter-TSS (YNL066W)	-758	YNL066W	YNL066W	YNL066W			SUN4			protein_coding
SPT5_T15_R2_peak_465	XI	666213	666571	+	70	NA	Intergenic	Intergenic	4950	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
SPT5_T15_R2_peak_305	VII	423133	423321	+	69	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	135	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
SPT5_T15_R2_peak_584	XIII	852158	852473	+	69	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-315	YMR291W	YMR291W	YMR291W			TDA1			protein_coding
SPT5_T15_R2_peak_472	XII	108221	108907	+	69	NA	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	408	YLL018C-A	YLL018C-A	YLL018C-A			COX19			protein_coding
SPT5_T15_R2_peak_399	X	236401	236807	+	69	NA	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-248	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
SPT5_T15_R2_peak_644	XV	94299	94757	+	69	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-126	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
SPT5_T15_R2_peak_604	XIV	281624	281985	+	69	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-591	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
SPT5_T15_R2_peak_114	IV	512268	512446	+	69	NA	promoter-TSS (YDR034C)	protein_coding-promoter-TSS (YDR034C)	-248	YDR034C	YDR034C	YDR034C			LYS14			protein_coding
SPT5_T15_R2_peak_30	II	347393	347728	+	69	NA	promoter-TSS (YBR055C)	protein_coding-promoter-TSS (YBR055C)	-43	tL(UAA)B2	tL(UAA)B2	tL(UAA)B2			tL(UAA)B2			tRNA
SPT5_T15_R2_peak_75	III	178325	178499	+	69	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-192	YCR031C	YCR031C	YCR031C			RPS14A			protein_coding
SPT5_T15_R2_peak_619	XIV	491012	491388	+	69	NA	promoter-TSS (YNL071W)	protein_coding-promoter-TSS (YNL071W)	-323	YNL071W	YNL071W	YNL071W			LAT1			protein_coding
SPT5_T15_R2_peak_332	VII	753928	754155	+	69	NA	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-197	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
SPT5_T15_R2_peak_311	VII	483169	484347	+	69	NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	498	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
SPT5_T15_R2_peak_747	XVI	526805	527325	+	69	NA	promoter-TSS (YPL014W)	protein_coding-promoter-TSS (YPL014W)	-182	YPL015C	YPL015C	YPL015C			HST2			protein_coding
SPT5_T15_R2_peak_771	XVI	920829	921343	+	69	NA	promoter-TSS (YPR192W)	protein_coding-promoter-TSS (YPR192W)	-774	YPR192W	YPR192W	YPR192W			AQY1			protein_coding
SPT5_T15_R2_peak_354	VIII	48074	48555	+	69	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-346	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
SPT5_T15_R2_peak_16	II	60844	61149	+	69	NA	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-257	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
SPT5_T15_R2_peak_324	VII	650762	651313	+	69	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-420	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
SPT5_T15_R2_peak_513	XII	818565	819199	+	69	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	273	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
SPT5_T15_R2_peak_395	X	159867	160392	+	69	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-282	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
SPT5_T15_R2_peak_348	VII	976835	977165	+	69	NA	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	-336	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
SPT5_T15_R2_peak_466	XII	5640	5844	+	69	NA	promoter-TSS (YLL066W-A)	protein_coding-promoter-TSS (YLL066W-A)	137	YLL066W-B	YLL066W-B	YLL066W-B			YLL066W-B			protein_coding
SPT5_T15_R2_peak_450	XI	355341	356249	+	69	NA	promoter-TSS (YKL043W)	protein_coding-promoter-TSS (YKL043W)	-527	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
SPT5_T15_R2_peak_456	XI	431505	431790	+	67	NA	promoter-TSS (YKL006W)	protein_coding-promoter-TSS (YKL006W)	-259	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
SPT5_T15_R2_peak_603	XIV	276024	276247	+	67	NA	promoter-TSS (YNL192W)	protein_coding-promoter-TSS (YNL192W)	-367	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
SPT5_T15_R2_peak_22	II	164964	165549	+	66	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-484	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
SPT5_T15_R2_peak_175	IV	1468643	1469226	+	66	NA	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-466	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
SPT5_T15_R2_peak_120	IV	550832	551416	+	66	NA	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-548	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
SPT5_T15_R2_peak_144	IV	1011345	1011792	+	66	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	392	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
SPT5_T15_R2_peak_37	II	408430	408951	+	66	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-479	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
SPT5_T15_R2_peak_646	XV	160780	161378	+	66	NA	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	-485	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
SPT5_T15_R2_peak_575	XIII	675005	675486	+	66	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-479	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
SPT5_T15_R2_peak_371	VIII	298655	299169	+	66	NA	promoter-TSS (YHR097C)	protein_coding-promoter-TSS (YHR097C)	-303	YHR097C	YHR097C	YHR097C			YHR097C			protein_coding
SPT5_T15_R2_peak_530	XIII	69584	69903	+	66	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	-17	YML101C-A	YML101C-A	YML101C-A			YML101C-A			protein_coding
SPT5_T15_R2_peak_376	VIII	450543	451076	+	66	NA	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	344	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
SPT5_T15_R2_peak_680	XV	619250	619604	+	66	NA	promoter-TSS (YOR153W)	protein_coding-promoter-TSS (YOR153W)	-413	YOR153W	YOR153W	YOR153W			PDR5			protein_coding
SPT5_T15_R2_peak_647	XV	161786	161960	+	65	NA	promoter-TSS (YOL084W)	protein_coding-promoter-TSS (YOL084W)	141	YOL085C	YOL085C	YOL085C			YOL085C			protein_coding
SPT5_T15_R2_peak_418	X	639097	639952	+	64	NA	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-418	YJR115W	YJR115W	YJR115W			YJR115W			protein_coding
SPT5_T15_R2_peak_443	XI	260241	260917	+	64	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-553	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
SPT5_T15_R2_peak_467	XII	11176	11744	+	64	NA	promoter-TSS (YLL065W)	protein_coding-promoter-TSS (YLL065W)	-266	YLL065W	YLL065W	YLL065W			YLL065W			protein_coding
SPT5_T15_R2_peak_649	XV	216264	216655	+	64	NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-322	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
SPT5_T15_R2_peak_676	XV	511376	511662	+	64	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-306	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
SPT5_T15_R2_peak_290	VII	165251	166435	+	64	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-752	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
