PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R1_peak_343	VIII	455696	455920	+	106	NA	promoter-TSS (YHR177W)	protein_coding-promoter-TSS (YHR177W)	-783	YHR177W	YHR177W	YHR177W			YHR177W			protein_coding
SPT5_T15_R1_peak_38	II	408363	408951	+	104	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-512	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
SPT5_T15_R1_peak_190	V	123135	123527	+	104	NA	promoter-TSS (YEL017C-A)	protein_coding-promoter-TSS (YEL017C-A)	-326	YEL017W	YEL017W	YEL017W			GTT3			protein_coding
SPT5_T15_R1_peak_446	XII	423989	424529	+	104	NA	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	576	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
SPT5_T15_R1_peak_633	XV	770197	770451	+	104	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-476	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
SPT5_T15_R1_peak_293	VII	766250	766557	+	104	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	677	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
SPT5_T15_R1_peak_123	IV	893806	894407	+	104	NA	promoter-TSS (YDR216W)	protein_coding-promoter-TSS (YDR216W)	396	YDR215C	YDR215C	YDR215C			YDR215C			protein_coding
SPT5_T15_R1_peak_443	XII	370359	370999	+	104	NA	promoter-TSS (YLR110C)	protein_coding-promoter-TSS (YLR110C)	-112	YLR112W	YLR112W	YLR112W			YLR112W			protein_coding
SPT5_T15_R1_peak_195	V	191948	192383	+	104	NA	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	-377	YER017C	YER017C	YER017C			AFG3			protein_coding
SPT5_T15_R1_peak_349	X	75526	75804	+	104	NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-268	YJL189W	YJL189W	YJL189W			RPL39			protein_coding
SPT5_T15_R1_peak_317	VIII	48144	48553	+	104	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-380	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
SPT5_T15_R1_peak_372	X	391539	392122	+	104	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	419	YJL027C	YJL027C	YJL027C			YJL027C			protein_coding
SPT5_T15_R1_peak_151	IV	1429081	1429433	+	103	NA	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-277	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
SPT5_T15_R1_peak_704	XVI	794575	794887	+	102	NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-233	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
SPT5_T15_R1_peak_113	IV	599810	600431	+	102	NA	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-673	YDR077W	YDR077W	YDR077W			SED1			protein_coding
SPT5_T15_R1_peak_315	VIII	4905	5286	+	101	NA	promoter-TSS (YHL049C)	protein_coding-promoter-TSS (YHL049C)	-554	YHL049C	YHL049C	YHL049C			YHL049C			protein_coding
SPT5_T15_R1_peak_493	XIII	69820	70470	+	101	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	7	YML100W-A	YML100W-A	YML100W-A			YML100W-A			protein_coding
SPT5_T15_R1_peak_288	VII	726614	726886	+	101	NA	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-224	YGR118W	YGR118W	YGR118W			RPS23A			protein_coding
SPT5_T15_R1_peak_63	III	50361	50709	+	101	NA	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-49	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
SPT5_T15_R1_peak_604	XV	274457	274815	+	100	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-37	tS(GCU)O	tS(GCU)O	tS(GCU)O			tS(GCU)O			tRNA
SPT5_T15_R1_peak_538	XIII	851850	852415	+	100	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-498	YMR291W	YMR291W	YMR291W			TDA1			protein_coding
SPT5_T15_R1_peak_525	XIII	556929	557354	+	100	NA	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-666	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
SPT5_T15_R1_peak_625	XV	619063	619501	+	100	NA	promoter-TSS (YOR152C)	protein_coding-promoter-TSS (YOR152C)	-558	YOR153W	YOR153W	YOR153W			PDR5			protein_coding
SPT5_T15_R1_peak_156	IV	1506805	1507774	+	100	NA	promoter-TSS (YDR535C)	protein_coding-promoter-TSS (YDR535C)	73	YDR535C	YDR535C	YDR535C			YDR535C			protein_coding
SPT5_T15_R1_peak_161	IX	99536	99837	+	99	NA	promoter-TSS (YIL133C)	protein_coding-promoter-TSS (YIL133C)	-270	YIL133C	YIL133C	YIL133C			RPL16A			protein_coding
SPT5_T15_R1_peak_262	VII	397907	398318	+	99	NA	promoter-TSS (YGL055W)	protein_coding-promoter-TSS (YGL055W)	-494	YGL056C	YGL056C	YGL056C			SDS23			protein_coding
SPT5_T15_R1_peak_114	IV	635678	636496	+	99	NA	TTS (YDR093W)	protein_coding-TTS (YDR093W)	247	YDR094W	YDR094W	YDR094W			YDR094W			protein_coding
SPT5_T15_R1_peak_76	IV	76796	77060	+	98	NA	promoter-TSS (YDL214C)	protein_coding-promoter-TSS (YDL214C)	-383	YDL214C	YDL214C	YDL214C			PRR2			protein_coding
SPT5_T15_R1_peak_574	XIV	495057	495427	+	98	NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-241	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
SPT5_T15_R1_peak_137	IV	1161671	1162179	+	98	NA	promoter-TSS (YDR343C)	protein_coding-promoter-TSS (YDR343C)	524	YDR344C	YDR344C	YDR344C			YDR344C			protein_coding
SPT5_T15_R1_peak_146	IV	1345371	1345603	+	98	NA	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	-160	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
SPT5_T15_R1_peak_506	XIII	271704	272117	+	98	NA	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-283	YMR002W	YMR002W	YMR002W			MIX17			protein_coding
SPT5_T15_R1_peak_251	VII	149045	149391	+	98	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-254	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
SPT5_T15_R1_peak_380	X	651151	651742	+	98	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-455	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
SPT5_T15_R1_peak_44	II	477174	477464	+	97	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-352	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
SPT5_T15_R1_peak_483	XII	954356	955383	+	97	NA	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	20	YLR416C	YLR416C	YLR416C			YLR416C			protein_coding
SPT5_T15_R1_peak_322	VIII	126035	126401	+	97	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-303	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
SPT5_T15_R1_peak_410	XI	327753	328412	+	97	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-595	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
SPT5_T15_R1_peak_461	XII	658128	658443	+	97	NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-541	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
SPT5_T15_R1_peak_106	IV	538772	539607	+	96	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-614	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
SPT5_T15_R1_peak_534	XIII	759009	759302	+	95	NA	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-324	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
SPT5_T15_R1_peak_324	VIII	148814	149136	+	95	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-250	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
SPT5_T15_R1_peak_524	XIII	551346	551905	+	95	NA	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-303	YMR143W	YMR143W	YMR143W			RPS16A			protein_coding
SPT5_T15_R1_peak_52	II	605888	606171	+	95	NA	promoter-TSS (YBR190W)	protein_coding-promoter-TSS (YBR190W)	63	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
SPT5_T15_R1_peak_406	XI	260364	260938	+	95	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-481	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
SPT5_T15_R1_peak_25	II	201942	203502	+	95	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	666	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
SPT5_T15_R1_peak_198	V	225512	225724	+	94	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-271	YER037W	YER037W	YER037W			PHM8			protein_coding
SPT5_T15_R1_peak_508	XIII	287288	287779	+	94	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-546	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
SPT5_T15_R1_peak_10	I	190208	190667	+	94	NA	exon (YAR035W, exon 1 of 1)	protein_coding-exon (YAR035W, exon 1 of 1)	244	YAR035W	YAR035W	YAR035W			YAT1			protein_coding
SPT5_T15_R1_peak_342	VIII	450630	450988	+	93	NA	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	344	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
SPT5_T15_R1_peak_131	IV	1013828	1014079	+	93	NA	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-310	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
SPT5_T15_R1_peak_20	II	159777	160068	+	92	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-229	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
SPT5_T15_R1_peak_695	XVI	587228	587485	+	92	NA	exon (YPR014C, exon 1 of 1)	protein_coding-exon (YPR014C, exon 1 of 1)	162	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
SPT5_T15_R1_peak_430	XII	5621	5844	+	91	NA	promoter-TSS (YLL066W-A)	protein_coding-promoter-TSS (YLL066W-A)	127	YLL066W-B	YLL066W-B	YLL066W-B			YLL066W-B			protein_coding
SPT5_T15_R1_peak_177	IX	332711	333449	+	91	NA	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	69	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
SPT5_T15_R1_peak_546	XIII	923827	924284	+	91	NA	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-253	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
SPT5_T15_R1_peak_459	XII	645499	646061	+	91	NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	173	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
SPT5_T15_R1_peak_231	VI	90443	90905	+	91	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-312	YFL023W	YFL023W	YFL023W			BUD27			protein_coding
SPT5_T15_R1_peak_332	VIII	296735	297183	+	91	NA	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-512	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
SPT5_T15_R1_peak_147	IV	1362388	1362635	+	91	NA	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-330	YDR451C	YDR451C	YDR451C			YHP1			protein_coding
SPT5_T15_R1_peak_364	X	294432	294995	+	90	NA	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-86	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
SPT5_T15_R1_peak_95	IV	368743	369398	+	90	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-701	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
SPT5_T15_R1_peak_301	VII	884081	884352	+	90	NA	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-406	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
SPT5_T15_R1_peak_165	IX	169739	170178	+	90	NA	promoter-TSS (YIL105C)	protein_coding-promoter-TSS (YIL105C)	-317	YIL105C	YIL105C	YIL105C			SLM1			protein_coding
SPT5_T15_R1_peak_326	VIII	174752	175405	+	90	NA	promoter-TSS (YHR032W-A)	protein_coding-promoter-TSS (YHR032W-A)	-117	YHR032W-A	YHR032W-A	YHR032W-A			YHR032W-A			protein_coding
SPT5_T15_R1_peak_566	XIV	355367	355802	+	90	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-542	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
SPT5_T15_R1_peak_199	V	261367	261830	+	88	NA	promoter-TSS (YER053C-A)	protein_coding-promoter-TSS (YER053C-A)	-552	YER053C-A	YER053C-A	YER053C-A			YER053C-A			protein_coding
SPT5_T15_R1_peak_584	XIV	663543	664083	+	88	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-457	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
SPT5_T15_R1_peak_51	II	595696	595896	+	87	NA	promoter-TSS (YBR182C)	protein_coding-promoter-TSS (YBR182C)	-241	YBR182C-A	YBR182C-A	YBR182C-A			YBR182C-A			protein_coding
SPT5_T15_R1_peak_590	XV	55180	55456	+	87	NA	promoter-TSS (YOL142W)	protein_coding-promoter-TSS (YOL142W)	-214	YOL143C	YOL143C	YOL143C			RIB4			protein_coding
SPT5_T15_R1_peak_193	V	174698	175002	+	87	NA	promoter-TSS (YER011W)	protein_coding-promoter-TSS (YER011W)	-398	YER011W	YER011W	YER011W			TIR1			protein_coding
SPT5_T15_R1_peak_600	XV	216346	216639	+	87	NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-355	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
SPT5_T15_R1_peak_19	II	140407	141155	+	87	NA	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-466	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
SPT5_T15_R1_peak_601	XV	218775	218975	+	87	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-336	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
SPT5_T15_R1_peak_452	XII	522286	522537	+	87	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	-252	YLR185W	YLR185W	YLR185W			RPL37A			protein_coding
SPT5_T15_R1_peak_355	X	157409	158020	+	87	NA	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-163	YJL135W	YJL135W	YJL135W			YJL135W			protein_coding
SPT5_T15_R1_peak_184	V	53280	53754	+	87	NA	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-299	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
SPT5_T15_R1_peak_53	II	614173	614552	+	87	NA	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	-189	YBR196C-A	YBR196C-A	YBR196C-A			YBR196C-A			protein_coding
SPT5_T15_R1_peak_158	IX	68267	68596	+	86	NA	promoter-TSS (YIL148W)	protein_coding-promoter-TSS (YIL148W)	-277	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
SPT5_T15_R1_peak_381	X	662960	663630	+	86	NA	promoter-TSS (YJR127C)	protein_coding-promoter-TSS (YJR127C)	-236	YJR127C	YJR127C	YJR127C			RSF2			protein_coding
SPT5_T15_R1_peak_208	V	305948	306255	+	86	NA	promoter-TSS (YER074W)	protein_coding-promoter-TSS (YER074W)	-222	YER074W	YER074W	YER074W			RPS24A			protein_coding
SPT5_T15_R1_peak_356	X	159741	160358	+	86	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-202	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
SPT5_T15_R1_peak_552	XIV	112674	113074	+	86	NA	promoter-TSS (YNL278W)	protein_coding-promoter-TSS (YNL278W)	-397	YNL278W	YNL278W	YNL278W			CAF120			protein_coding
SPT5_T15_R1_peak_440	XII	320170	320724	+	86	NA	promoter-TSS (YLR089C)	protein_coding-promoter-TSS (YLR089C)	-254	YLR090W	YLR090W	YLR090W			XDJ1			protein_coding
SPT5_T15_R1_peak_133	IV	1055950	1056239	+	84	NA	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-457	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
SPT5_T15_R1_peak_104	IV	491159	491378	+	84	NA	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	-247	YDR025W	YDR025W	YDR025W			RPS11A			protein_coding
SPT5_T15_R1_peak_183	V	42066	42529	+	84	NA	promoter-TSS (YEL058W)	protein_coding-promoter-TSS (YEL058W)	327	YEL059C-A	YEL059C-A	YEL059C-A			SOM1			protein_coding
SPT5_T15_R1_peak_405	XI	258482	258997	+	84	NA	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	174	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
SPT5_T15_R1_peak_276	VII	591606	593246	+	84	NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	16	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
SPT5_T15_R1_peak_661	XVI	74978	75491	+	84	NA	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-468	YPL250W-A	YPL250W-A	YPL250W-A			YPL250W-A			protein_coding
SPT5_T15_R1_peak_451	XII	490642	490995	+	83	NA	TTS (YLR162W)	protein_coding-TTS (YLR162W)	412	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
SPT5_T15_R1_peak_141	IV	1233650	1233959	+	82	NA	promoter-TSS (YDR379C-A)	protein_coding-promoter-TSS (YDR379C-A)	-287	YDR379C-A	YDR379C-A	YDR379C-A			SDH6			protein_coding
SPT5_T15_R1_peak_620	XV	511297	511681	+	82	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-311	YOR098C	YOR098C	YOR098C			NUP1			protein_coding
SPT5_T15_R1_peak_79	IV	132617	133186	+	82	NA	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-536	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
SPT5_T15_R1_peak_531	XIII	675147	675380	+	82	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-497	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
SPT5_T15_R1_peak_640	XV	877836	878253	+	82	NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-359	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
SPT5_T15_R1_peak_462	XII	660065	660473	+	82	NA	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-447	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
SPT5_T15_R1_peak_383	X	705155	705609	+	82	NA	promoter-TSS (YJR148W)	protein_coding-promoter-TSS (YJR148W)	-362	YJR148W	YJR148W	YJR148W			BAT2			protein_coding
SPT5_T15_R1_peak_267	VII	472385	472938	+	81	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-194	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
SPT5_T15_R1_peak_403	XI	231167	231676	+	81	NA	promoter-TSS (YKL109W)	protein_coding-promoter-TSS (YKL109W)	-806	YKL109W	YKL109W	YKL109W			HAP4			protein_coding
SPT5_T15_R1_peak_511	XIII	347163	347963	+	80	NA	TTS (YMR038C)	protein_coding-TTS (YMR038C)	697	YMR038C	YMR038C	YMR038C			CCS1			protein_coding
SPT5_T15_R1_peak_215	V	396317	396604	+	79	NA	promoter-TSS (YER116C)	protein_coding-promoter-TSS (YER116C)	-288	YER116C	YER116C	YER116C			SLX8			protein_coding
SPT5_T15_R1_peak_89	IV	307907	308189	+	78	NA	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-259	YDL083C	YDL083C	YDL083C			RPS16B			protein_coding
SPT5_T15_R1_peak_699	XVI	653805	654072	+	78	NA	promoter-TSS (YPR042C)	protein_coding-promoter-TSS (YPR042C)	-228	YPR043W	YPR043W	YPR043W			RPL43A			protein_coding
SPT5_T15_R1_peak_471	XII	783554	784698	+	78	NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-228	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
SPT5_T15_R1_peak_214	V	354935	355281	+	78	NA	promoter-TSS (YER097W)	protein_coding-promoter-TSS (YER097W)	-32	YER097W	YER097W	YER097W			YER097W			protein_coding
SPT5_T15_R1_peak_345	VIII	540825	541040	+	77	NA	promoter-TSS (YHR214W)	protein_coding-promoter-TSS (YHR214W)	132	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
SPT5_T15_R1_peak_630	XV	683521	683889	+	77	NA	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-167	YOR186C-A	YOR186C-A	YOR186C-A			YOR186C-A			protein_coding
SPT5_T15_R1_peak_264	VII	423109	423538	+	77	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	231	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
SPT5_T15_R1_peak_34	II	370908	371755	+	77	NA	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-632	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
SPT5_T15_R1_peak_407	XI	278060	278643	+	77	NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	70	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
SPT5_T15_R1_peak_134	IV	1080494	1080797	+	77	NA	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-446	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
SPT5_T15_R1_peak_477	XII	877491	878091	+	77	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-491	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
SPT5_T15_R1_peak_358	X	195368	195707	+	77	NA	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-664	YJL116C	YJL116C	YJL116C			NCA3			protein_coding
SPT5_T15_R1_peak_167	IX	177502	177868	+	77	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-4	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
SPT5_T15_R1_peak_629	XV	682187	682401	+	77	NA	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-188	YOR185C	YOR185C	YOR185C			GSP2			protein_coding
SPT5_T15_R1_peak_224	V	544783	545438	+	77	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-501	YER177W	YER177W	YER177W			BMH1			protein_coding
SPT5_T15_R1_peak_615	XV	462410	462867	+	77	NA	TTS (YOR072W)	protein_coding-TTS (YOR072W)	847	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T15_R1_peak_145	IV	1301074	1301679	+	77	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-240	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
SPT5_T15_R1_peak_119	IV	806196	806692	+	77	NA	promoter-TSS (YDR171W)	protein_coding-promoter-TSS (YDR171W)	-177	YDR171W	YDR171W	YDR171W			HSP42			protein_coding
SPT5_T15_R1_peak_488	XII	1065153	1065430	+	77	NA	promoter-TSS (YLR462W)	protein_coding-promoter-TSS (YLR462W)	-665	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
SPT5_T15_R1_peak_217	V	423226	423432	+	77	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-623	YER131W	YER131W	YER131W			RPS26B			protein_coding
SPT5_T15_R1_peak_180	IX	386334	387037	+	77	NA	promoter-TSS (YIR018C-A)	protein_coding-promoter-TSS (YIR018C-A)	-984	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T15_R1_peak_175	IX	267954	268551	+	77	NA	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-57	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
SPT5_T15_R1_peak_435	XII	187361	187881	+	77	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-492	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
SPT5_T15_R1_peak_256	VII	206449	206711	+	77	NA	promoter-TSS (YGL158W)	protein_coding-promoter-TSS (YGL158W)	-453	YGL158W	YGL158W	YGL158W			RCK1			protein_coding
SPT5_T15_R1_peak_178	IX	382174	382667	+	76	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-208	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
SPT5_T15_R1_peak_35	II	375453	376314	+	76	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-193	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
SPT5_T15_R1_peak_40	II	419309	419955	+	76	NA	promoter-TSS (YBR085C-A)	protein_coding-promoter-TSS (YBR085C-A)	-468	YBR085C-A	YBR085C-A	YBR085C-A			YBR085C-A			protein_coding
SPT5_T15_R1_peak_417	XI	431476	431779	+	76	NA	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-279	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
SPT5_T15_R1_peak_272	VII	547316	547581	+	76	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-148	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
SPT5_T15_R1_peak_575	XIV	503117	503495	+	76	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-418	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
SPT5_T15_R1_peak_480	XII	932051	932690	+	76	NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	-15	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
SPT5_T15_R1_peak_92	IV	330580	330956	+	76	NA	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-256	YDL070W	YDL070W	YDL070W			BDF2			protein_coding
SPT5_T15_R1_peak_202	V	278996	279592	+	75	NA	TTS (YER062C)	protein_coding-TTS (YER062C)	332	YER061C	YER061C	YER061C			CEM1			protein_coding
