PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R2_peak_490	XV	117582	118148	+	90	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	-135	YOL103W-A	YOL103W-A	YOL103W-A			YOL103W-A			protein_coding
SPT5_T0_R2_peak_100	IV	550880	551376	+	90	NA	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-552	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
SPT5_T0_R2_peak_145	IX	332746	333583	+	90	NA	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	153	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
SPT5_T0_R2_peak_474	XIV	576196	576525	+	90	NA	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-310	YNL031C	YNL031C	YNL031C			HHT2			protein_coding
SPT5_T0_R2_peak_167	V	117536	118084	+	90	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	225	RPR1	RPR1	RPR1			RPR1			ncRNA
SPT5_T0_R2_peak_65	III	163459	163966	+	88	NA	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	144	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
SPT5_T0_R2_peak_240	VII	726575	726874	+	87	NA	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-245	YGR117C	YGR117C	YGR117C			YGR117C			protein_coding
SPT5_T0_R2_peak_127	IV	1468694	1469246	+	86	NA	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-430	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
SPT5_T0_R2_peak_128	IV	1489648	1490972	+	86	NA	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-286	YDR525W-A	YDR525W-A	YDR525W-A			SNA2			protein_coding
SPT5_T0_R2_peak_79	IV	215774	215972	+	86	NA	promoter-TSS (YDL137W)	protein_coding-promoter-TSS (YDL137W)	-656	YDL137W	YDL137W	YDL137W			ARF2			protein_coding
SPT5_T0_R2_peak_291	X	90264	90645	+	86	NA	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-332	YJL177W	YJL177W	YJL177W			RPL17B			protein_coding
SPT5_T0_R2_peak_155	MT	36642	36986	+	86	NA	exon (Q0105, exon 1 of 6)	protein_coding-exon (Q0105, exon 1 of 6)	274	Q0120	Q0120	Q0120			BI4			protein_coding
SPT5_T0_R2_peak_418	XIII	271585	272117	+	85	NA	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-274	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
SPT5_T0_R2_peak_234	VII	555497	555697	+	84	NA	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-215	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
SPT5_T0_R2_peak_209	VI	223846	224104	+	84	NA	promoter-TSS (YFR032C-A)	protein_coding-promoter-TSS (YFR032C-A)	-2	YFR032C-B	YFR032C-B	YFR032C-B			YFR032C-B			protein_coding
SPT5_T0_R2_peak_222	VII	371078	371466	+	84	NA	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	90	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
SPT5_T0_R2_peak_493	XV	159791	161381	+	84	NA	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	8	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
SPT5_T0_R2_peak_57	III	50373	50666	+	84	NA	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-65	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
SPT5_T0_R2_peak_206	VI	183173	184357	+	83	NA	promoter-TSS (YFR017C)	protein_coding-promoter-TSS (YFR017C)	457	YFR018C	YFR018C	YFR018C			YFR018C			protein_coding
SPT5_T0_R2_peak_154	MT	14827	15868	+	83	NA	exon (Q0050, exon 1 of 1)	protein_coding-exon (Q0050, exon 1 of 1)	1529	Q0055	Q0055	Q0055			AI2			protein_coding
SPT5_T0_R2_peak_550	XVI	431437	432215	+	81	NA	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	-69	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
SPT5_T0_R2_peak_432	XIII	510471	511097	+	81	NA	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	291	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
SPT5_T0_R2_peak_428	XIII	433772	434728	+	81	NA	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-538	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
SPT5_T0_R2_peak_132	IX	68353	68567	+	81	NA	promoter-TSS (YIL148W)	protein_coding-promoter-TSS (YIL148W)	-248	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
SPT5_T0_R2_peak_507	XV	504599	505596	+	81	NA	promoter-TSS (YOR095C)	protein_coding-promoter-TSS (YOR095C)	-697	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
SPT5_T0_R2_peak_37	II	415363	415603	+	81	NA	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-222	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
SPT5_T0_R2_peak_110	IV	930491	930896	+	81	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-336	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
SPT5_T0_R2_peak_181	V	342567	342952	+	81	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	-96	YER092W	YER092W	YER092W			IES5			protein_coding
SPT5_T0_R2_peak_514	XV	742293	742592	+	81	NA	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-468	YOR212W	YOR212W	YOR212W			STE4			protein_coding
SPT5_T0_R2_peak_523	XV	882081	882425	+	81	NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-512	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
SPT5_T0_R2_peak_343	XI	382086	382390	+	80	NA	promoter-TSS (YKL030W)	protein_coding-promoter-TSS (YKL030W)	166	YKL031W	YKL031W	YKL031W			YKL031W			protein_coding
SPT5_T0_R2_peak_459	XIV	349943	350563	+	80	NA	promoter-TSS (YNL147W)	protein_coding-promoter-TSS (YNL147W)	418	YNL148C	YNL148C	YNL148C			ALF1			protein_coding
SPT5_T0_R2_peak_16	II	45098	45659	+	79	NA	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-460	YBL093C	YBL093C	YBL093C			ROX3			protein_coding
SPT5_T0_R2_peak_526	XV	908495	909065	+	79	NA	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-563	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
SPT5_T0_R2_peak_566	XVI	856928	857146	+	78	NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	135	tA(AGC)P	tA(AGC)P	tA(AGC)P			tA(AGC)P			tRNA
SPT5_T0_R2_peak_13	II	67	353	+	78	NA	promoter-TSS (YBL113W-A)	protein_coding-promoter-TSS (YBL113W-A)	-436	YBL113W-A	YBL113W-A	YBL113W-A			YBL113W-A			protein_coding
SPT5_T0_R2_peak_173	V	222276	222522	+	78	NA	promoter-TSS (YER035W)	protein_coding-promoter-TSS (YER035W)	-240	YER035W	YER035W	YER035W			EDC2			protein_coding
SPT5_T0_R2_peak_390	XII	877505	878047	+	76	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-506	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
SPT5_T0_R2_peak_567	XVI	927795	928334	+	76	NA	TTS (YPR195C)	protein_coding-TTS (YPR195C)	230	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
SPT5_T0_R2_peak_35	II	378696	378988	+	76	NA	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-409	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
SPT5_T0_R2_peak_244	VII	774440	774691	+	76	NA	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	216	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
SPT5_T0_R2_peak_466	XIV	495055	495429	+	76	NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-241	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
SPT5_T0_R2_peak_564	XVI	828849	829432	+	75	NA	promoter-TSS (YPR148C)	protein_coding-promoter-TSS (YPR148C)	-778	YPR149W	YPR149W	YPR149W			NCE102			protein_coding
SPT5_T0_R2_peak_170	V	152732	153287	+	75	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-511	YER001W	YER001W	YER001W			MNN1			protein_coding
SPT5_T0_R2_peak_496	XV	216264	216883	+	75	NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-436	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
SPT5_T0_R2_peak_249	VII	856647	857221	+	75	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	557	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
SPT5_T0_R2_peak_433	XIII	540321	540733	+	75	NA	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-471	YMR135C	YMR135C	YMR135C			GID8			protein_coding
SPT5_T0_R2_peak_177	V	284485	285011	+	74	NA	promoter-TSS (YER064C)	protein_coding-promoter-TSS (YER064C)	-526	YER064C	YER064C	YER064C			VHR2			protein_coding
SPT5_T0_R2_peak_492	XV	158705	159390	+	73	NA	promoter-TSS (YOL086W-A)	protein_coding-promoter-TSS (YOL086W-A)	-126	YOL086W-A	YOL086W-A	YOL086W-A			MHF1			protein_coding
SPT5_T0_R2_peak_424	XIII	352930	353387	+	73	NA	promoter-TSS (YMR043W)	protein_coding-promoter-TSS (YMR043W)	555	YMR042W	YMR042W	YMR042W			ARG80			protein_coding
SPT5_T0_R2_peak_174	V	268320	269154	+	71	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-624	YER056C	YER056C	YER056C			FCY2			protein_coding
SPT5_T0_R2_peak_358	XII	187367	187688	+	70	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-398	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
SPT5_T0_R2_peak_203	VI	90398	90919	+	70	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-313	YFL024C	YFL024C	YFL024C			EPL1			protein_coding
SPT5_T0_R2_peak_111	IV	976221	976984	+	70	NA	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	627	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
SPT5_T0_R2_peak_149	IX	386299	386879	+	70	NA	promoter-TSS (YIR018C-A)	protein_coding-promoter-TSS (YIR018C-A)	-888	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T0_R2_peak_159	V	6208	6780	+	70	NA	promoter-TSS (YEL075C)	protein_coding-promoter-TSS (YEL075C)	368	YEL074W	YEL074W	YEL074W			YEL074W			protein_coding
SPT5_T0_R2_peak_238	VII	609246	610522	+	70	NA	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	300	snR48	snR48	snR48			snR48			snoRNA
SPT5_T0_R2_peak_147	IX	382162	382483	+	70	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-306	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
SPT5_T0_R2_peak_119	IV	1242244	1242940	+	70	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-561	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
SPT5_T0_R2_peak_546	XVI	281713	281950	+	70	NA	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-291	YPL143W	YPL143W	YPL143W			RPL33A			protein_coding
SPT5_T0_R2_peak_410	XIII	119195	119557	+	70	NA	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-478	YML075C	YML075C	YML075C			HMG1			protein_coding
SPT5_T0_R2_peak_285	VIII	549204	549613	+	70	NA	promoter-TSS (YHR214C-B)	protein_coding-promoter-TSS (YHR214C-B)	-62	YHR214C-B	YHR214C-B	YHR214C-B			YHR214C-B			protein_coding
SPT5_T0_R2_peak_189	V	430941	431351	+	70	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	74	snR52	snR52	snR52			snR52			snoRNA
SPT5_T0_R2_peak_184	V	386749	387084	+	70	NA	promoter-TSS (YER112W)	protein_coding-promoter-TSS (YER112W)	-316	YER112W	YER112W	YER112W			LSM4			protein_coding
SPT5_T0_R2_peak_414	XIII	169958	170206	+	69	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-320	YML052W	YML052W	YML052W			SUR7			protein_coding
SPT5_T0_R2_peak_106	IV	769198	769810	+	67	NA	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-21	YDR156W	YDR156W	YDR156W			RPA14			protein_coding
SPT5_T0_R2_peak_220	VII	277093	277431	+	66	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-355	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
SPT5_T0_R2_peak_24	II	164941	165418	+	66	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-407	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
SPT5_T0_R2_peak_426	XIII	388069	388570	+	66	NA	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-75	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
SPT5_T0_R2_peak_430	XIII	472865	473324	+	66	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	170	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
SPT5_T0_R2_peak_193	V	461928	462457	+	66	NA	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-393	YER146W	YER146W	YER146W			LSM5			protein_coding
SPT5_T0_R2_peak_463	XIV	427046	427462	+	66	NA	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-481	YNL103W	YNL103W	YNL103W			MET4			protein_coding
SPT5_T0_R2_peak_517	XV	779557	780129	+	66	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-27	YOR235W	YOR235W	YOR235W			IRC13			protein_coding
SPT5_T0_R2_peak_524	XV	901296	901631	+	66	NA	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-269	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
SPT5_T0_R2_peak_478	XIV	662022	662574	+	66	NA	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-615	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
SPT5_T0_R2_peak_486	XV	82748	83453	+	66	NA	promoter-TSS (YOL125W)	protein_coding-promoter-TSS (YOL125W)	-180	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
SPT5_T0_R2_peak_386	XII	837565	837791	+	66	NA	promoter-TSS (YLR354C)	protein_coding-promoter-TSS (YLR354C)	-321	YLR354C	YLR354C	YLR354C			TAL1			protein_coding
SPT5_T0_R2_peak_382	XII	809017	809462	+	65	NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-758	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
SPT5_T0_R2_peak_48	II	614241	615289	+	64	NA	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	-135	YBR196C-B	YBR196C-B	YBR196C-B			YBR196C-B			protein_coding
SPT5_T0_R2_peak_88	IV	357151	357790	+	64	NA	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-711	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
SPT5_T0_R2_peak_360	XII	233443	234896	+	63	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-88	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
SPT5_T0_R2_peak_336	XI	260453	260822	+	63	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-495	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
SPT5_T0_R2_peak_532	XV	989205	989622	+	63	NA	promoter-TSS (YOR348C)	protein_coding-promoter-TSS (YOR348C)	-376	YOR349W	YOR349W	YOR349W			CIN1			protein_coding
SPT5_T0_R2_peak_388	XII	839304	839851	+	63	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-324	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
SPT5_T0_R2_peak_498	XV	253711	254079	+	63	NA	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-318	YOL040C	YOL040C	YOL040C			RPS15			protein_coding
SPT5_T0_R2_peak_137	IX	177585	177852	+	63	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-37	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
SPT5_T0_R2_peak_144	IX	316321	316574	+	62	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-321	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
SPT5_T0_R2_peak_306	X	391539	392159	+	62	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	400	YJL027C	YJL027C	YJL027C			YJL027C			protein_coding
SPT5_T0_R2_peak_40	II	477174	477602	+	59	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-283	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
SPT5_T0_R2_peak_49	II	624846	625658	+	59	NA	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-520	YBR202W	YBR202W	YBR202W			MCM7			protein_coding
SPT5_T0_R2_peak_90	IV	368593	369227	+	59	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-699	YDL048C	YDL048C	YDL048C			STP4			protein_coding
SPT5_T0_R2_peak_479	XIV	663659	664369	+	59	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-256	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
SPT5_T0_R2_peak_243	VII	766217	766449	+	59	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	607	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
SPT5_T0_R2_peak_445	XIII	880511	880987	+	59	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-410	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
SPT5_T0_R2_peak_488	XV	94444	94759	+	59	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-199	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
SPT5_T0_R2_peak_481	XIV	708004	708420	+	59	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	-311	YNR047W	YNR047W	YNR047W			FPK1			protein_coding
SPT5_T0_R2_peak_468	XIV	502814	503491	+	59	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-572	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
SPT5_T0_R2_peak_455	XIV	198151	198901	+	59	NA	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-583	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
SPT5_T0_R2_peak_525	XV	903794	904417	+	58	NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-353	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
SPT5_T0_R2_peak_95	IV	465112	465483	+	58	NA	promoter-TSS (YDR010C)	protein_coding-promoter-TSS (YDR010C)	86	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
SPT5_T0_R2_peak_381	XII	796446	797185	+	58	NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	263	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
SPT5_T0_R2_peak_171	V	192019	192250	+	58	NA	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	-346	YER017C	YER017C	YER017C			AFG3			protein_coding
SPT5_T0_R2_peak_315	X	646678	647289	+	58	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-143	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
SPT5_T0_R2_peak_554	XVI	641228	641914	+	58	NA	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-637	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
SPT5_T0_R2_peak_408	XIII	69845	70352	+	58	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	-10	YML101C	YML101C	YML101C			CUE4			protein_coding
SPT5_T0_R2_peak_458	XIV	330953	331248	+	57	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-222	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
SPT5_T0_R2_peak_536	XVI	22131	22716	+	57	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-515	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
SPT5_T0_R2_peak_561	XVI	794576	794848	+	57	NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-214	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
SPT5_T0_R2_peak_215	VII	115533	115823	+	57	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	190	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
SPT5_T0_R2_peak_255	VII	959121	959586	+	57	NA	promoter-TSS (YGR234W)	protein_coding-promoter-TSS (YGR234W)	-551	YGR234W	YGR234W	YGR234W			YHB1			protein_coding
SPT5_T0_R2_peak_68	III	178210	179362	+	57	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	12	snR189	snR189	snR189			snR189			snoRNA
SPT5_T0_R2_peak_473	XIV	569561	570019	+	57	NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-99	YNL035C	YNL035C	YNL035C			YNL035C			protein_coding
SPT5_T0_R2_peak_133	IX	99645	99861	+	57	NA	promoter-TSS (YIL133C)	protein_coding-promoter-TSS (YIL133C)	-337	YIL133C	YIL133C	YIL133C			RPL16A			protein_coding
SPT5_T0_R2_peak_338	XI	308759	309034	+	57	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-310	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
SPT5_T0_R2_peak_553	XVI	586071	586515	+	57	NA	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-708	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
SPT5_T0_R2_peak_270	VIII	98327	98956	+	57	NA	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	154	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
SPT5_T0_R2_peak_506	XV	494495	494861	+	56	NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-449	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
SPT5_T0_R2_peak_296	X	157352	158021	+	56	NA	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-191	YJL135W	YJL135W	YJL135W			YJL135W			protein_coding
SPT5_T0_R2_peak_77	IV	130264	130803	+	56	NA	promoter-TSS (YDL184C)	protein_coding-promoter-TSS (YDL184C)	-49	YDL184C	YDL184C	YDL184C			RPL41A			protein_coding
SPT5_T0_R2_peak_9	I	165809	166473	+	56	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	-126	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
SPT5_T0_R2_peak_129	IV	1493218	1494179	+	56	NA	promoter-TSS (YDR528W)	protein_coding-promoter-TSS (YDR528W)	-672	snR84	snR84	snR84			snR84			snoRNA
SPT5_T0_R2_peak_126	IV	1429197	1429464	+	56	NA	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-350	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
SPT5_T0_R2_peak_124	IV	1359592	1359809	+	56	NA	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-223	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
SPT5_T0_R2_peak_277	VIII	292821	293925	+	56	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	430	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
SPT5_T0_R2_peak_116	IV	1080436	1080792	+	56	NA	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-415	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
SPT5_T0_R2_peak_280	VIII	382846	383177	+	56	NA	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-260	YHR141C	YHR141C	YHR141C			RPL42B			protein_coding
SPT5_T0_R2_peak_176	V	280947	281425	+	56	NA	promoter-TSS (YER062C)	protein_coding-promoter-TSS (YER062C)	-504	YER062C	YER062C	YER062C			GPP2			protein_coding
SPT5_T0_R2_peak_304	X	360739	360970	+	56	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-395	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
SPT5_T0_R2_peak_397	XII	950087	950988	+	56	NA	promoter-TSS (YLR412C-A)	protein_coding-promoter-TSS (YLR412C-A)	-64	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
SPT5_T0_R2_peak_340	XI	326490	328378	+	56	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	53	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
SPT5_T0_R2_peak_26	II	202011	203359	+	56	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	629	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
SPT5_T0_R2_peak_556	XVI	678480	679294	+	56	NA	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-64	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
SPT5_T0_R2_peak_341	XI	339003	339629	+	55	NA	promoter-TSS (YKL053W)	protein_coding-promoter-TSS (YKL053W)	126	YKL053C-A	YKL053C-A	YKL053C-A			MDM35			protein_coding
SPT5_T0_R2_peak_476	XIV	631337	632325	+	55	NA	promoter-TSS (YNR001C)	protein_coding-promoter-TSS (YNR001C)	86	tP(AGG)N	tP(AGG)N	tP(AGG)N			SUF10			tRNA
SPT5_T0_R2_peak_150	IX	388412	389245	+	55	NA	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-3127	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T0_R2_peak_53	II	680449	681135	+	55	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	430	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
