PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R1_peak_299	VII	205321	205683	+	100	NA	promoter-TSS (tL(CAA)G1)	tRNA-promoter-TSS (tL(CAA)G1)	-19	tL(CAA)G1	tL(CAA)G1	tL(CAA)G1			tL(CAA)G1			tRNA
SPT5_T0_R1_peak_276	VI	95283	95960	+	100	NA	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-345	YFL021W	YFL021W	YFL021W			GAT1			protein_coding
SPT5_T0_R1_peak_483	XI	589653	590144	+	100	NA	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-497	YKR080W	YKR080W	YKR080W			MTD1			protein_coding
SPT5_T0_R1_peak_371	VIII	122110	122699	+	100	NA	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	361	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
SPT5_T0_R1_peak_555	XIII	69824	70357	+	99	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	-2	YML101C	YML101C	YML101C			CUE4			protein_coding
SPT5_T0_R1_peak_748	XVI	431788	432271	+	99	NA	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	134	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
SPT5_T0_R1_peak_124	IV	591545	592302	+	99	NA	promoter-TSS (YDR072C)	protein_coding-promoter-TSS (YDR072C)	-516	YDR073W	YDR073W	YDR073W			SNF11			protein_coding
SPT5_T0_R1_peak_279	VI	106255	106746	+	99	NA	promoter-TSS (YFL014W)	protein_coding-promoter-TSS (YFL014W)	85	YFL015W-A	YFL015W-A	YFL015W-A			YFL015W-A			protein_coding
SPT5_T0_R1_peak_725	XVI	74939	75468	+	98	NA	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-484	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
SPT5_T0_R1_peak_651	XIV	783512	783942	+	98	NA	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-186	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
SPT5_T0_R1_peak_616	XIV	198051	198868	+	98	NA	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-516	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
SPT5_T0_R1_peak_545	XII	931996	932690	+	98	NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	12	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
SPT5_T0_R1_peak_107	IV	368778	369478	+	96	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-643	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
SPT5_T0_R1_peak_691	XV	619089	619556	+	96	NA	promoter-TSS (YOR153W)	protein_coding-promoter-TSS (YOR153W)	-518	YOR153W	YOR153W	YOR153W			PDR5			protein_coding
SPT5_T0_R1_peak_595	XIII	773981	774568	+	96	NA	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-478	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
SPT5_T0_R1_peak_347	VII	905014	905817	+	96	NA	promoter-TSS (YGR202C)	protein_coding-promoter-TSS (YGR202C)	178	YGR203W	YGR203W	YGR203W			YCH1			protein_coding
SPT5_T0_R1_peak_711	XV	911882	912266	+	96	NA	promoter-TSS (YOR319W)	protein_coding-promoter-TSS (YOR319W)	362	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
SPT5_T0_R1_peak_210	IX	439119	439858	+	95	NA	Intergenic	Intergenic	-1309	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
SPT5_T0_R1_peak_122	IV	550773	551424	+	94	NA	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-522	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
SPT5_T0_R1_peak_647	XIV	663458	664091	+	94	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-496	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
SPT5_T0_R1_peak_264	V	490973	491346	+	94	NA	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-328	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
SPT5_T0_R1_peak_49	II	408514	408878	+	94	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-473	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
SPT5_T0_R1_peak_290	VII	67317	67483	+	93	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-198	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
SPT5_T0_R1_peak_232	V	191948	192306	+	93	NA	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	-339	YER017C	YER017C	YER017C			AFG3			protein_coding
SPT5_T0_R1_peak_257	V	435460	436023	+	92	NA	promoter-TSS (tK(CUU)E2)	tRNA-promoter-TSS (tK(CUU)E2)	83	tK(CUU)E2	tK(CUU)E2	tK(CUU)E2			tK(CUU)E2			tRNA
SPT5_T0_R1_peak_619	XIV	281627	282049	+	92	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-557	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
SPT5_T0_R1_peak_543	XII	921525	922588	+	92	NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-7	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
SPT5_T0_R1_peak_26	II	140497	141186	+	92	NA	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-406	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
SPT5_T0_R1_peak_737	XVI	280097	280384	+	92	NA	promoter-TSS (YPL144W)	protein_coding-promoter-TSS (YPL144W)	-240	YPL144W	YPL144W	YPL144W			POC4			protein_coding
SPT5_T0_R1_peak_466	XI	355227	356052	+	92	NA	promoter-TSS (YKL044W)	protein_coding-promoter-TSS (YKL044W)	-683	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
SPT5_T0_R1_peak_530	XII	796420	797337	+	92	NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	200	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
SPT5_T0_R1_peak_167	IV	1429075	1429453	+	92	NA	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-284	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
SPT5_T0_R1_peak_184	IX	138257	139542	+	92	NA	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-853	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
SPT5_T0_R1_peak_266	V	545105	545568	+	92	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-275	YER177W	YER177W	YER177W			BMH1			protein_coding
SPT5_T0_R1_peak_448	XI	93510	93899	+	92	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-406	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
SPT5_T0_R1_peak_522	XII	723144	723746	+	92	NA	promoter-TSS (YLR297W)	protein_coding-promoter-TSS (YLR297W)	467	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
SPT5_T0_R1_peak_104	IV	321562	322101	+	92	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-279	YDL076C	YDL076C	YDL076C			RXT3			protein_coding
SPT5_T0_R1_peak_194	IX	257207	257764	+	92	NA	promoter-TSS (YIL052C)	protein_coding-promoter-TSS (YIL052C)	-422	YIL052C	YIL052C	YIL052C			RPL34B			protein_coding
SPT5_T0_R1_peak_535	XII	828101	828678	+	91	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-341	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
SPT5_T0_R1_peak_223	V	53272	53944	+	90	NA	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-390	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
SPT5_T0_R1_peak_594	XIII	758916	759406	+	90	NA	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-330	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
SPT5_T0_R1_peak_623	XIV	331026	331241	+	89	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-189	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
SPT5_T0_R1_peak_381	VIII	296876	297121	+	89	NA	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-551	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
SPT5_T0_R1_peak_88	III	178375	179347	+	89	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-63	snR189	snR189	snR189			snR189			snoRNA
SPT5_T0_R1_peak_541	XII	875165	875502	+	89	NA	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	-43	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
SPT5_T0_R1_peak_432	X	639103	639662	+	89	NA	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-407	YJR113C	YJR113C	YJR113C			RSM7			protein_coding
SPT5_T0_R1_peak_94	IV	103	812	+	89	NA	Intergenic	Intergenic	-1345	YDL248W	YDL248W	YDL248W			COS7			protein_coding
SPT5_T0_R1_peak_87	III	168201	168440	+	89	NA	promoter-TSS (YCR027C)	protein_coding-promoter-TSS (YCR027C)	52	tQ(UUG)C	tQ(UUG)C	tQ(UUG)C			tQ(UUG)C			tRNA
SPT5_T0_R1_peak_20	II	36133	36625	+	85	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	-19	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
SPT5_T0_R1_peak_75	III	408	995	+	85	NA	promoter-TSS (YCL076W)	protein_coding-promoter-TSS (YCL076W)	-691	YCL076W	YCL076W	YCL076W			YCL076W			protein_coding
SPT5_T0_R1_peak_344	VII	856465	857957	+	84	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	280	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
SPT5_T0_R1_peak_684	XV	494185	494696	+	84	NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-687	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
SPT5_T0_R1_peak_429	X	623135	623514	+	84	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-257	YJR105W	YJR105W	YJR105W			ADO1			protein_coding
SPT5_T0_R1_peak_342	VII	809718	810103	+	84	NA	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	-317	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
SPT5_T0_R1_peak_154	IV	1242257	1242937	+	84	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-566	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
SPT5_T0_R1_peak_277	VI	101168	101506	+	84	NA	promoter-TSS (YFL019C)	protein_coding-promoter-TSS (YFL019C)	-39	tP(UGG)F	tP(UGG)F	tP(UGG)F			SUF9			tRNA
SPT5_T0_R1_peak_719	XV	1043227	1043585	+	84	NA	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	215	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
SPT5_T0_R1_peak_388	VIII	450555	451087	+	84	NA	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	332	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
SPT5_T0_R1_peak_355	VII	1000042	1000721	+	84	NA	promoter-TSS (YGR254W)	protein_coding-promoter-TSS (YGR254W)	-546	YGR254W	YGR254W	YGR254W			ENO1			protein_coding
SPT5_T0_R1_peak_129	IV	811762	812024	+	83	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-217	YDR174W	YDR174W	YDR174W			HMO1			protein_coding
SPT5_T0_R1_peak_461	XI	308788	309044	+	82	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-290	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
SPT5_T0_R1_peak_563	XIII	169958	170253	+	82	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-297	YML052W	YML052W	YML052W			SUR7			protein_coding
SPT5_T0_R1_peak_17	I	229508	230104	+	82	NA	TTS (YAR073W)	protein_coding-TTS (YAR073W)	962	YAR075W	YAR075W	YAR075W			YAR075W			protein_coding
SPT5_T0_R1_peak_590	XIII	661822	662264	+	82	NA	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-601	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
SPT5_T0_R1_peak_471	XI	385157	385854	+	81	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-253	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
SPT5_T0_R1_peak_111	IV	410311	411572	+	80	NA	promoter-TSS (YDL022C-A)	protein_coding-promoter-TSS (YDL022C-A)	562	tA(AGC)D	tA(AGC)D	tA(AGC)D			tA(AGC)D			tRNA
SPT5_T0_R1_peak_699	XV	779515	780187	+	80	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-19	YOR235W	YOR235W	YOR235W			IRC13			protein_coding
SPT5_T0_R1_peak_191	IX	232531	232895	+	80	NA	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-300	YIL068W-A	YIL068W-A	YIL068W-A			YIL068W-A			protein_coding
SPT5_T0_R1_peak_54	II	466063	466568	+	80	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-545	YBR112C	YBR112C	YBR112C			CYC8			protein_coding
SPT5_T0_R1_peak_350	VII	919949	920415	+	80	NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-393	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
SPT5_T0_R1_peak_518	XII	645368	646206	+	80	NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	166	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
SPT5_T0_R1_peak_314	VII	422971	423712	+	80	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	249	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
SPT5_T0_R1_peak_775	XVI	860468	860745	+	80	NA	promoter-TSS (YPR159C-A)	protein_coding-promoter-TSS (YPR159C-A)	-191	YPR159C-A	YPR159C-A	YPR159C-A			YPR159C-A			protein_coding
SPT5_T0_R1_peak_356	VII	1026732	1027200	+	80	NA	promoter-TSS (YGR268C)	protein_coding-promoter-TSS (YGR268C)	-313	YGR268C	YGR268C	YGR268C			HUA1			protein_coding
SPT5_T0_R1_peak_763	XVI	700075	700308	+	80	NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-403	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
SPT5_T0_R1_peak_228	V	123107	123553	+	80	NA	promoter-TSS (YEL017C-A)	protein_coding-promoter-TSS (YEL017C-A)	-327	YEL017W	YEL017W	YEL017W			GTT3			protein_coding
SPT5_T0_R1_peak_510	XII	522304	522526	+	80	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	-248	YLR185W	YLR185W	YLR185W			RPL37A			protein_coding
SPT5_T0_R1_peak_435	X	651355	651744	+	80	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-352	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
SPT5_T0_R1_peak_254	V	423256	423444	+	80	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-602	YER131W	YER131W	YER131W			RPS26B			protein_coding
SPT5_T0_R1_peak_41	II	341573	341983	+	80	NA	Intergenic	Intergenic	-1027	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
SPT5_T0_R1_peak_258	V	438725	439474	+	80	NA	promoter-TSS (YER135C)	protein_coding-promoter-TSS (YER135C)	399	tV(AAC)E1	tV(AAC)E1	tV(AAC)E1			tV(AAC)E1			tRNA
SPT5_T0_R1_peak_349	VII	914891	915158	+	80	NA	promoter-TSS (YGR210C)	protein_coding-promoter-TSS (YGR210C)	-217	YGR211W	YGR211W	YGR211W			ZPR1			protein_coding
SPT5_T0_R1_peak_686	XV	511364	511777	+	80	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-255	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
SPT5_T0_R1_peak_103	IV	307907	308518	+	79	NA	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-212	YDL082W	YDL082W	YDL082W			RPL13A			protein_coding
SPT5_T0_R1_peak_498	XII	253025	253704	+	79	NA	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-284	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
SPT5_T0_R1_peak_523	XII	728249	728631	+	79	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-437	YLR299C-A	YLR299C-A	YLR299C-A			YLR299C-A			protein_coding
SPT5_T0_R1_peak_240	V	268415	268769	+	79	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-479	YER056C	YER056C	YER056C			FCY2			protein_coding
SPT5_T0_R1_peak_628	XIV	374765	375126	+	79	NA	promoter-TSS (YNL132W)	protein_coding-promoter-TSS (YNL132W)	76	tF(GAA)N	tF(GAA)N	tF(GAA)N			tF(GAA)N			tRNA
SPT5_T0_R1_peak_68	II	680104	680272	+	78	NA	promoter-TSS (YBR229C)	protein_coding-promoter-TSS (YBR229C)	-138	YBR230C	YBR230C	YBR230C			OM14			protein_coding
SPT5_T0_R1_peak_660	XV	83136	83685	+	78	NA	promoter-TSS (YOL125W)	protein_coding-promoter-TSS (YOL125W)	-424	YOL125W	YOL125W	YOL125W			TRM13			protein_coding
SPT5_T0_R1_peak_134	IV	930524	930898	+	78	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-354	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
SPT5_T0_R1_peak_289	VII	23132	23738	+	77	NA	promoter-TSS (YGL253W)	protein_coding-promoter-TSS (YGL253W)	-500	YGL253W	YGL253W	YGL253W			HXK2			protein_coding
SPT5_T0_R1_peak_236	V	225388	225685	+	77	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-337	YER036C	YER036C	YER036C			ARB1			protein_coding
SPT5_T0_R1_peak_462	XI	322009	322949	+	76	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-749	YKL062W	YKL062W	YKL062W			MSN4			protein_coding
SPT5_T0_R1_peak_444	XI	67840	68848	+	76	NA	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-878	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
SPT5_T0_R1_peak_646	XIV	661993	662559	+	75	NA	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-637	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
SPT5_T0_R1_peak_5	I	34295	34814	+	75	NA	promoter-TSS (YAL060W)	protein_coding-promoter-TSS (YAL060W)	-601	YAL060W	YAL060W	YAL060W			BDH1			protein_coding
SPT5_T0_R1_peak_368	VIII	98327	98800	+	75	NA	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	232	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
SPT5_T0_R1_peak_592	XIII	675015	675435	+	75	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-459	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
SPT5_T0_R1_peak_481	XI	581060	581368	+	75	NA	promoter-TSS (YKR075C)	protein_coding-promoter-TSS (YKR075C)	-464	YKR075C	YKR075C	YKR075C			YKR075C			protein_coding
SPT5_T0_R1_peak_38	II	255835	256251	+	74	NA	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-288	YBR010W	YBR010W	YBR010W			HHT1			protein_coding
SPT5_T0_R1_peak_692	XV	638772	639254	+	74	NA	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	254	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
SPT5_T0_R1_peak_315	VII	433267	433543	+	74	NA	promoter-TSS (YGL035C)	protein_coding-promoter-TSS (YGL035C)	174	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
SPT5_T0_R1_peak_319	VII	483050	484162	+	73	NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	346	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
SPT5_T0_R1_peak_280	VI	183053	183322	+	73	NA	promoter-TSS (YFR017C)	protein_coding-promoter-TSS (YFR017C)	-326	YFR017C	YFR017C	YFR017C			IGD1			protein_coding
SPT5_T0_R1_peak_23	II	89291	89790	+	73	NA	promoter-TSS (YBL071C-B)	protein_coding-promoter-TSS (YBL071C-B)	16	YBL071C-B	YBL071C-B	YBL071C-B			YBL071C-B			protein_coding
SPT5_T0_R1_peak_181	IX	99596	99842	+	72	NA	promoter-TSS (YIL133C)	protein_coding-promoter-TSS (YIL133C)	-303	YIL133C	YIL133C	YIL133C			RPL16A			protein_coding
SPT5_T0_R1_peak_420	X	391690	392149	+	72	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	330	YJL027C	YJL027C	YJL027C			YJL027C			protein_coding
SPT5_T0_R1_peak_341	VII	788315	788528	+	71	NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-610	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
SPT5_T0_R1_peak_455	XI	216836	217068	+	70	NA	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-392	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
SPT5_T0_R1_peak_680	XV	443823	444494	+	70	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-528	YOR063W	YOR063W	YOR063W			RPL3			protein_coding
SPT5_T0_R1_peak_73	II	761001	761196	+	70	NA	promoter-TSS (YBR277C)	protein_coding-promoter-TSS (YBR277C)	-159	YBR279W	YBR279W	YBR279W			PAF1			protein_coding
SPT5_T0_R1_peak_334	VII	700605	700972	+	70	NA	TTS (tK(UUU)G2)	tRNA-TTS (tK(UUU)G2)	113	tL(GAG)G	tL(GAG)G	tL(GAG)G			tL(GAG)G			tRNA
SPT5_T0_R1_peak_292	VII	110561	110973	+	70	NA	promoter-TSS (tH(GUG)G1)	tRNA-promoter-TSS (tH(GUG)G1)	-71	tH(GUG)G1	tH(GUG)G1	tH(GUG)G1			tH(GUG)G1			tRNA
SPT5_T0_R1_peak_113	IV	465080	465487	+	70	NA	promoter-TSS (YDR010C)	protein_coding-promoter-TSS (YDR010C)	100	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
SPT5_T0_R1_peak_80	III	68543	68766	+	70	NA	promoter-TSS (YCL030C)	protein_coding-promoter-TSS (YCL030C)	-321	YCL030C	YCL030C	YCL030C			HIS4			protein_coding
SPT5_T0_R1_peak_175	IV	1496694	1496952	+	70	NA	promoter-TSS (YDR529C)	protein_coding-promoter-TSS (YDR529C)	-275	YDR529C	YDR529C	YDR529C			QCR7			protein_coding
SPT5_T0_R1_peak_667	XV	216345	216864	+	70	NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-467	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
SPT5_T0_R1_peak_570	XIII	271493	272095	+	70	NA	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-217	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
SPT5_T0_R1_peak_421	X	424226	424616	+	70	NA	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	94	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
SPT5_T0_R1_peak_593	XIII	754267	754579	+	70	NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	126	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
SPT5_T0_R1_peak_231	V	174712	175002	+	70	NA	promoter-TSS (YER011W)	protein_coding-promoter-TSS (YER011W)	-391	YER011W	YER011W	YER011W			TIR1			protein_coding
SPT5_T0_R1_peak_721	XVI	6542	6913	+	70	NA	promoter-TSS (YPL283C)	protein_coding-promoter-TSS (YPL283C)	-720	YPL283C	YPL283C	YPL283C			YRF1-7			protein_coding
SPT5_T0_R1_peak_670	XV	253713	254120	+	70	NA	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-339	YOL040C	YOL040C	YOL040C			RPS15			protein_coding
SPT5_T0_R1_peak_234	V	221570	221756	+	69	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	-183	YER034W	YER034W	YER034W			YER034W			protein_coding
SPT5_T0_R1_peak_526	XII	783607	784620	+	69	NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-241	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
SPT5_T0_R1_peak_182	IX	102353	102585	+	69	NA	promoter-TSS (YIL130W)	protein_coding-promoter-TSS (YIL130W)	-234	YIL131C	YIL131C	YIL131C			FKH1			protein_coding
SPT5_T0_R1_peak_697	XV	769947	770493	+	69	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-580	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
SPT5_T0_R1_peak_638	XIV	503213	503534	+	69	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-351	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
SPT5_T0_R1_peak_768	XVI	775513	776076	+	69	NA	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	42	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
SPT5_T0_R1_peak_382	VIII	375115	375495	+	69	NA	promoter-TSS (YHR135C)	protein_coding-promoter-TSS (YHR135C)	-205	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
SPT5_T0_R1_peak_472	XI	428833	429224	+	69	NA	promoter-TSS (YKL007W)	protein_coding-promoter-TSS (YKL007W)	-274	YKL007W	YKL007W	YKL007W			CAP1			protein_coding
SPT5_T0_R1_peak_696	XV	762175	762393	+	69	NA	promoter-TSS (YOR226C)	protein_coding-promoter-TSS (YOR226C)	-200	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
SPT5_T0_R1_peak_497	XII	241858	242078	+	69	NA	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-264	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
SPT5_T0_R1_peak_641	XIV	569466	570021	+	69	NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-52	YNL035C	YNL035C	YNL035C			YNL035C			protein_coding
