# HOMER Peaks
# Peak finding parameters:
# tag directory = SPT5_T0_R2_Tagdir
#
# total peaks = 422
# peak size = 79
# peaks found using tags on both strands
# minimum distance between peaks = 158
# fragment length = 78
# genome size = 12131786
# Total tags = 42414.5
# Total tags in peaks = 4384.5
# Approximate IP efficiency = 10.34%
# tags per bp = 0.003419
# expected tags per peak = 0.270
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 4.281945e-07
# FDR tag threshold = 6.0
# number of putative peaks = 501
#
# input tag directory = SPT5_T0_R2_controlTagdir
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 47
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 32
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks SPT5_T0_R2_Tagdir -style factor -i SPT5_T0_R2_controlTagdir -o SPT5_T0_R2_homer_narrowPeak.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
IX-13	IX	138644	138722	+	1768.3	0.556	7.500000	7.5	0.2	30.28	8.85e-09	11.63	4.83e-06	0.90
IX-10	IX	166031	166109	+	1768.3	0.840	8.000000	7.5	0.2	30.28	8.85e-09	36.23	2.63e-09	0.90
MT-14	MT	36838	36916	+	1768.3	0.618	8.000000	7.5	0.5	15.14	8.84e-07	11.15	6.32e-06	0.90
MT-17	MT	53680	53758	+	1768.3	0.882	7.500000	7.5	0.2	30.28	8.85e-09	20.21	8.40e-08	0.96
V-22	V	6222	6300	+	1768.3	0.633	7.500000	7.5	0.2	30.28	8.85e-09	33.05	4.90e-09	0.90
V-23	V	68919	68997	+	1768.3	0.731	7.500000	7.5	0.2	30.28	8.85e-09	8.41	3.65e-05	0.90
V-24	V	117892	117970	+	1768.3	0.621	7.500000	7.5	0.5	15.14	8.84e-07	27.30	1.78e-08	0.90
V-19	V	141370	141448	+	1768.3	0.667	8.000000	7.5	0.5	15.14	8.84e-07	9.19	2.12e-05	0.90
V-20	V	192114	192192	+	1768.3	0.633	8.000000	7.5	0.2	30.28	8.85e-09	21.90	7.77e-08	0.90
VII-27	VII	149079	149157	+	1768.3	0.696	7.500000	7.5	0.2	30.28	8.85e-09	17.01	2.95e-06	0.89
VII-21	VII	371286	371364	+	1768.3	0.618	8.000000	8.0	0.5	16.15	5.48e-08	19.62	1.61e-07	0.90
VIII-13	VIII	382878	382956	+	1768.3	0.700	8.000000	7.5	0.5	15.14	8.84e-07	15.70	6.99e-07	0.90
VIII-10	VIII	556351	556429	+	1768.3	0.714	8.500000	7.5	1.0	7.57	6.90e-05	13.55	1.81e-06	0.90
X-4	X	75486	75564	+	1768.3	0.714	10.000000	7.5	0.2	30.28	8.85e-09	14.38	1.24e-06	0.90
X-7	X	294535	294613	+	1768.3	0.710	9.000000	7.5	0.5	15.14	8.84e-07	14.83	1.01e-06	0.90
XI-11	XI	164735	164813	+	1768.3	0.652	7.500000	7.5	0.2	30.28	8.85e-09	15.07	9.12e-07	0.90
XII-25	XII	704595	704673	+	1768.3	0.630	7.500000	7.5	0.2	30.28	8.85e-09	24.01	4.17e-07	0.89
XII-26	XII	728372	728450	+	1768.3	0.500	7.500000	7.5	0.5	15.14	8.84e-07	14.27	1.30e-06	0.90
XII-28	XII	839619	839697	+	1768.3	0.714	7.500000	7.5	0.2	30.28	8.85e-09	13.55	1.81e-06	0.90
XII-22	XII	932304	932382	+	1768.3	0.680	8.000000	7.5	0.2	30.28	8.85e-09	17.28	3.73e-07	0.90
XIII-12	XIII	29940	30018	+	1768.3	0.850	8.500000	8.5	0.2	34.32	2.74e-10	14.49	1.18e-06	0.90
XIII-19	XIII	124303	124381	+	1768.3	0.704	7.500000	7.5	0.2	30.28	8.85e-09	29.43	1.07e-08	0.90
XIII-21	XIII	915265	915343	+	1768.3	0.645	7.500000	7.5	0.2	30.28	8.85e-09	17.60	3.30e-07	0.90
XIV-11	XIV	495160	495238	+	1768.3	0.655	7.500000	7.5	0.5	15.14	8.84e-07	20.93	1.05e-07	0.90
XIV-7	XIV	559402	559480	+	1768.3	0.564	8.000000	7.5	0.5	15.14	8.84e-07	19.83	1.51e-07	0.90
XV-21	XV	110028	110106	+	1768.3	0.731	7.500000	7.5	0.7	10.09	1.18e-05	10.10	7.60e-06	0.96
XV-23	XV	901370	901448	+	1768.3	0.567	7.500000	7.5	0.2	30.28	8.85e-09	15.83	6.62e-07	0.90
XV-19	XV	912008	912086	+	1768.3	0.655	8.000000	7.5	0.7	10.09	1.18e-05	16.10	5.93e-07	0.90
XV-26	XV	1084242	1084320	+	1768.3	0.882	7.500000	7.5	0.2	30.28	8.85e-09	144.90	1.87e-13	0.90
XV-27	XV	1091211	1091287	+	1768.3	0.737	7.500000	8.0	0.2	32.30	2.74e-10	2009.32	1.56e-24	1.02
XVI-11	XVI	281790	281868	+	1768.3	0.484	7.500000	7.5	0.2	30.28	8.85e-09	28.54	1.32e-08	0.90
XVI-6	XVI	339494	339572	+	1768.3	0.655	8.500000	7.5	0.7	10.09	1.18e-05	23.26	5.21e-08	0.90
XVI-5	XVI	425553	425631	+	1768.3	0.667	9.000000	7.5	0.5	15.14	8.84e-07	24.79	3.41e-08	0.90
XVI-14	XVI	678994	679072	+	1768.3	0.500	7.500000	7.5	0.2	30.28	8.85e-09	20.70	1.13e-07	0.90
XVI-8	XVI	700193	700271	+	1768.3	0.656	8.500000	7.5	0.2	30.28	8.85e-09	15.70	6.99e-07	0.96
I-10	I	68458	68536	+	1650.4	0.667	8.000000	7.0	0.7	9.42	1.18e-05	7.18	6.29e-05	0.96
I-12	I	166320	166398	+	1650.4	0.615	7.500000	7.0	0.5	14.13	8.84e-07	35.16	2.01e-09	0.96
II-9	II	61051	61129	+	1650.4	0.750	7.500000	7.0	0.2	28.26	8.85e-09	31.40	8.89e-08	0.89
II-11	II	203217	203295	+	1650.4	0.654	7.500000	7.0	1.0	7.07	6.90e-05	21.98	4.80e-08	0.96
III-9	III	50589	50667	+	1650.4	0.652	7.500000	7.0	0.2	28.26	8.85e-09	17.94	1.85e-07	0.96
IV-18	IV	221976	222054	+	1650.4	0.652	7.500000	7.0	0.5	14.13	8.84e-07	19.83	7.88e-07	0.97
IV-12	IV	321779	321857	+	1650.4	0.667	8.000000	7.0	0.5	14.13	8.84e-07	21.98	4.80e-08	0.96
IV-21	IV	769338	769416	+	1650.4	0.500	7.500000	7.0	0.5	14.13	8.84e-07	27.47	1.07e-08	0.96
IV-15	IV	1359701	1359779	+	1650.4	0.607	8.000000	7.0	0.5	14.13	8.84e-07	16.01	4.15e-06	0.89
IV-22	IV	1454750	1454828	+	1650.4	0.833	7.000000	7.0	1.0	7.07	6.90e-05	33.17	2.99e-09	0.96
IV-23	IV	1489661	1489739	+	1650.4	0.636	7.000000	7.0	0.5	14.13	8.84e-07	7.27	5.84e-05	0.96
IV-17	IV	1493239	1493317	+	1650.4	0.571	8.000000	7.0	0.5	14.13	8.84e-07	6.98	8.50e-05	0.96
IX-16	IX	384310	384388	+	1650.4	0.568	7.500000	7.0	0.2	28.26	8.85e-09	8.33	2.53e-05	0.96
IX-19	IX	427424	427502	+	1650.4	0.609	7.000000	7.0	0.2	28.26	8.85e-09	38.22	1.14e-09	0.96
V-25	V	123396	123474	+	1650.4	0.625	7.500000	7.0	0.2	28.26	8.85e-09	25.12	1.96e-08	0.96
V-26	V	141213	141291	+	1650.4	0.556	7.500000	7.0	0.2	28.26	8.85e-09	8.53	2.18e-05	0.96
V-27	V	152788	152866	+	1650.4	0.769	7.500000	7.0	0.2	28.26	8.85e-09	19.32	1.13e-07	0.96
V-17	V	342611	342689	+	1650.4	0.808	8.500000	7.0	0.5	14.13	8.84e-07	28.36	8.66e-09	0.96
V-18	V	362368	362446	+	1650.4	0.667	8.500000	7.0	0.2	28.26	8.85e-09	29.30	6.94e-09	0.96
V-30	V	386986	387064	+	1650.4	0.833	7.000000	7.0	0.2	28.26	8.85e-09	43.95	4.40e-10	0.96
V-28	V	491026	491104	+	1650.4	0.529	7.500000	7.0	0.5	14.13	8.84e-07	16.91	2.74e-07	0.96
VII-28	VII	397900	397978	+	1650.4	0.760	7.000000	7.0	0.2	28.26	8.85e-09	11.88	2.72e-06	0.96
VII-22	VII	438642	438720	+	1650.4	0.833	8.000000	7.0	0.2	28.26	8.85e-09	15.56	4.72e-07	0.96
VII-24	VII	774474	774552	+	1650.4	0.857	8.000000	7.0	0.5	14.13	8.84e-07	28.82	7.76e-09	0.96
VII-25	VII	856732	856810	+	1650.4	0.588	8.000000	7.0	0.2	28.26	8.85e-09	17.07	2.57e-07	0.96
VIII-17	VIII	102094	102172	+	1650.4	0.750	7.000000	7.0	0.2	28.26	8.85e-09	14.65	6.99e-07	0.96
VIII-11	VIII	148799	148877	+	1650.4	0.621	8.000000	7.0	0.2	28.26	8.85e-09	15.42	5.00e-07	0.96
VIII-14	VIII	450780	450858	+	1650.4	0.667	8.000000	7.0	0.5	14.13	8.84e-07	8.18	2.84e-05	0.96
X-14	X	90454	90532	+	1650.4	0.625	7.000000	7.0	0.2	28.26	8.85e-09	18.70	1.40e-07	0.96
X-13	X	157399	157477	+	1650.4	0.536	7.500000	7.0	0.2	28.26	8.85e-09	11.80	2.83e-06	0.96
X-12	X	220321	220399	+	1650.4	0.679	8.000000	7.0	0.2	28.26	8.85e-09	20.21	8.40e-08	0.96
X-15	X	690693	690771	+	1650.4	0.824	7.000000	7.0	0.5	14.13	8.84e-07	70.33	1.74e-11	0.96
XI-15	XI	68042	68120	+	1650.4	0.577	7.000000	7.0	0.2	28.26	8.85e-09	12.83	1.65e-06	0.96
XI-17	XI	75649	75727	+	1650.4	0.800	7.000000	7.0	0.2	28.26	8.85e-09	37.41	1.32e-09	0.96
XI-12	XI	260753	260831	+	1650.4	0.850	7.500000	7.0	0.2	28.26	8.85e-09	13.52	1.18e-06	0.96
XI-18	XI	355599	355677	+	1650.4	0.826	7.000000	7.0	0.2	28.26	8.85e-09	19.11	1.22e-07	0.96
XI-9	XI	431420	431498	+	1650.4	0.581	8.000000	7.0	0.2	28.26	8.85e-09	16.43	3.30e-07	0.96
XI-10	XI	519075	519153	+	1650.4	0.586	8.000000	7.0	0.2	28.26	8.85e-09	8.83	1.76e-05	0.96
XII-27	XII	809026	809104	+	1650.4	0.773	7.500000	7.0	0.2	28.26	8.85e-09	13.63	1.12e-06	0.96
XII-30	XII	877771	877849	+	1650.4	0.625	7.000000	7.0	0.2	28.26	8.85e-09	19.54	1.05e-07	0.96
XIII-15	XIII	169982	170060	+	1650.4	0.731	8.000000	7.0	0.5	14.13	8.84e-07	28.36	8.66e-09	0.96
XIII-14	XIII	271662	271740	+	1650.4	0.679	8.500000	7.0	0.2	28.26	8.85e-09	20.93	6.65e-08	0.96
XIII-22	XIII	306366	306444	+	1650.4	0.630	7.000000	7.0	0.2	28.26	8.85e-09	12.74	1.73e-06	0.96
XIII-16	XIII	388115	388193	+	1650.4	0.704	8.000000	7.0	0.2	28.26	8.85e-09	19.54	1.05e-07	0.96
XIV-10	XIV	427167	427245	+	1650.4	0.640	7.500000	7.0	0.5	14.13	8.84e-07	35.16	2.01e-09	0.96
XIV-12	XIV	652073	652151	+	1650.4	0.737	7.000000	7.0	0.2	28.26	8.85e-09	31.97	3.85e-09	0.96
XV-14	XV	160774	160852	+	1650.4	0.462	8.000000	7.0	0.7	9.42	1.18e-05	7.58	4.52e-05	0.96
XV-16	XV	443841	443919	+	1650.4	0.667	8.000000	7.0	1.0	7.07	6.90e-05	17.58	2.11e-07	0.96
XV-17	XV	742347	742425	+	1650.4	0.548	8.000000	7.0	0.2	28.26	8.85e-09	46.27	3.09e-10	0.96
XV-24	XV	979270	979348	+	1650.4	0.615	7.500000	7.0	0.2	28.26	8.85e-09	9.77	9.41e-06	0.96
XV-32	XV	989429	989507	+	1650.4	0.667	7.000000	7.0	0.2	28.26	8.85e-09	8.49	2.25e-05	0.96
XVI-16	XVI	406396	406474	+	1650.4	0.696	7.000000	7.0	1.0	7.07	6.90e-05	16.74	2.91e-07	0.96
XVI-12	XVI	431849	431927	+	1650.4	0.485	7.500000	7.5	0.2	30.28	8.85e-09	23.44	3.12e-08	0.96
I-13	I	33049	33127	+	1532.5	0.682	7.000000	6.5	0.5	13.12	1.25e-05	13.72	9.78e-06	0.89
II-16	II	36565	36643	+	1532.5	0.727	6.500000	6.5	0.2	26.25	2.50e-07	41.86	1.67e-08	0.89
II-14	II	45298	45376	+	1532.5	0.469	7.000000	6.5	0.2	26.25	2.50e-07	14.07	8.49e-06	0.89
II-18	II	614269	614347	+	1532.5	0.812	6.500000	6.5	0.2	26.25	2.50e-07	14.71	6.65e-06	0.89
III-11	III	137100	137178	+	1532.5	0.667	7.000000	7.0	0.2	28.26	8.85e-09	11.50	2.58e-05	0.89
III-12	III	228720	228798	+	1532.5	0.593	7.000000	6.5	0.5	13.12	1.25e-05	12.96	1.34e-05	0.89
IV-26	IV	369126	369204	+	1532.5	0.583	6.500000	6.5	0.2	26.25	2.50e-07	14.71	6.65e-06	0.89
IV-28	IV	1165042	1165120	+	1532.5	0.571	6.500000	6.5	0.2	26.25	2.50e-07	14.45	7.35e-06	0.89
IV-30	IV	1362563	1362641	+	1532.5	0.778	6.500000	6.5	0.2	26.25	2.50e-07	20.67	9.82e-07	0.89
IV-10	IV	1429241	1429319	+	1532.5	0.741	8.500000	6.5	0.2	26.25	2.50e-07	35.49	4.36e-08	0.89
IX-18	IX	268035	268113	+	1532.5	0.667	7.000000	7.0	0.7	9.42	1.18e-05	24.37	3.83e-07	0.89
IX-15	IX	382254	382332	+	1532.5	0.760	7.500000	6.5	0.2	26.25	2.50e-07	9.22	8.41e-05	0.89
V-35	V	280966	281044	+	1532.5	0.700	6.500000	6.5	0.5	13.12	1.25e-05	14.20	8.10e-06	0.89
V-31	V	423392	423470	+	1532.5	0.609	7.000000	6.5	0.5	13.12	1.25e-05	16.16	3.93e-06	0.89
VII-33	VII	307254	307332	+	1532.5	0.778	6.500000	6.5	0.5	13.12	1.25e-05	24.37	3.83e-07	0.97
VII-29	VII	398289	398367	+	1532.5	0.559	7.000000	6.5	0.5	13.12	1.25e-05	10.81	3.59e-05	0.89
VII-23	VII	726623	726701	+	1532.5	0.692	8.000000	6.5	0.2	26.25	2.50e-07	25.91	2.69e-07	0.89
VII-43	VII	766343	766421	+	1532.5	0.591	6.000000	6.5	0.2	26.25	2.50e-07	34.74	4.95e-08	0.97
VII-36	VII	809828	809906	+	1532.5	0.737	6.500000	6.5	0.5	13.12	1.25e-05	18.34	1.93e-06	0.89
VIII-19	VIII	55475	55553	+	1532.5	0.600	6.500000	6.5	0.5	13.12	1.25e-05	16.66	3.32e-06	0.89
VIII-16	VIII	126240	126318	+	1532.5	0.692	7.500000	7.5	0.2	30.28	8.85e-09	9.44	7.45e-05	0.89
VIII-21	VIII	296963	297041	+	1532.5	0.727	6.500000	6.5	0.2	26.25	2.50e-07	15.38	3.32e-06	0.97
VIII-22	VIII	562389	562467	+	1532.5	0.609	6.500000	6.5	0.2	26.25	2.50e-07	125.58	2.54e-11	0.89
X-18	X	195510	195588	+	1532.5	0.516	6.500000	6.5	0.2	26.25	2.50e-07	15.38	3.32e-06	0.97
X-20	X	227940	228018	+	1532.5	0.652	6.500000	6.5	0.2	26.25	2.50e-07	19.67	1.30e-06	0.89
XI-14	XI	67849	67927	+	1532.5	0.636	7.000000	6.5	0.2	26.25	2.50e-07	11.75	2.29e-05	0.89
XIII-18	XIII	91185	91263	+	1532.5	0.810	7.500000	6.5	0.5	13.12	1.25e-05	44.12	1.23e-08	0.89
XIII-17	XIII	434374	434452	+	1532.5	0.679	8.000000	6.5	0.2	26.25	2.50e-07	18.14	2.05e-06	0.89
XIII-23	XIII	540485	540563	+	1532.5	0.552	7.000000	6.5	0.2	26.25	2.50e-07	24.37	3.83e-07	0.89
XIII-20	XIII	758927	759005	+	1532.5	0.727	7.500000	6.5	0.5	13.12	1.25e-05	12.96	1.34e-05	0.89
XIV-9	XIV	350018	350096	+	1532.5	0.516	7.500000	7.5	0.2	30.28	8.85e-09	19.21	1.49e-06	0.89
XIV-8	XIV	662056	662134	+	1532.5	0.643	8.000000	7.5	0.7	10.09	1.18e-05	10.02	5.42e-05	0.89
XIV-14	XIV	708328	708406	+	1532.5	0.778	7.000000	7.0	0.2	28.26	8.85e-09	25.91	2.69e-07	0.89
XV-33	XV	27887	27965	+	1532.5	0.696	6.500000	6.5	0.2	26.25	2.50e-07	13.27	1.17e-05	0.89
XV-34	XV	83269	83347	+	1532.5	0.571	6.500000	6.5	0.5	13.12	1.25e-05	12.00	2.04e-05	0.97
XV-28	XV	117965	118043	+	1532.5	0.700	7.000000	6.5	0.5	13.12	1.25e-05	44.12	1.23e-08	0.89
XV-37	XV	304817	304895	+	1532.5	0.700	6.500000	6.5	0.2	26.25	2.50e-07	22.99	5.34e-07	0.89
XV-38	XV	520776	520854	+	1532.5	0.750	6.500000	6.5	0.2	26.25	2.50e-07	26.76	2.24e-07	0.89
XV-39	XV	825692	825770	+	1532.5	0.625	6.500000	7.0	0.2	28.26	8.85e-09	25.12	2.03e-07	0.97
XV-25	XV	1039535	1039613	+	1532.5	0.833	7.500000	6.5	0.5	13.12	1.25e-05	24.37	3.83e-07	0.89
XVI-10	XVI	56079	56157	+	1532.5	0.516	7.500000	6.5	0.2	26.25	2.50e-07	39.82	2.23e-08	0.89
XVI-20	XVI	214413	214491	+	1532.5	0.600	6.500000	6.5	0.5	13.12	1.25e-05	10.14	5.08e-05	0.89
XVI-32	XVI	227861	227939	+	1532.5	0.652	6.000000	6.5	0.2	26.25	2.50e-07	52.66	4.34e-09	1.06
XVI-13	XVI	641291	641369	+	1532.5	0.593	7.500000	6.5	0.5	13.12	1.25e-05	9.55	7.00e-05	0.89
XVI-18	XVI	794707	794785	+	1532.5	0.652	7.000000	6.5	0.2	26.25	2.50e-07	17.37	2.63e-06	0.89
XVI-26	XVI	829328	829406	+	1532.5	0.536	6.500000	6.5	0.2	26.25	2.50e-07	20.16	1.13e-06	0.89
XVI-27	XVI	856901	856979	+	1532.5	0.750	6.500000	6.5	0.5	13.12	1.25e-05	25.91	2.69e-07	1.06
XVI-28	XVI	928158	928236	+	1532.5	0.667	6.500000	6.5	0.2	26.25	2.50e-07	18.55	1.81e-06	0.89
II-19	II	99	177	+	1414.6	0.778	6.000000	6.0	0.2	24.23	2.50e-07	88.65	1.25e-10	0.97
II-15	II	378944	379022	+	1414.6	0.640	7.000000	6.0	0.2	24.23	2.50e-07	13.70	6.33e-06	0.97
II-20	II	452323	452401	+	1414.6	0.636	6.000000	6.0	0.2	24.23	2.50e-07	25.98	1.67e-07	0.97
II-22	II	624971	625049	+	1414.6	0.619	6.000000	6.0	0.2	24.23	2.50e-07	17.12	1.81e-06	0.97
II-25	II	702314	702392	+	1414.6	0.684	6.000000	6.0	0.2	24.23	2.50e-07	17.12	1.81e-06	0.97
III-16	III	78292	78370	+	1414.6	0.522	6.000000	6.0	0.2	24.23	2.50e-07	14.60	2.78e-05	0.98
III-14	III	178389	178467	+	1414.6	0.679	6.500000	6.5	0.5	13.12	1.25e-05	18.38	1.21e-06	0.97
IV-33	IV	357265	357343	+	1414.6	0.552	6.000000	6.0	0.2	24.23	2.50e-07	15.70	2.95e-06	0.97
IV-35	IV	551031	551109	+	1414.6	0.565	6.000000	6.0	0.2	24.23	2.50e-07	14.54	4.42e-05	0.89
IV-19	IV	551241	551319	+	1414.6	0.667	7.500000	6.0	0.5	12.11	1.25e-05	17.12	1.81e-06	0.97
IV-36	IV	599833	599911	+	1414.6	0.619	6.000000	6.0	0.2	24.23	2.50e-07	13.70	6.33e-06	0.97
IV-42	IV	1080502	1080580	+	1414.6	0.500	6.000000	6.0	0.2	24.23	2.50e-07	32.76	4.36e-08	0.97
IV-43	IV	1242659	1242737	+	1414.6	0.765	6.000000	6.0	0.5	12.11	1.25e-05	12.56	1.02e-05	0.97
IV-29	IV	1242852	1242930	+	1414.6	0.722	6.500000	6.0	0.2	24.23	2.50e-07	12.88	8.91e-06	0.97
IV-45	IV	1401361	1401439	+	1414.6	0.667	6.000000	6.0	0.2	24.23	2.50e-07	20.93	5.79e-07	0.97
IX-17	IX	177726	177804	+	1414.6	0.696	7.000000	6.0	0.5	12.11	1.25e-05	20.93	5.79e-07	0.97
IX-23	IX	333398	333476	+	1414.6	0.619	6.000000	6.0	0.2	24.23	2.50e-07	12.15	1.23e-05	0.97
IX-24	IX	338270	338348	+	1414.6	0.778	6.000000	6.0	0.5	12.11	1.25e-05	12.66	9.78e-06	0.97
MT-22	MT	70454	70532	+	1414.6	0.857	6.000000	6.0	0.2	24.23	2.50e-07	8.51	8.41e-05	0.97
V-37	V	423191	423269	+	1414.6	0.842	6.000000	6.0	0.2	24.23	2.50e-07	14.77	4.15e-06	0.97
VI-14	VI	95318	95396	+	1414.6	0.737	6.000000	6.0	0.2	24.23	2.50e-07	12.66	9.78e-06	0.97
VII-39	VII	228444	228522	+	1414.6	0.812	6.000000	6.0	0.2	24.23	2.50e-07	21.65	4.34e-06	0.98
VII-34	VII	433350	433428	+	1414.6	0.824	6.500000	6.0	0.2	24.23	2.50e-07	24.31	2.46e-07	0.97
VII-41	VII	547476	547554	+	1414.6	0.560	6.000000	6.0	0.5	12.11	1.25e-05	22.49	3.83e-07	0.97
VII-31	VII	592809	592887	+	1414.6	0.576	7.000000	7.0	0.2	28.26	8.85e-09	16.74	2.05e-06	0.97
VII-32	VII	654231	654309	+	1414.6	0.824	7.000000	6.0	0.5	12.11	1.25e-05	26.44	1.51e-07	0.97
VII-35	VII	726799	726877	+	1414.6	0.636	6.500000	6.0	0.2	24.23	2.50e-07	23.18	3.22e-07	0.97
VII-44	VII	772141	772219	+	1414.6	0.632	6.000000	6.0	0.2	24.23	2.50e-07	25.12	2.03e-07	0.97
VII-46	VII	1022024	1022102	+	1414.6	0.750	6.000000	6.0	0.5	12.11	1.25e-05	18.67	1.38e-05	0.89
VIII-18	VIII	505681	505759	+	1414.6	0.667	7.000000	6.0	0.2	24.23	2.50e-07	22.16	4.17e-07	0.97
X-24	X	160301	160379	+	1414.6	0.632	6.000000	6.0	0.2	24.23	2.50e-07	12.25	1.17e-05	0.97
X-21	X	391532	391610	+	1414.6	0.625	6.500000	6.0	0.2	24.23	2.50e-07	16.38	2.33e-06	0.97
X-22	X	639144	639222	+	1414.6	0.650	6.500000	6.0	0.2	24.23	2.50e-07	16.38	2.33e-06	0.97
XI-13	XI	308781	308859	+	1414.6	0.750	7.500000	6.0	0.5	12.11	1.25e-05	18.38	1.21e-06	0.97
XI-21	XI	355389	355467	+	1414.6	0.542	6.500000	6.0	0.5	12.11	1.25e-05	16.03	2.63e-06	0.97
XI-22	XI	382253	382331	+	1414.6	0.556	6.500000	6.0	0.2	24.23	2.50e-07	10.76	2.39e-05	0.97
XI-19	XI	614956	615034	+	1414.6	0.682	7.000000	6.0	0.2	24.23	2.50e-07	15.38	3.32e-06	0.97
XII-32	XII	253399	253477	+	1414.6	0.765	6.000000	6.0	0.2	24.23	2.50e-07	23.92	2.69e-07	0.97
XII-29	XII	796525	796603	+	1414.6	0.708	7.000000	6.0	0.5	12.11	1.25e-05	15.86	2.79e-06	0.97
XII-35	XII	921778	921856	+	1414.6	0.652	6.000000	6.0	0.2	24.23	2.50e-07	11.59	1.59e-05	0.97
XIII-24	XIII	70142	70220	+	1414.6	0.700	6.500000	6.5	0.5	13.12	1.25e-05	21.53	4.93e-07	0.97
XIII-31	XIII	352963	353041	+	1414.6	0.739	6.000000	6.0	0.2	24.23	2.50e-07	14.63	4.38e-06	0.97
XIII-26	XIII	472867	472945	+	1414.6	0.625	6.500000	6.0	0.2	24.23	2.50e-07	20.93	5.79e-07	0.97
XIII-27	XIII	473045	473123	+	1414.6	0.500	6.500000	6.5	0.5	13.12	1.25e-05	20.09	7.30e-07	0.97
XIII-33	XIII	510997	511075	+	1414.6	0.778	6.000000	6.0	0.2	24.23	2.50e-07	15.70	2.95e-06	0.97
XIII-35	XIII	774428	774506	+	1414.6	0.706	6.000000	6.0	0.5	12.11	1.25e-05	16.56	2.19e-06	0.97
XIV-19	XIV	301848	301926	+	1414.6	0.750	6.000000	6.0	0.2	24.23	2.50e-07	25.98	1.67e-07	0.97
XIV-20	XIV	568211	568289	+	1414.6	0.667	6.000000	6.0	0.5	12.11	1.25e-05	19.83	7.88e-07	0.97
XIV-17	XIV	604804	604882	+	1414.6	0.889	6.500000	6.0	0.2	24.23	2.50e-07	29.39	1.59e-06	0.89
XV-36	XV	216550	216628	+	1414.6	0.406	6.500000	6.0	0.2	24.23	2.50e-07	12.15	1.23e-05	0.97
XV-42	XV	234528	234606	+	1414.6	0.750	6.000000	6.0	0.5	12.11	1.25e-05	21.53	4.93e-07	0.97
XV-43	XV	462469	462547	+	1414.6	0.750	6.000000	6.0	0.2	24.23	2.50e-07	25.98	1.67e-07	0.97
XV-22	XV	514805	514883	+	1414.6	0.640	7.500000	6.0	0.5	12.11	1.25e-05	20.93	5.79e-07	0.97
XV-30	XV	770224	770302	+	1414.6	0.762	7.000000	6.0	0.2	24.23	2.50e-07	19.32	9.13e-07	0.97
XV-31	XV	836866	836944	+	1414.6	0.750	7.000000	7.0	0.2	28.26	8.85e-09	13.83	6.01e-06	0.97
XVI-31	XVI	114499	114577	+	1414.6	0.857	6.000000	6.0	0.2	24.23	2.50e-07	16.93	1.93e-06	0.97
XVI-34	XVI	586199	586277	+	1414.6	0.650	6.000000	6.0	0.2	24.23	2.50e-07	14.92	3.93e-06	0.97
XVI-35	XVI	645415	645493	+	1414.6	0.571	6.000000	6.0	0.2	24.23	2.50e-07	8.76	7.22e-05	0.97
XVI-24	XVI	719406	719484	+	1414.6	0.765	6.500000	6.0	0.2	24.23	2.50e-07	75.35	3.27e-10	0.97
II-21	II	602293	602371	+	1296.7	0.812	6.000000	5.5	0.2	22.21	6.06e-06	15.52	3.27e-05	0.89
II-23	II	625152	625230	+	1296.7	0.647	6.000000	5.5	0.2	22.21	6.06e-06	15.52	3.27e-05	0.89
II-24	II	628615	628693	+	1296.7	0.600	6.000000	5.5	0.2	22.21	6.06e-06	14.54	4.42e-05	0.89
III-13	III	50372	50450	+	1296.7	0.714	6.500000	5.5	0.2	22.21	6.06e-06	13.68	5.86e-05	0.89
III-17	III	163606	163684	+	1296.7	0.581	6.000000	5.5	0.2	22.21	6.06e-06	13.95	5.35e-05	0.89
IV-32	IV	330508	330586	+	1296.7	0.684	6.000000	5.5	0.2	22.21	6.06e-06	17.94	1.66e-05	0.89
IV-34	IV	465131	465209	+	1296.7	0.632	6.000000	5.5	0.2	22.21	6.06e-06	18.67	1.38e-05	0.89
IV-38	IV	721817	721895	+	1296.7	0.565	6.000000	5.5	0.2	22.21	6.06e-06	33.05	5.68e-07	0.98
IV-39	IV	884450	884528	+	1296.7	0.706	6.000000	5.5	0.2	22.21	6.06e-06	81.26	1.11e-08	0.89
IX-12	IX	117773	117851	+	1296.7	0.789	7.500000	6.5	0.2	26.25	2.50e-07	60.06	4.90e-08	0.89
IX-25	IX	338710	338788	+	1296.7	0.583	6.000000	5.5	0.2	22.21	6.06e-06	13.68	5.86e-05	0.89
V-33	V	42195	42273	+	1296.7	0.700	6.500000	5.5	0.2	22.21	6.06e-06	15.70	3.10e-05	0.89
