PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XIV-10	XIV	783583	783673	+	2256.3	0.684	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-87	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
VIII-7	VIII	297000	297090	+	2158.2	0.658	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-598	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
IV-16	IV	1301413	1301503	+	2158.2	0.727	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-158	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
MT-3	MT	40340	40430	+	2158.2	0.786	TTS (Q0115)	protein_coding-TTS (Q0115)	3845	Q0110	Q0110	Q0110			BI2			protein_coding
VII-16	VII	856884	856974	+	2158.2	0.542	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	562	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
XVI-14	XVI	641431	641521	+	2158.2	0.550	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-732	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
III-7	III	123523	123613	+	2158.2	0.727	promoter-TSS (YCR006C)	protein_coding-promoter-TSS (YCR006C)	80	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
IV-14	IV	1469123	1469213	+	2158.2	0.523	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-232	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
III-5	III	78345	78435	+	2158.2	0.522	promoter-TSS (YCL024W)	protein_coding-promoter-TSS (YCL024W)	-471	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
I-5	I	229643	229733	+	2158.2	0.758	TTS (YAR073W)	protein_coding-TTS (YAR073W)	844	YAR075W	YAR075W	YAR075W			YAR075W			protein_coding
I-3	I	398	488	+	2158.2	0.767	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	-95	YAL068W-A	YAL068W-A	YAL068W-A			YAL068W-A			protein_coding
VI-9	VI	95558	95648	+	2158.2	0.611	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-363	YFL021W	YFL021W	YFL021W			GAT1			protein_coding
XII-19	XII	783703	783793	+	2158.2	0.622	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-361	YLR327C	YLR327C	YLR327C			TMA10			protein_coding
II-6	II	45406	45496	+	2158.2	0.622	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-527	YBL092W	YBL092W	YBL092W			RPL32			protein_coding
XV-15	XV	901378	901468	+	2158.2	0.710	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-229	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
XVI-9	XVI	942615	942705	+	2158.2	0.800	promoter-TSS (YPR202W)	protein_coding-promoter-TSS (YPR202W)	-372	YPR202W	YPR202W	YPR202W			YPR202W			protein_coding
VI-5	VI	5177	5267	+	2158.2	0.839	exon (YFL063W, exon 1 of 1)	protein_coding-exon (YFL063W, exon 1 of 1)	156	YFL063W	YFL063W	YFL063W			YFL063W			protein_coding
XII-18	XII	728402	728492	+	2158.2	0.488	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-444	YLR299C-A	YLR299C-A	YLR299C-A			YLR299C-A			protein_coding
V-19	V	123189	123279	+	2060.1	0.636	promoter-TSS (YEL017C-A)	protein_coding-promoter-TSS (YEL017C-A)	-305	YEL017C-A	YEL017C-A	YEL017C-A			PMP2			protein_coding
V-17	V	545222	545312	+	2060.1	0.733	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-344	YER177W	YER177W	YER177W			BMH1			protein_coding
XII-20	XII	828438	828528	+	2060.1	0.686	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-247	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
XII-21	XII	241990	242080	+	2060.1	0.786	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-197	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
XVI-12	XVI	40443	40533	+	2060.1	0.743	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-555	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
XI-8	XI	590028	590118	+	2060.1	0.724	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-322	YKR080W	YKR080W	YKR080W			MTD1			protein_coding
VI-8	VI	95300	95390	+	2060.1	0.742	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-335	YFL022C	YFL022C	YFL022C			FRS2			protein_coding
IV-11	IV	1401483	1401573	+	2060.1	0.650	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-242	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
XI-7	XI	518705	518795	+	2060.1	0.758	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-184	YKR040C	YKR040C	YKR040C			YKR040C			protein_coding
XV-17	XV	882327	882417	+	2060.1	0.667	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-393	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
IV-13	IV	550967	551057	+	2060.1	0.622	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-436	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
XII-23	XII	723489	723579	+	2060.1	0.697	promoter-TSS (YLR297W)	protein_coding-promoter-TSS (YLR297W)	-510	YLR297W	YLR297W	YLR297W			YLR297W			protein_coding
VII-17	VII	987274	987364	+	2060.1	0.686	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-730	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
XII-17	XII	370404	370494	+	2060.1	0.614	promoter-TSS (YLR110C)	protein_coding-promoter-TSS (YLR110C)	58	YLR111W	YLR111W	YLR111W			YLR111W			protein_coding
II-8	II	337016	337106	+	2060.1	0.800	promoter-TSS (YBR049C)	protein_coding-promoter-TSS (YBR049C)	-243	YBR049C	YBR049C	YBR049C			REB1			protein_coding
VII-18	VII	920165	920255	+	2060.1	0.806	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-365	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
XV-22	XV	979208	979298	+	2060.1	0.684	Intergenic	Intergenic	-1184	YOR344C	YOR344C	YOR344C			TYE7			protein_coding
V-18	V	569843	569933	+	2060.1	0.706	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	19	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
XV-18	XV	487507	487597	+	1962.0	0.576	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	113	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
XV-24	XV	908907	908997	+	1962.0	0.667	promoter-TSS (YOR317W)	protein_coding-promoter-TSS (YOR317W)	-391	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
XII-28	XII	808992	809082	+	1962.0	0.622	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-960	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
X-12	X	647137	647227	+	1962.0	0.645	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	56	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
MT-2	MT	31190	31280	+	1962.0	0.733	TTS (Q0092)	protein_coding-TTS (Q0092)	361	Q0092	Q0092	Q0092			Q0092			protein_coding
II-10	II	680164	680254	+	1962.0	0.846	promoter-TSS (YBR229C)	protein_coding-promoter-TSS (YBR229C)	-153	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
IX-7	IX	139238	139328	+	1962.0	0.647	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-469	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
III-6	III	137419	137509	+	1962.0	0.521	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-282	YCR012W	YCR012W	YCR012W			PGK1			protein_coding
XV-19	XV	779604	779694	+	1962.0	0.763	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-221	YOR235W	YOR235W	YOR235W			IRC13			protein_coding
XIV-13	XIV	198473	198563	+	1962.0	0.767	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-575	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
VII-22	VII	809813	809903	+	1962.0	0.714	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	-369	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
VIII-9	VIII	55454	55544	+	1962.0	0.645	exon (YHL025W, exon 1 of 1)	protein_coding-exon (YHL025W, exon 1 of 1)	648	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
V-20	V	191978	192068	+	1962.0	0.710	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	-235	YER017C	YER017C	YER017C			AFG3			protein_coding
VIII-6	VIII	98538	98628	+	1962.0	0.667	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	212	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
XIV-12	XIV	63135	63225	+	1962.0	0.595	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-237	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
XII-26	XII	253448	253538	+	1962.0	0.575	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-368	YLR056W	YLR056W	YLR056W			ERG3			protein_coding
IV-18	IV	930525	930615	+	1962.0	0.808	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-213	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
VII-23	VII	883984	884074	+	1962.0	0.639	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-219	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
IX-8	IX	249486	249576	+	1962.0	0.611	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	-460	YIL056W	YIL056W	YIL056W			VHR1			protein_coding
VIII-13	VIII	450866	450956	+	1962.0	0.697	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	242	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
XV-23	XV	424288	424378	+	1962.0	0.690	promoter-TSS (YOR049C)	protein_coding-promoter-TSS (YOR049C)	284	YOR050C	YOR050C	YOR050C			YOR050C			protein_coding
VIII-11	VIII	505807	505897	+	1962.0	0.636	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-322	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
VII-30	VII	915007	915097	+	1863.9	0.741	promoter-TSS (YGR210C)	protein_coding-promoter-TSS (YGR210C)	-189	YGR211W	YGR211W	YGR211W			ZPR1			protein_coding
II-19	II	6211	6301	+	1863.9	0.774	TTS (YBL109W)	protein_coding-TTS (YBL109W)	466	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
XVI-10	XVI	214694	214784	+	1863.9	0.538	promoter-TSS (YPL177C)	protein_coding-promoter-TSS (YPL177C)	-777	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
IV-17	IV	201	291	+	1863.9	0.655	Intergenic	Intergenic	-1556	YDL248W	YDL248W	YDL248W			COS7			protein_coding
VII-28	VII	599062	599152	+	1863.9	0.690	promoter-TSS (YGR055W)	protein_coding-promoter-TSS (YGR055W)	-310	YGR055W	YGR055W	YGR055W			MUP1			protein_coding
XIII-15	XIII	379234	379324	+	1863.9	0.731	promoter-TSS (YMR050C)	protein_coding-promoter-TSS (YMR050C)	129	tW(CCA)M	tW(CCA)M	tW(CCA)M			tW(CCA)M			tRNA
III-11	III	178431	178521	+	1863.9	0.690	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-256	YCR031C	YCR031C	YCR031C			RPS14A			protein_coding
II-9	II	408616	408706	+	1863.9	0.647	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-508	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
XIII-8	XIII	540511	540601	+	1863.9	0.615	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-500	YMR135C	YMR135C	YMR135C			GID8			protein_coding
VII-20	VII	122317	122407	+	1863.9	0.679	promoter-TSS (tK(CUU)G1)	tRNA-promoter-TSS (tK(CUU)G1)	93	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
I-6	I	181186	181276	+	1863.9	0.469	promoter-TSS (tL(CAA)A)	tRNA-promoter-TSS (tL(CAA)A)	90	tL(CAA)A	tL(CAA)A	tL(CAA)A			SUP56			tRNA
IV-30	IV	410393	410483	+	1863.9	0.759	promoter-TSS (YDL022C-A)	protein_coding-promoter-TSS (YDL022C-A)	59	tA(AGC)D	tA(AGC)D	tA(AGC)D			tA(AGC)D			tRNA
XII-29	XII	11737	11827	+	1863.9	0.720	promoter-TSS (YLL065W)	protein_coding-promoter-TSS (YLL065W)	56	YLL065W	YLL065W	YLL065W			YLL065W			protein_coding
VII-29	VII	609845	609935	+	1863.9	0.562	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	306	snR48	snR48	snR48			snR48			snoRNA
IX-9	IX	15	105	+	1863.9	0.905	promoter-TSS (YIL177W-A)	protein_coding-promoter-TSS (YIL177W-A)	-786	YIL177W-A	YIL177W-A	YIL177W-A			YIL177W-A			protein_coding
V-28	V	461989	462079	+	1863.9	0.649	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-294	YER145C	YER145C	YER145C			FTR1			protein_coding
XII-34	XII	921784	921874	+	1863.9	0.778	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-233	YLR399C	YLR399C	YLR399C			BDF1			protein_coding
VIII-10	VIII	293376	293466	+	1863.9	0.759	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	478	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
XV-26	XV	762198	762288	+	1863.9	0.655	promoter-TSS (YOR224C)	protein_coding-promoter-TSS (YOR224C)	-159	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
XV-25	XV	216383	216473	+	1863.9	0.459	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-291	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
IV-28	IV	1278807	1278897	+	1863.9	0.679	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	-358	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
III-10	III	316407	316483	+	1863.9	0.559	promoter-TSS (YCR108C)	protein_coding-promoter-TSS (YCR108C)	-257	YCR108C	YCR108C	YCR108C			YCR108C			protein_coding
XV-27	XV	912069	912159	+	1863.9	0.600	promoter-TSS (YOR319W)	protein_coding-promoter-TSS (YOR319W)	322	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
VII-24	VII	73872	73962	+	1863.9	0.594	promoter-TSS (YGL226C-A)	protein_coding-promoter-TSS (YGL226C-A)	-15	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
XII-22	XII	522430	522520	+	1863.9	0.618	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	-188	YLR185W	YLR185W	YLR185W			RPL37A			protein_coding
XII-33	XII	796428	796518	+	1863.9	0.606	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	-574	YLR333C	YLR333C	YLR333C			RPS25B			protein_coding
VI-10	VI	90425	90515	+	1863.9	0.606	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-125	YFL024C	YFL024C	YFL024C			EPL1			protein_coding
XVI-13	XVI	74987	75077	+	1863.9	0.658	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-313	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
XII-36	XII	875236	875326	+	1863.9	0.571	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	-95	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
XI-9	XI	99831	99921	+	1863.9	0.556	promoter-TSS (YKL182W)	protein_coding-promoter-TSS (YKL182W)	-795	YKL182W	YKL182W	YKL182W			FAS1			protein_coding
XV-20	XV	160909	160999	+	1863.9	0.656	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	-360	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
XII-25	XII	84233	84323	+	1863.9	0.538	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-526	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
VII-19	VII	67332	67422	+	1863.9	0.833	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-221	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
VII-26	VII	228447	228537	+	1863.9	0.692	promoter-TSS (YGL147C)	protein_coding-promoter-TSS (YGL147C)	-163	YGL147C	YGL147C	YGL147C			RPL9A			protein_coding
IV-21	IV	1489964	1490054	+	1863.9	0.724	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-19	YDR524C-A	YDR524C-A	YDR524C-A			YDR524C-A			protein_coding
XVI-15	XVI	645138	645228	+	1863.9	0.606	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-767	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
X-10	X	703680	703770	+	1863.9	0.580	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-160	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
XIII-13	XIII	287558	287648	+	1863.9	0.611	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-476	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
XIII-16	XIII	388435	388525	+	1863.9	0.629	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-236	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
II-15	II	477166	477256	+	1863.9	0.444	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-460	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
III-8	III	137140	137230	+	1863.9	0.759	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-312	YCR011C	YCR011C	YCR011C			ADP1			protein_coding
IV-25	IV	465115	465205	+	1863.9	0.594	promoter-TSS (YDR011W)	protein_coding-promoter-TSS (YDR011W)	223	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
X-14	X	68998	69088	+	1863.9	0.463	promoter-TSS (YJL194W)	protein_coding-promoter-TSS (YJL194W)	-261	YJL196C	YJL196C	YJL196C			ELO1			protein_coding
XIII-11	XIII	759110	759200	+	1863.9	0.647	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-324	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
MT-4	MT	59692	59782	+	1863.9	0.452	exon (21S_rRNA, exon 1 of 2)	rRNA-exon (21S_rRNA, exon 1 of 2)	-1285	Q0160	Q0160	Q0160			SCEI			protein_coding
XI-12	XI	216810	216900	+	1863.9	0.905	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-489	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
V-30	V	270385	270475	+	1765.8	0.690	promoter-TSS (YER056C-A)	protein_coding-promoter-TSS (YER056C-A)	-245	YER056C-A	YER056C-A	YER056C-A			RPL34A			protein_coding
IV-15	IV	211193	211283	+	1765.8	0.893	promoter-TSS (YDL140C)	protein_coding-promoter-TSS (YDL140C)	-677	YDL140C	YDL140C	YDL140C			RPO21			protein_coding
VI-11	VI	106349	106439	+	1765.8	0.710	promoter-TSS (YFL014W)	protein_coding-promoter-TSS (YFL014W)	-21	YFL015W-A	YFL015W-A	YFL015W-A			YFL015W-A			protein_coding
XI-11	XI	99491	99581	+	1765.8	0.636	promoter-TSS (YKL183C-A)	protein_coding-promoter-TSS (YKL183C-A)	815	YKL183W	YKL183W	YKL183W			LOT5			protein_coding
I-7	I	71107	71197	+	1765.8	0.667	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-634	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
XV-21	XV	511503	511593	+	1765.8	0.634	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-277	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
XVI-17	XVI	432181	432271	+	1765.8	0.750	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	331	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
V-26	V	423335	423425	+	1765.8	0.655	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-572	YER131W	YER131W	YER131W			RPS26B			protein_coding
XII-27	XII	704537	704627	+	1765.8	0.606	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	251	YLR280C	YLR280C	YLR280C			YLR280C			protein_coding
XII-32	XII	665145	665235	+	1765.8	0.600	promoter-TSS (YLR259C)	protein_coding-promoter-TSS (YLR259C)	-188	YLR259C	YLR259C	YLR259C			HSP60			protein_coding
VII-32	VII	23319	23409	+	1765.8	0.667	promoter-TSS (YGL253W)	protein_coding-promoter-TSS (YGL253W)	-571	YGL253W	YGL253W	YGL253W			HXK2			protein_coding
XIV-15	XIV	96277	96367	+	1765.8	0.621	promoter-TSS (tG(UCC)N)	tRNA-promoter-TSS (tG(UCC)N)	-10	tG(UCC)N	tG(UCC)N	tG(UCC)N			SUF6			tRNA
XIII-10	XIII	347161	347251	+	1765.8	0.655	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	-689	YMR037C	YMR037C	YMR037C			MSN2			protein_coding
XIII-18	XIII	349940	350030	+	1765.8	0.833	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-396	YMR040W	YMR040W	YMR040W			YET2			protein_coding
VIII-12	VIII	122217	122307	+	1765.8	0.514	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	503	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
XIII-12	XIII	225661	225751	+	1765.8	0.515	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-183	YML024W	YML024W	YML024W			RPS17A			protein_coding
V-24	V	117703	117793	+	1765.8	0.667	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	287	RPR1	RPR1	RPR1			RPR1			ncRNA
XIII-28	XIII	915050	915140	+	1765.8	0.704	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-557	YMR319C	YMR319C	YMR319C			FET4			protein_coding
XVI-19	XVI	700068	700158	+	1765.8	0.714	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-481	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
II-18	II	668713	668803	+	1765.8	0.792	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	37	YBR223W-A	YBR223W-A	YBR223W-A			YBR223W-A			protein_coding
XII-24	XII	759150	759240	+	1765.8	0.758	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-285	YLR312W-A	YLR312W-A	YLR312W-A			MRPL15			protein_coding
V-21	V	306030	306120	+	1765.8	0.657	promoter-TSS (YER074W)	protein_coding-promoter-TSS (YER074W)	-248	YER074W	YER074W	YER074W			RPS24A			protein_coding
XVI-16	XVI	840724	840814	+	1765.8	0.786	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-497	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
IX-20	IX	175066	175156	+	1765.8	0.714	promoter-TSS (YIL102C)	protein_coding-promoter-TSS (YIL102C)	80	tT(AGU)I1	tT(AGU)I1	tT(AGU)I1			tT(AGU)I1			tRNA
X-16	X	220299	220389	+	1765.8	0.630	promoter-TSS (YJL107C)	protein_coding-promoter-TSS (YJL107C)	-328	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
XIV-11	XIV	441028	441118	+	1765.8	0.806	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-154	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
VII-25	VII	205497	205587	+	1765.8	0.667	promoter-TSS (tL(CAA)G1)	tRNA-promoter-TSS (tL(CAA)G1)	21	tL(CAA)G1	tL(CAA)G1	tL(CAA)G1			tL(CAA)G1			tRNA
XIII-17	XIII	754340	754430	+	1765.8	0.697	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	88	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
II-14	II	378832	378922	+	1765.8	0.688	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-444	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
XII-35	XII	819119	819209	+	1765.8	0.800	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	-148	YLR344W	YLR344W	YLR344W			RPL26A			protein_coding
XIV-14	XIV	427369	427459	+	1765.8	0.714	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-321	YNL103W	YNL103W	YNL103W			MET4			protein_coding
III-9	III	168247	168337	+	1765.8	0.778	promoter-TSS (YCR027C)	protein_coding-promoter-TSS (YCR027C)	80	tQ(UUG)C	tQ(UUG)C	tQ(UUG)C			tQ(UUG)C			tRNA
V-27	V	439294	439384	+	1765.8	0.688	promoter-TSS (YER135C)	protein_coding-promoter-TSS (YER135C)	-277	YER136W	YER136W	YER136W			GDI1			protein_coding
V-29	V	222296	222386	+	1765.8	0.647	promoter-TSS (YER035W)	protein_coding-promoter-TSS (YER035W)	-298	YER035W	YER035W	YER035W			EDC2			protein_coding
IV-27	IV	1242439	1242529	+	1765.8	0.553	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-453	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
X-11	X	623163	623253	+	1765.8	0.645	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-194	YJR104C	YJR104C	YJR104C			SOD1			protein_coding
XII-30	XII	81165	81255	+	1667.7	0.808	promoter-TSS (YLL029W)	protein_coding-promoter-TSS (YLL029W)	-251	YLL029W	YLL029W	YLL029W			FRA1			protein_coding
XV-31	XV	228372	228462	+	1667.7	0.720	promoter-TSS (YOL054W)	protein_coding-promoter-TSS (YOL054W)	86	tN(GUU)O1	tN(GUU)O1	tN(GUU)O1			tN(GUU)O1			tRNA
X-13	X	651636	651726	+	1667.7	0.655	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-220	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
V-31	V	355022	355112	+	1667.7	0.647	promoter-TSS (YER097W)	protein_coding-promoter-TSS (YER097W)	-73	YER097W	YER097W	YER097W			YER097W			protein_coding
VII-37	VII	483841	483931	+	1667.7	0.593	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	626	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
