# HOMER Peaks
# Peak finding parameters:
# tag directory = SPT5_T0_R1_Tagdir
#
# total peaks = 668
# peak size = 90
# peaks found using tags on both strands
# minimum distance between peaks = 180
# fragment length = 76
# genome size = 12127764
# Total tags = 50968.0
# Total tags in peaks = 6691.0
# Approximate IP efficiency = 13.13%
# tags per bp = 0.004166
# expected tags per peak = 0.375
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.800003e-06
# FDR tag threshold = 6.0
# number of putative peaks = 820
#
# input tag directory = SPT5_T0_R1_controlTagdir
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 96
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 56
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks SPT5_T0_R1_Tagdir -style factor -i SPT5_T0_R1_controlTagdir -o SPT5_T0_R1_homer_narrowPeak.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
XIV-12	XIV	63135	63225	+	1962.0	0.595	10.000000	10.0	0.3	32.49	1.54e-12	24.74	2.14e-11	0.95
XIV-13	XIV	198473	198563	+	1962.0	0.767	10.000000	10.0	0.9	10.83	4.93e-08	22.02	6.52e-11	0.95
XV-23	XV	424288	424378	+	1962.0	0.690	10.000000	10.0	0.6	16.25	1.16e-09	28.23	6.01e-12	0.95
XV-18	XV	487507	487597	+	1962.0	0.576	11.000000	10.0	0.3	32.49	1.54e-12	31.46	2.11e-12	0.95
XV-19	XV	779604	779694	+	1962.0	0.763	11.000000	10.0	0.3	32.49	1.54e-12	18.05	4.31e-10	0.95
XV-24	XV	908907	908997	+	1962.0	0.667	10.000000	10.0	0.3	32.49	1.54e-12	10.64	5.80e-08	0.95
I-6	I	181186	181276	+	1863.9	0.469	10.500000	9.5	0.3	30.87	5.02e-11	19.19	2.99e-09	0.91
II-19	II	6211	6301	+	1863.9	0.774	8.500000	9.5	0.9	10.29	5.34e-07	16.22	1.25e-08	1.01
II-9	II	408616	408706	+	1863.9	0.647	10.000000	9.5	0.3	30.87	5.02e-11	22.50	7.72e-10	0.91
II-15	II	477166	477256	+	1863.9	0.444	9.500000	9.5	0.3	30.87	5.02e-11	18.68	3.77e-09	0.91
III-8	III	137140	137230	+	1863.9	0.759	10.000000	9.5	0.3	30.87	5.02e-11	13.76	4.91e-08	0.91
III-11	III	178431	178521	+	1863.9	0.690	9.500000	9.5	0.3	30.87	5.02e-11	24.33	3.94e-10	0.91
III-10	III	316407	316483	+	1863.9	0.559	10.000000	9.5	1.2	7.72	5.95e-06	24.05	4.35e-10	0.91
IV-17	IV	201	291	+	1863.9	0.655	10.500000	9.5	1.5	6.17	3.37e-05	38.04	8.11e-12	0.91
IV-30	IV	410393	410483	+	1863.9	0.759	9.000000	9.5	0.3	30.87	5.02e-11	10.51	4.48e-07	1.08
IV-25	IV	465115	465205	+	1863.9	0.594	9.500000	9.5	0.3	30.87	5.02e-11	21.13	1.32e-09	0.91
IV-28	IV	1278807	1278897	+	1863.9	0.679	9.500000	9.5	0.9	10.29	5.34e-07	25.21	2.90e-10	0.91
IV-21	IV	1489964	1490054	+	1863.9	0.724	10.000000	9.5	0.3	30.87	5.02e-11	8.75	2.18e-06	0.91
IX-9	IX	15	105	+	1863.9	0.905	9.500000	9.5	0.9	10.29	5.34e-07	2092.11	2.25e-27	0.91
MT-4	MT	59692	59782	+	1863.9	0.452	10.000000	9.5	1.5	6.17	3.37e-05	8.54	2.66e-06	0.91
V-28	V	461989	462079	+	1863.9	0.649	9.500000	9.5	0.3	30.87	5.02e-11	20.51	1.70e-09	0.91
VI-10	VI	90425	90515	+	1863.9	0.606	10.500000	9.5	0.6	15.43	1.89e-08	19.02	3.24e-09	0.91
VII-19	VII	67332	67422	+	1863.9	0.833	10.500000	9.5	0.3	30.87	5.02e-11	29.47	7.51e-11	0.91
VII-24	VII	73872	73962	+	1863.9	0.594	9.500000	9.5	0.9	10.29	5.34e-07	15.50	1.82e-08	0.91
VII-20	VII	122317	122407	+	1863.9	0.679	10.500000	9.5	0.3	30.87	5.02e-11	25.21	2.90e-10	0.91
VII-26	VII	228447	228537	+	1863.9	0.692	9.500000	9.5	0.3	30.87	5.02e-11	27.17	1.52e-10	0.91
VII-28	VII	599062	599152	+	1863.9	0.690	9.500000	9.5	0.6	15.43	1.89e-08	41.02	4.19e-12	0.91
VII-29	VII	609845	609935	+	1863.9	0.562	9.500000	9.5	0.3	30.87	5.02e-11	17.29	7.26e-09	0.91
VII-30	VII	915007	915097	+	1863.9	0.741	9.500000	9.5	0.3	30.87	5.02e-11	26.15	2.11e-10	0.91
VIII-10	VIII	293376	293466	+	1863.9	0.759	10.000000	9.5	0.3	30.87	5.02e-11	13.59	5.48e-08	0.91
X-14	X	68998	69088	+	1863.9	0.463	9.500000	9.5	0.3	30.87	5.02e-11	22.99	6.40e-10	0.91
X-10	X	703680	703770	+	1863.9	0.580	11.000000	9.5	0.3	30.87	5.02e-11	9.47	1.16e-06	0.91
XI-9	XI	99831	99921	+	1863.9	0.556	10.000000	9.5	0.6	15.43	1.89e-08	12.31	1.24e-07	0.91
XI-12	XI	216810	216900	+	1863.9	0.905	9.500000	9.5	0.3	30.87	5.02e-11	25.83	2.35e-10	0.91
XII-29	XII	11737	11827	+	1863.9	0.720	9.500000	9.5	1.2	7.72	5.95e-06	21.35	1.21e-09	0.91
XII-25	XII	84233	84323	+	1863.9	0.538	10.000000	9.5	0.9	10.29	5.34e-07	13.16	7.14e-08	0.91
XII-22	XII	522430	522520	+	1863.9	0.618	10.500000	9.5	0.3	30.87	5.02e-11	33.21	2.66e-11	0.91
XII-33	XII	796428	796518	+	1863.9	0.606	9.500000	9.5	0.3	30.87	5.02e-11	15.05	2.33e-08	0.91
XII-36	XII	875236	875326	+	1863.9	0.571	9.000000	9.5	0.6	15.43	1.89e-08	16.47	1.09e-08	0.96
XII-34	XII	921784	921874	+	1863.9	0.778	9.500000	9.5	0.3	30.87	5.02e-11	10.95	3.21e-07	0.91
XIII-13	XIII	287558	287648	+	1863.9	0.611	9.500000	9.5	0.3	30.87	5.02e-11	18.35	4.38e-09	0.96
XIII-15	XIII	379234	379324	+	1863.9	0.731	9.500000	9.5	0.9	10.29	5.34e-07	72.14	2.88e-14	0.91
XIII-16	XIII	388435	388525	+	1863.9	0.629	9.500000	9.5	0.3	30.87	5.02e-11	24.33	3.94e-10	0.91
XIII-8	XIII	540511	540601	+	1863.9	0.615	11.000000	9.5	0.6	15.43	1.89e-08	18.51	4.07e-09	0.91
XIII-11	XIII	759110	759200	+	1863.9	0.647	10.000000	9.5	0.3	30.87	5.02e-11	11.75	1.81e-07	0.91
XV-20	XV	160909	160999	+	1863.9	0.656	10.500000	9.5	0.3	30.87	5.02e-11	9.64	9.01e-07	0.91
XV-25	XV	216383	216473	+	1863.9	0.459	9.500000	9.5	0.3	30.87	5.02e-11	15.73	1.61e-08	0.91
XV-26	XV	762198	762288	+	1863.9	0.655	9.500000	9.5	0.3	30.87	5.02e-11	27.17	1.52e-10	0.91
XV-27	XV	912069	912159	+	1863.9	0.600	9.500000	9.5	0.3	30.87	5.02e-11	12.68	9.69e-08	0.91
XVI-13	XVI	74987	75077	+	1863.9	0.658	11.000000	9.5	0.3	30.87	5.02e-11	10.84	3.50e-07	0.91
XVI-10	XVI	214694	214784	+	1863.9	0.538	11.500000	9.5	0.3	30.87	5.02e-11	12.68	9.69e-08	0.91
XVI-15	XVI	645138	645228	+	1863.9	0.606	10.000000	9.5	0.6	15.43	1.89e-08	9.14	1.54e-06	0.91
I-7	I	71107	71197	+	1765.8	0.667	10.000000	9.0	0.3	29.24	5.02e-11	6.41	1.66e-05	0.96
II-14	II	378832	378922	+	1765.8	0.688	9.500000	9.0	0.3	29.24	5.02e-11	15.36	1.25e-08	1.01
II-18	II	668713	668803	+	1765.8	0.792	9.000000	9.0	1.2	7.31	5.95e-06	30.49	3.49e-11	0.96
III-9	III	168247	168337	+	1765.8	0.778	10.000000	9.0	0.3	29.24	5.02e-11	14.79	1.71e-08	0.96
IV-15	IV	211193	211283	+	1765.8	0.893	11.000000	9.0	0.3	29.24	5.02e-11	18.02	3.24e-09	0.96
IV-27	IV	1242439	1242529	+	1765.8	0.553	9.500000	9.0	0.6	14.62	1.89e-08	14.79	1.71e-08	0.96
IX-20	IX	175066	175156	+	1765.8	0.714	7.500000	9.0	0.6	14.62	1.89e-08	23.05	3.94e-10	1.15
V-24	V	117703	117793	+	1765.8	0.667	9.500000	9.0	0.6	14.62	1.89e-08	20.02	1.32e-09	0.96
V-29	V	222296	222386	+	1765.8	0.647	9.000000	9.0	1.5	5.85	3.37e-05	16.94	5.46e-09	0.96
V-30	V	270385	270475	+	1765.8	0.690	9.000000	9.0	0.3	29.24	5.02e-11	13.76	3.13e-08	0.96
V-21	V	306030	306120	+	1765.8	0.657	10.000000	9.0	0.9	9.75	5.34e-07	13.76	3.13e-08	0.96
V-26	V	423335	423425	+	1765.8	0.655	9.500000	9.0	0.3	29.24	5.02e-11	24.77	2.11e-10	0.96
V-27	V	439294	439384	+	1765.8	0.688	9.500000	9.0	0.3	29.24	5.02e-11	5.73	3.95e-05	0.96
VI-11	VI	106349	106439	+	1765.8	0.710	10.500000	9.0	0.3	29.24	5.02e-11	16.11	8.34e-09	0.96
VII-32	VII	23319	23409	+	1765.8	0.667	9.000000	9.0	0.3	29.24	5.02e-11	18.70	2.36e-09	0.96
VII-25	VII	205497	205587	+	1765.8	0.667	9.500000	9.0	0.6	14.62	1.89e-08	24.47	2.35e-10	0.96
VIII-12	VIII	122217	122307	+	1765.8	0.514	9.500000	9.0	0.3	29.24	5.02e-11	11.80	1.12e-07	0.96
X-16	X	220299	220389	+	1765.8	0.630	9.000000	9.0	0.9	9.75	5.34e-07	23.32	3.56e-10	0.96
X-11	X	623163	623253	+	1765.8	0.645	10.000000	9.0	0.3	29.24	5.02e-11	17.23	4.72e-09	0.96
XI-11	XI	99491	99581	+	1765.8	0.636	9.500000	9.0	1.2	7.31	5.95e-06	11.52	1.36e-07	0.96
XII-32	XII	665145	665235	+	1765.8	0.600	9.500000	9.0	0.3	29.24	5.02e-11	20.86	9.26e-10	0.96
XII-27	XII	704537	704627	+	1765.8	0.606	10.000000	9.0	0.3	29.24	5.02e-11	23.88	2.90e-10	0.96
XII-24	XII	759150	759240	+	1765.8	0.758	10.500000	9.0	1.2	7.31	5.95e-06	46.09	9.35e-13	0.96
XII-35	XII	819119	819209	+	1765.8	0.800	9.000000	9.0	0.3	29.24	5.02e-11	20.86	9.26e-10	0.96
XIII-12	XIII	225661	225751	+	1765.8	0.515	9.500000	9.0	0.3	29.24	5.02e-11	15.86	9.55e-09	0.96
XIII-10	XIII	347161	347251	+	1765.8	0.655	10.000000	9.0	0.3	29.24	5.02e-11	22.27	5.29e-10	0.96
XIII-18	XIII	349940	350030	+	1765.8	0.833	9.000000	9.0	0.9	9.75	5.34e-07	11.26	1.65e-07	0.96
XIII-17	XIII	754340	754430	+	1765.8	0.697	9.500000	9.0	0.3	29.24	5.02e-11	11.01	1.98e-07	0.96
XIII-28	XIII	915050	915140	+	1765.8	0.704	8.500000	9.0	0.3	29.24	5.02e-11	19.43	1.70e-09	1.01
XIV-15	XIV	96277	96367	+	1765.8	0.621	9.000000	9.0	0.3	29.24	5.02e-11	38.12	4.97e-12	0.96
XIV-14	XIV	427369	427459	+	1765.8	0.714	9.500000	9.0	0.3	29.24	5.02e-11	27.53	8.48e-11	0.96
XIV-11	XIV	441028	441118	+	1765.8	0.806	10.500000	9.0	0.9	9.75	5.34e-07	16.25	7.78e-09	0.96
XV-21	XV	511503	511593	+	1765.8	0.634	10.500000	9.0	0.6	14.62	1.89e-08	18.88	2.18e-09	0.96
XVI-17	XVI	432181	432271	+	1765.8	0.750	9.500000	9.0	0.6	14.62	1.89e-08	13.58	3.51e-08	0.96
XVI-19	XVI	700068	700158	+	1765.8	0.714	9.000000	9.0	0.3	29.24	5.02e-11	17.09	5.08e-09	0.96
XVI-16	XVI	840724	840814	+	1765.8	0.786	10.000000	9.0	0.3	29.24	5.02e-11	20.02	1.32e-09	0.96
I-9	I	141716	141806	+	1667.7	0.571	8.500000	8.5	0.3	27.62	1.47e-09	11.01	1.45e-06	0.91
II-12	II	135824	135914	+	1667.7	0.704	9.500000	8.5	0.6	13.81	2.76e-07	12.40	6.10e-07	0.91
II-20	II	136128	136218	+	1667.7	0.562	8.500000	8.5	0.3	27.62	1.47e-09	10.95	1.51e-06	0.91
II-13	II	332594	332684	+	1667.7	0.720	9.500000	8.5	0.3	27.62	1.47e-09	23.40	5.23e-09	0.91
II-24	II	376097	376187	+	1667.7	0.606	8.500000	8.5	0.3	27.62	1.47e-09	10.29	2.36e-06	0.91
II-16	II	604293	604383	+	1667.7	0.621	9.500000	8.5	0.3	27.62	1.47e-09	15.22	1.34e-07	0.91
IV-33	IV	321742	321832	+	1667.7	0.739	8.500000	8.5	0.3	27.62	1.47e-09	21.03	1.18e-08	0.91
IV-23	IV	321980	322070	+	1667.7	0.545	9.500000	8.5	0.3	27.62	1.47e-09	21.03	1.18e-08	0.91
IV-24	IV	368981	369071	+	1667.7	0.595	9.500000	8.5	0.3	27.62	1.47e-09	12.48	5.81e-07	0.91
IV-39	IV	591710	591800	+	1667.7	0.679	8.000000	8.5	0.3	27.62	1.47e-09	15.73	1.05e-07	0.96
IV-31	IV	835945	836035	+	1667.7	0.692	9.000000	8.5	0.3	27.62	1.47e-09	20.57	1.39e-08	0.91
IV-26	IV	927001	927091	+	1667.7	0.760	9.500000	8.5	0.9	9.21	5.20e-06	14.74	1.70e-07	0.91
IV-20	IV	1013863	1013953	+	1667.7	0.742	10.000000	8.5	0.3	27.62	1.47e-09	12.23	6.72e-07	0.91
IV-36	IV	1345394	1345484	+	1667.7	0.850	8.500000	8.5	0.3	27.62	1.47e-09	32.84	3.86e-10	0.91
IV-37	IV	1461693	1461783	+	1667.7	0.762	8.500000	8.5	0.3	27.62	1.47e-09	27.94	1.34e-09	0.96
IX-10	IX	257291	257381	+	1667.7	0.575	9.000000	8.5	0.3	27.62	1.47e-09	6.86	4.63e-05	0.91
IX-14	IX	336284	336374	+	1667.7	0.692	8.500000	8.5	0.9	9.21	5.20e-06	11.63	9.74e-07	0.91
MT-9	MT	60577	60667	+	1667.7	0.714	9.000000	8.5	0.9	9.21	5.20e-06	7.83	1.83e-05	0.91
V-22	V	53399	53489	+	1667.7	0.529	9.500000	8.5	0.9	9.21	5.20e-06	17.49	4.74e-08	0.91
V-23	V	53638	53728	+	1667.7	0.667	9.500000	8.5	0.3	27.62	1.47e-09	17.83	4.11e-08	0.91
V-34	V	311440	311530	+	1667.7	0.727	8.500000	8.5	0.6	13.81	2.76e-07	21.77	9.08e-09	0.91
V-31	V	355022	355112	+	1667.7	0.647	9.000000	8.5	0.6	13.81	2.76e-07	27.13	1.68e-09	0.91
VI-12	VI	74868	74958	+	1667.7	0.654	8.500000	8.5	0.3	27.62	1.47e-09	18.53	3.07e-08	0.91
VI-13	VI	101354	101444	+	1667.7	0.792	8.500000	8.5	0.3	27.62	1.47e-09	20.80	1.28e-08	0.91
VII-35	VII	423187	423277	+	1667.7	0.731	8.500000	8.5	0.3	27.62	1.47e-09	14.74	1.70e-07	0.91
VII-36	VII	483330	483420	+	1667.7	0.750	8.500000	8.5	0.3	27.62	1.47e-09	10.17	2.55e-06	0.91
VII-37	VII	483841	483931	+	1667.7	0.593	8.500000	8.5	0.3	27.62	1.47e-09	10.52	2.01e-06	0.91
VII-38	VII	650806	650896	+	1667.7	0.778	8.500000	8.5	0.3	27.62	1.47e-09	15.47	1.19e-07	0.91
VII-34	VII	726679	726769	+	1667.7	0.610	9.000000	8.5	0.6	13.81	2.76e-07	19.30	2.26e-08	0.96
VII-31	VII	976963	977053	+	1667.7	0.704	9.500000	8.5	0.3	27.62	1.47e-09	23.11	5.75e-09	0.91
VII-42	VII	1000235	1000325	+	1667.7	0.562	8.500000	8.5	0.9	9.21	5.20e-06	14.07	2.40e-07	0.91
VIII-14	VIII	50739	50829	+	1667.7	0.750	8.500000	8.5	0.6	13.81	2.76e-07	9.22	5.14e-06	0.91
X-15	X	195520	195610	+	1667.7	0.880	9.000000	8.5	0.3	27.62	1.47e-09	24.31	3.91e-09	0.91
X-13	X	651636	651726	+	1667.7	0.655	10.000000	8.5	0.3	27.62	1.47e-09	12.91	4.54e-07	0.91
XI-15	XI	67992	68082	+	1667.7	0.567	9.000000	8.5	0.3	27.62	1.47e-09	10.01	2.87e-06	0.91
XI-13	XI	429104	429194	+	1667.7	0.760	9.500000	8.5	0.3	27.62	1.47e-09	16.57	7.13e-08	0.91
XII-30	XII	81165	81255	+	1667.7	0.808	9.500000	8.5	0.6	13.81	2.76e-07	14.07	2.40e-07	0.91
XII-37	XII	369901	369991	+	1667.7	0.594	8.500000	8.5	1.2	6.90	4.42e-05	6.66	5.65e-05	0.91
XII-39	XII	932185	932275	+	1667.7	0.545	8.500000	8.5	0.6	13.81	2.76e-07	14.29	2.14e-07	0.96
XIII-24	XIII	557188	557278	+	1667.7	0.708	8.500000	8.5	0.3	27.62	1.47e-09	16.57	7.13e-08	0.91
XIII-27	XIII	675157	675247	+	1667.7	0.792	8.500000	8.5	0.9	9.21	5.20e-06	20.57	1.39e-08	0.91
XIV-17	XIV	479249	479339	+	1667.7	0.654	8.500000	8.5	0.6	13.81	2.76e-07	24.31	3.91e-09	0.91
XV-31	XV	228372	228462	+	1667.7	0.720	9.000000	8.5	0.3	27.62	1.47e-09	23.11	5.75e-09	0.96
XVI-21	XVI	280173	280263	+	1667.7	0.654	8.500000	8.5	0.3	27.62	1.47e-09	17.49	4.74e-08	0.91
XVI-23	XVI	455130	455220	+	1667.7	0.773	8.500000	8.5	0.3	27.62	1.47e-09	13.66	2.99e-07	0.91
XVI-24	XVI	502755	502845	+	1667.7	0.514	8.500000	8.5	0.3	27.62	1.47e-09	14.74	1.70e-07	0.91
XVI-25	XVI	627494	627584	+	1667.7	0.762	8.500000	8.5	0.3	27.62	1.47e-09	35.32	2.19e-10	0.91
XVI-26	XVI	928145	928235	+	1667.7	0.613	8.500000	8.5	0.6	13.81	2.76e-07	18.53	3.07e-08	0.91
II-11	II	36506	36596	+	1569.6	0.733	9.500000	8.0	0.3	25.99	1.47e-09	26.69	1.20e-09	0.96
II-17	II	256013	256103	+	1569.6	0.667	9.000000	8.0	0.3	25.99	1.47e-09	16.02	5.83e-08	0.96
II-28	II	466415	466505	+	1569.6	0.586	8.000000	8.0	0.3	25.99	1.47e-09	23.49	3.19e-09	0.96
II-29	II	490648	490738	+	1569.6	0.667	8.000000	8.0	0.6	13.00	2.76e-07	23.18	3.53e-09	0.96
II-25	II	555822	555912	+	1569.6	0.724	8.500000	8.0	0.3	25.99	1.47e-09	15.45	7.62e-08	0.96
IV-47	IV	330818	330908	+	1569.6	0.667	7.500000	8.0	0.6	13.00	2.76e-07	25.91	1.51e-09	1.03
IV-29	IV	357265	357355	+	1569.6	0.692	9.000000	8.0	0.6	13.00	2.76e-07	15.87	6.24e-08	0.96
IV-34	IV	411003	411093	+	1569.6	0.633	8.500000	8.0	0.6	13.00	2.76e-07	8.72	4.97e-06	1.03
IV-41	IV	909584	909674	+	1569.6	0.667	8.000000	8.0	0.3	25.99	1.47e-09	23.49	3.19e-09	0.96
IX-13	IX	232501	232591	+	1569.6	0.625	8.500000	8.0	0.3	25.99	1.47e-09	25.91	1.51e-09	0.96
IX-17	IX	258420	258510	+	1569.6	0.625	8.000000	8.0	0.3	25.99	1.47e-09	6.48	4.52e-05	0.96
IX-11	IX	316471	316561	+	1569.6	0.656	9.000000	8.0	0.3	25.99	1.47e-09	17.62	2.85e-08	0.96
IX-12	IX	386747	386837	+	1569.6	0.677	9.000000	8.0	0.3	25.99	1.47e-09	9.79	2.18e-06	0.96
MT-11	MT	79255	79345	+	1569.6	0.630	8.500000	8.0	1.2	6.50	4.42e-05	7.94	1.09e-05	0.96
V-32	V	86548	86638	+	1569.6	0.760	8.500000	8.0	0.3	25.99	1.47e-09	7.50	1.62e-05	0.96
V-25	V	221635	221725	+	1569.6	0.786	9.500000	8.0	0.3	25.99	1.47e-09	14.68	1.12e-07	0.96
V-36	V	292798	292888	+	1569.6	0.895	8.000000	8.0	0.3	25.99	1.47e-09	27.53	9.44e-10	0.96
V-37	V	342589	342679	+	1569.6	0.708	8.000000	8.0	0.9	8.66	5.20e-06	22.30	4.75e-09	0.96
V-39	V	434472	434562	+	1569.6	0.654	8.000000	8.0	0.3	25.99	1.47e-09	7.53	1.58e-05	0.96
VII-43	VII	110623	110713	+	1569.6	0.741	8.000000	8.0	0.3	25.99	1.47e-09	30.91	3.86e-10	0.96
VII-21	VII	277313	277403	+	1569.6	0.600	10.500000	8.0	0.6	13.00	2.76e-07	23.18	3.53e-09	0.96
VII-33	VII	438573	438663	+	1569.6	0.630	9.000000	8.0	0.9	8.66	5.20e-06	13.35	2.27e-07	0.96
VII-27	VII	592719	592809	+	1569.6	0.553	9.500000	8.0	1.2	6.50	4.42e-05	15.45	7.62e-08	0.96
VII-40	VII	785703	785793	+	1569.6	0.700	8.500000	8.0	1.2	6.50	4.42e-05	11.37	7.39e-07	0.96
X-17	X	119914	120004	+	1569.6	0.750	8.000000	8.0	0.3	25.99	1.47e-09	7.31	1.94e-05	0.96
X-19	X	294419	294509	+	1569.6	0.714	8.000000	8.0	0.3	25.99	1.47e-09	10.24	1.57e-06	0.96
X-20	X	615260	615350	+	1569.6	0.870	8.000000	8.0	0.3	25.99	1.47e-09	17.62	2.85e-08	0.96
X-29	X	745208	745298	+	1569.6	0.615	7.500000	8.0	0.9	8.66	5.20e-06	22.88	3.91e-09	1.03
XI-16	XI	68206	68296	+	1569.6	0.548	9.000000	8.0	0.3	25.99	1.47e-09	9.32	3.09e-06	0.96
XI-23	XI	164733	164823	+	1569.6	0.800	8.000000	8.0	0.3	25.99	1.47e-09	16.02	5.83e-08	0.96
XI-17	XI	231367	231457	+	1569.6	0.750	8.500000	8.0	0.3	25.99	1.47e-09	16.94	3.83e-08	0.96
XI-25	XI	385264	385354	+	1569.6	0.556	8.000000	8.0	0.3	25.99	1.47e-09	10.01	1.86e-06	0.96
XI-20	XI	513985	514075	+	1569.6	0.640	8.500000	8.0	0.3	25.99	1.47e-09	8.77	4.79e-06	0.96
XI-10	XI	581078	581168	+	1569.6	0.767	10.000000	8.0	0.3	25.99	1.47e-09	15.06	9.25e-08	0.96
XII-31	XII	423941	424031	+	1569.6	0.500	9.500000	8.0	0.6	13.00	2.76e-07	8.94	4.16e-06	0.96
XII-42	XII	839600	839690	+	1569.6	0.633	8.000000	8.0	0.3	25.99	1.47e-09	11.15	8.50e-07	0.96
XIII-29	XIII	29928	30018	+	1569.6	0.857	8.000000	8.0	0.3	25.99	1.47e-09	13.87	1.70e-07	0.96
XIII-14	XIII	306572	306662	+	1569.6	0.595	9.500000	8.0	0.6	13.00	2.76e-07	13.87	1.70e-07	0.96
XIII-31	XIII	353035	353125	+	1569.6	0.667	8.000000	8.0	0.3	25.99	1.47e-09	12.95	2.83e-07	0.96
XIII-23	XIII	433933	434023	+	1569.6	0.846	8.500000	8.0	0.3	25.99	1.47e-09	18.94	1.64e-08	0.96
XIV-18	XIV	281651	281741	+	1569.6	0.655	8.000000	8.0	0.3	25.99	1.47e-09	23.81	2.88e-09	0.96
XIV-16	XIV	405823	405913	+	1569.6	0.714	9.000000	8.0	0.3	25.99	1.47e-09	31.46	3.36e-10	0.96
XIV-19	XIV	427103	427193	+	1569.6	0.531	8.000000	8.0	0.3	25.99	1.47e-09	22.88	3.91e-09	0.96
XIV-20	XIV	444514	444604	+	1569.6	0.724	8.000000	8.0	0.3	25.99	1.47e-09	12.95	2.83e-07	0.96
XV-28	XV	80101	80191	+	1569.6	0.471	9.000000	8.0	0.9	8.66	5.20e-06	9.57	2.55e-06	0.96
XV-37	XV	253783	253873	+	1569.6	0.667	8.000000	8.0	0.3	25.99	1.47e-09	16.02	5.83e-08	0.96
XV-32	XV	253941	254031	+	1569.6	0.629	9.000000	8.0	0.3	25.99	1.47e-09	16.02	5.83e-08	0.96
XV-41	XV	770258	770348	+	1569.6	0.733	8.000000	8.0	0.3	25.99	1.47e-09	18.74	1.78e-08	0.96
XV-36	XV	1043331	1043421	+	1569.6	0.657	8.500000	8.0	0.3	25.99	1.47e-09	14.93	9.86e-08	0.96
XVI-29	XVI	339630	339720	+	1569.6	0.615	8.000000	8.0	0.3	25.99	1.47e-09	12.58	3.50e-07	0.96
XVI-31	XVI	378582	378672	+	1569.6	0.594	8.000000	8.0	0.9	8.66	5.20e-06	19.80	1.18e-08	0.96
XVI-22	XVI	431791	431881	+	1569.6	0.600	8.500000	8.0	0.3	25.99	1.47e-09	11.75	5.81e-07	0.96
XVI-18	XVI	645453	645543	+	1569.6	0.606	9.000000	8.0	0.3	25.99	1.47e-09	7.63	1.44e-05	0.96
XVI-20	XVI	857075	857165	+	1569.6	0.556	9.000000	8.0	1.2	6.50	4.42e-05	12.23	4.31e-07	0.96
I-10	I	190210	190300	+	1471.5	0.562	8.500000	7.5	0.9	8.12	4.51e-05	15.44	7.80e-07	0.90
II-33	II	124896	124986	+	1471.5	0.750	7.500000	7.5	0.3	24.37	3.81e-08	44.64	6.34e-10	0.90
II-21	II	140780	140870	+	1471.5	0.696	8.500000	7.5	0.3	24.37	3.81e-08	9.55	1.67e-05	0.90
II-22	II	159955	160045	+	1471.5	0.531	8.500000	7.5	0.3	24.37	3.81e-08	18.56	2.33e-07	0.90
II-23	II	202401	202491	+	1471.5	0.708	8.500000	7.5	0.6	12.18	3.59e-06	14.88	9.91e-07	0.90
II-27	II	203284	203374	+	1471.5	0.654	8.000000	7.5	0.3	24.37	3.81e-08	16.52	5.02e-07	0.90
II-36	II	341580	341670	+	1471.5	0.750	7.500000	7.5	0.3	24.37	3.81e-08	12.42	3.18e-06	0.90
III-14	III	50421	50511	+	1471.5	0.905	7.500000	7.5	0.3	24.37	3.81e-08	12.90	2.49e-06	0.90
IV-38	IV	42485	42575	+	1471.5	0.682	8.000000	7.5	0.3	24.37	3.81e-08	16.85	4.39e-07	0.90
IV-44	IV	77002	77092	+	1471.5	0.727	7.500000	7.5	0.3	24.37	3.81e-08	31.16	7.29e-09	0.97
IV-46	IV	132837	132927	+	1471.5	0.727	7.500000	7.5	0.3	24.37	3.81e-08	14.24	1.32e-06	0.90
IV-57	IV	359617	359707	+	1471.5	0.727	7.000000	7.5	0.3	24.37	3.81e-08	11.31	5.76e-06	0.97
IV-49	IV	591952	592042	+	1471.5	0.500	7.500000	7.5	0.3	24.37	3.81e-08	13.54	1.83e-06	0.90
IV-50	IV	699744	699834	+	1471.5	0.727	7.500000	7.5	0.3	24.37	3.81e-08	32.39	5.62e-09	0.90
IV-40	IV	722005	722095	+	1471.5	0.667	8.000000	7.5	0.3	24.37	3.81e-08	26.22	2.34e-08	0.90
IV-35	IV	765394	765484	+	1471.5	0.783	8.500000	7.5	0.6	12.18	3.59e-06	12.61	2.88e-06	0.90
IV-52	IV	1175839	1175929	+	1471.5	0.762	7.500000	7.5	0.3	24.37	3.81e-08	22.63	6.26e-08	0.90
IX-16	IX	138269	138359	+	1471.5	0.783	8.000000	7.5	0.3	24.37	3.81e-08	9.89	1.34e-05	0.90
