# HOMER Peaks
# Peak finding parameters:
# tag directory = SPT5_T15_R2_Tagdir
#
# total peaks = 691
# peak size = 92
# peaks found using tags on both strands
# minimum distance between peaks = 184
# fragment length = 78
# genome size = 12121911
# Total tags = 61380.5
# Total tags in peaks = 6812.0
# Approximate IP efficiency = 11.10%
# tags per bp = 0.005015
# expected tags per peak = 0.461
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.908387e-07
# FDR tag threshold = 7.0
# number of putative peaks = 805
#
# input tag directory = SPT5_T15_R2_controlTagdir
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 87
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 27
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks SPT5_T15_R2_Tagdir -style factor -i SPT5_T15_R2_controlTagdir -o SPT5_T15_R2_homer_narrowPeak.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
IV-20	IV	1359693	1359785	+	1629.2	0.733	11.000000	10.0	1.1	9.30	2.15e-07	15.17	2.21e-09	0.95
IV-33	IV	1490140	1490232	+	1629.2	0.706	10.000000	10.0	0.4	27.90	6.73e-12	12.24	1.62e-08	0.95
IX-9	IX	257245	257337	+	1629.2	0.625	10.000000	10.0	0.4	27.90	6.73e-12	8.79	3.57e-07	0.95
IX-10	IX	333315	333407	+	1629.2	0.410	10.000000	10.0	0.4	27.90	6.73e-12	15.06	2.36e-09	0.95
IX-12	IX	439333	439425	+	1629.2	0.724	10.000000	10.0	0.4	27.90	6.73e-12	25.64	1.52e-11	0.95
VI-5	VI	224900	224992	+	1629.2	0.667	10.500000	10.0	0.4	27.90	6.73e-12	7.56	1.37e-06	0.95
VI-4	VI	225125	225217	+	1629.2	0.571	11.000000	10.0	0.7	13.95	4.82e-09	7.61	1.29e-06	0.95
VII-21	VII	190947	191039	+	1629.2	0.600	10.000000	10.0	0.4	27.90	6.73e-12	21.33	8.86e-11	0.95
VII-16	VII	592489	592581	+	1629.2	0.714	10.500000	10.0	1.1	9.30	2.15e-07	8.45	5.11e-07	0.95
VII-17	VII	593106	593198	+	1629.2	0.568	10.500000	10.0	1.4	6.98	2.77e-06	8.35	5.67e-07	0.95
VII-24	VII	726761	726853	+	1629.2	0.645	10.000000	10.0	1.1	9.30	2.15e-07	27.61	7.44e-12	0.95
VII-19	VII	739232	739324	+	1629.2	0.639	10.500000	10.0	0.4	27.90	6.73e-12	23.93	2.94e-11	0.95
VII-25	VII	809624	809716	+	1629.2	0.647	10.000000	10.0	0.4	27.90	6.73e-12	13.99	4.71e-09	0.95
VIII-11	VIII	512229	512321	+	1629.2	0.590	10.000000	10.0	0.4	27.90	6.73e-12	31.68	1.98e-12	0.95
XI-10	XI	97	189	+	1629.2	0.793	10.500000	10.0	0.4	27.90	6.73e-12	38.46	3.00e-13	0.95
XI-8	XI	308770	308862	+	1629.2	0.594	11.000000	10.0	1.1	9.30	2.15e-07	21.54	8.06e-11	0.95
XI-9	XI	327783	327875	+	1629.2	0.600	11.000000	10.0	0.4	27.90	6.73e-12	19.40	2.17e-10	0.95
XI-12	XI	589981	590073	+	1629.2	0.812	10.500000	10.0	0.7	13.95	4.82e-09	37.79	3.56e-13	0.95
XII-17	XII	253451	253543	+	1629.2	0.537	11.000000	10.0	1.1	9.30	2.15e-07	19.06	2.58e-10	0.95
XII-11	XII	490666	490758	+	1629.2	0.683	11.500000	10.0	0.4	27.90	6.73e-12	15.17	2.21e-09	0.95
XII-12	XII	728526	728618	+	1629.2	0.619	11.500000	10.0	0.4	27.90	6.73e-12	16.96	7.76e-10	0.95
XII-22	XII	1065238	1065330	+	1629.2	0.697	10.500000	10.0	0.7	13.95	4.82e-09	17.37	6.20e-10	0.95
XIII-16	XIII	69789	69881	+	1629.2	0.750	10.000000	10.0	1.1	9.30	2.15e-07	12.52	1.31e-08	0.95
XIII-19	XIII	253419	253511	+	1629.2	0.605	10.000000	10.0	1.1	9.30	2.15e-07	20.91	1.07e-10	0.95
XIII-20	XIII	388239	388331	+	1629.2	0.688	10.000000	10.0	0.7	13.95	4.82e-09	16.70	8.99e-10	0.95
XIV-8	XIV	335957	336049	+	1629.2	0.643	11.500000	10.0	0.4	27.90	6.73e-12	11.52	2.81e-08	0.95
XIV-13	XIV	495188	495280	+	1629.2	0.500	10.500000	10.0	0.7	13.95	4.82e-09	14.17	4.17e-09	0.95
XV-28	XV	117987	118079	+	1629.2	0.800	10.000000	10.0	0.7	13.95	4.82e-09	63.35	2.26e-15	0.95
XV-29	XV	462397	462489	+	1629.2	0.704	10.000000	10.0	0.4	27.90	6.73e-12	20.13	1.53e-10	0.95
XV-30	XV	487489	487581	+	1629.2	0.733	10.000000	10.0	0.7	13.95	4.82e-09	27.61	7.44e-12	1.00
XVI-18	XVI	114723	114815	+	1629.2	0.743	10.500000	10.0	0.4	27.90	6.73e-12	13.30	7.52e-09	0.95
XVI-22	XVI	695142	695234	+	1629.2	0.658	10.500000	10.0	0.4	27.90	6.73e-12	17.09	7.20e-10	0.95
XVI-30	XVI	834390	834482	+	1629.2	0.778	10.000000	10.0	0.7	13.95	4.82e-09	23.41	3.63e-11	0.95
XVI-17	XVI	928071	928163	+	1629.2	0.676	11.000000	10.0	0.7	13.95	4.82e-09	17.23	6.68e-10	0.95
I-2	I	88	180	+	1547.7	0.576	11.000000	9.5	0.4	26.51	1.88e-10	37.20	9.85e-12	0.91
I-4	I	45411	45503	+	1547.7	0.667	10.000000	9.5	0.4	26.51	1.88e-10	18.11	4.91e-09	0.91
II-19	II	203187	203279	+	1547.7	0.606	9.500000	9.5	1.1	8.84	2.02e-06	20.46	1.74e-09	0.91
II-20	II	278572	278664	+	1547.7	0.870	9.500000	9.5	1.1	8.84	2.02e-06	23.79	4.77e-10	0.91
II-21	II	371155	371247	+	1547.7	0.781	9.500000	9.5	0.4	26.51	1.88e-10	11.18	2.72e-07	0.91
II-13	II	376065	376157	+	1547.7	0.594	11.000000	9.5	0.4	26.51	1.88e-10	8.46	2.88e-06	0.91
II-22	II	392557	392649	+	1547.7	0.647	9.500000	9.5	0.4	26.51	1.88e-10	23.52	5.27e-10	0.91
II-23	II	408827	408919	+	1547.7	0.714	9.500000	9.5	0.4	26.51	1.88e-10	15.62	1.71e-08	0.91
IV-26	IV	76898	76990	+	1547.7	0.625	10.000000	9.5	0.4	26.51	1.88e-10	19.87	2.23e-09	0.91
IV-44	IV	1165034	1165126	+	1547.7	0.636	9.000000	9.5	0.7	13.25	6.72e-08	14.51	3.16e-08	0.96
IV-25	IV	1251799	1251891	+	1547.7	0.677	10.500000	9.5	0.4	26.51	1.88e-10	25.26	2.85e-10	0.91
IX-13	IX	249491	249583	+	1547.7	0.690	9.500000	9.5	0.4	26.51	1.88e-10	9.09	1.60e-06	0.91
IX-11	IX	382366	382458	+	1547.7	0.425	10.000000	9.5	0.4	26.51	1.88e-10	9.52	9.99e-07	0.91
V-24	V	212184	212276	+	1547.7	0.677	9.500000	9.5	0.4	26.51	1.88e-10	13.55	5.59e-08	0.91
V-16	V	222445	222537	+	1547.7	0.649	11.000000	9.5	0.4	26.51	1.88e-10	16.37	1.15e-08	0.91
V-13	V	311412	311504	+	1547.7	0.694	11.500000	9.5	0.4	26.51	1.88e-10	20.67	1.59e-09	0.91
V-21	V	559119	559211	+	1547.7	0.656	10.500000	9.5	1.1	8.84	2.02e-06	33.54	2.43e-11	0.91
VI-6	VI	106911	107003	+	1547.7	0.667	10.000000	9.5	1.1	8.84	2.02e-06	8.15	3.85e-06	0.91
VI-7	VI	223970	224062	+	1547.7	0.595	10.000000	9.5	0.7	13.25	6.72e-08	7.03	1.23e-05	0.91
VII-20	VII	166003	166095	+	1547.7	0.700	10.000000	9.5	1.1	8.84	2.02e-06	16.64	1.01e-08	0.96
VII-23	VII	592741	592833	+	1547.7	0.579	10.000000	9.5	0.7	13.25	6.72e-08	7.93	4.79e-06	0.91
VII-30	VII	609954	610046	+	1547.7	0.568	9.500000	9.5	0.7	13.25	6.72e-08	16.64	1.01e-08	0.91
VII-26	VII	976975	977067	+	1547.7	0.645	10.000000	9.5	0.4	26.51	1.88e-10	15.99	1.41e-08	0.91
VIII-8	VIII	55995	56087	+	1547.7	0.703	10.500000	9.5	0.4	26.51	1.88e-10	17.34	7.08e-09	0.91
VIII-10	VIII	422601	422693	+	1547.7	0.677	10.000000	9.5	0.4	26.51	1.88e-10	21.77	1.02e-09	0.91
X-8	X	236687	236779	+	1547.7	0.677	10.500000	9.5	0.4	26.51	1.88e-10	30.09	6.26e-11	0.91
X-10	X	639605	639697	+	1547.7	0.600	10.500000	9.5	0.4	26.51	1.88e-10	14.51	3.16e-08	0.91
X-11	X	703241	703333	+	1547.7	0.750	10.500000	9.5	0.7	13.25	6.72e-08	15.05	2.34e-08	0.91
XI-17	XI	69007	69099	+	1547.7	0.690	9.500000	9.5	0.4	26.51	1.88e-10	11.00	3.10e-07	0.91
XI-13	XI	230440	230532	+	1547.7	0.793	10.000000	9.5	0.7	13.25	6.72e-08	13.55	5.59e-08	0.91
XI-14	XI	278561	278653	+	1547.7	0.639	10.000000	9.5	0.7	13.25	6.72e-08	16.64	1.01e-08	0.91
XII-19	XII	83890	83982	+	1547.7	0.690	10.500000	9.5	1.1	8.84	2.02e-06	14.62	2.98e-08	0.91
XII-23	XII	424327	424419	+	1547.7	0.564	10.000000	9.5	0.4	26.51	1.88e-10	12.25	1.29e-07	0.91
XII-25	XII	660213	660305	+	1547.7	0.688	10.000000	9.5	1.1	8.84	2.02e-06	10.83	3.53e-07	0.91
XIII-17	XIII	91163	91255	+	1547.7	0.800	10.000000	9.5	0.7	13.25	6.72e-08	27.65	1.30e-10	0.91
XIII-32	XIII	272015	272107	+	1547.7	0.800	9.000000	9.5	0.4	26.51	1.88e-10	20.88	1.46e-09	0.96
XIII-9	XIII	347246	347338	+	1547.7	0.511	11.500000	9.5	0.4	26.51	1.88e-10	14.31	3.56e-08	0.91
XIII-24	XIII	540258	540350	+	1547.7	0.657	9.500000	9.5	0.4	26.51	1.88e-10	16.37	1.15e-08	0.91
XIII-22	XIII	545737	545829	+	1547.7	0.759	10.000000	9.5	0.4	26.51	1.88e-10	28.82	9.11e-11	0.91
XIV-10	XIV	63079	63171	+	1547.7	0.605	10.500000	9.5	0.4	26.51	1.88e-10	14.72	2.81e-08	0.91
XIV-11	XIV	340151	340243	+	1547.7	0.880	10.500000	9.5	1.4	6.63	1.96e-05	13.46	5.91e-08	0.91
XIV-14	XIV	663908	664000	+	1547.7	0.667	10.500000	9.5	0.4	26.51	1.88e-10	12.71	9.51e-08	0.91
XV-36	XV	673834	673926	+	1547.7	0.818	9.500000	9.5	0.4	26.51	1.88e-10	20.26	1.89e-09	0.91
XVI-21	XVI	641285	641377	+	1547.7	0.585	10.500000	9.5	1.4	6.63	1.96e-05	6.54	2.17e-05	0.91
XVI-28	XVI	641563	641655	+	1547.7	0.609	10.000000	9.5	1.1	8.84	2.02e-06	6.54	2.17e-05	0.91
XVI-32	XVI	794734	794826	+	1547.7	0.588	9.500000	9.5	0.4	26.51	1.88e-10	21.54	1.12e-09	0.91
I-5	I	190229	190321	+	1466.3	0.543	9.500000	9.0	0.7	12.56	6.72e-08	17.46	4.22e-09	0.96
I-6	I	210994	211086	+	1466.3	0.800	9.500000	9.0	0.4	25.11	1.88e-10	55.39	1.85e-13	0.96
I-8	I	230020	230110	+	1466.3	0.708	9.000000	9.0	0.7	12.56	6.72e-08	57.02	1.43e-13	0.96
II-9	II	136151	136243	+	1466.3	0.568	11.500000	9.0	0.7	12.56	6.72e-08	10.20	3.69e-07	0.96
II-24	II	476754	476846	+	1466.3	0.590	9.500000	9.0	0.7	12.56	6.72e-08	13.10	4.73e-08	0.96
II-25	II	555301	555393	+	1466.3	0.759	9.500000	9.0	0.4	25.11	1.88e-10	16.15	8.16e-09	0.96
II-16	II	662663	662755	+	1466.3	0.742	10.500000	9.0	0.4	25.11	1.88e-10	19.78	1.46e-09	0.96
II-18	II	770749	770841	+	1466.3	0.778	10.000000	9.0	0.7	12.56	6.72e-08	24.23	2.56e-10	0.96
III-5	III	50631	50723	+	1466.3	0.800	9.000000	9.0	0.4	25.11	1.88e-10	10.77	2.38e-07	1.01
III-6	III	163849	163941	+	1466.3	0.652	9.000000	9.0	0.4	25.11	1.88e-10	20.62	1.02e-09	0.96
III-7	III	262813	262905	+	1466.3	0.667	9.000000	9.0	0.4	25.11	1.88e-10	21.78	6.40e-10	0.96
IV-35	IV	550802	550894	+	1466.3	0.606	9.500000	9.0	0.7	12.56	6.72e-08	11.14	1.80e-07	0.96
IV-31	IV	1242869	1242961	+	1466.3	0.636	10.000000	9.0	0.4	25.11	1.88e-10	11.75	1.16e-07	0.96
IV-32	IV	1468926	1469018	+	1466.3	0.812	10.000000	9.0	0.7	12.56	6.72e-08	16.02	8.76e-09	0.96
V-22	V	303573	303665	+	1466.3	0.633	10.000000	9.0	1.1	8.37	2.02e-06	14.36	2.20e-08	0.96
VI-10	VI	4839	4931	+	1466.3	0.647	9.000000	9.0	0.4	25.11	1.88e-10	25.51	1.64e-10	0.96
VI-9	VI	183043	183135	+	1466.3	0.568	9.500000	9.0	1.4	6.28	1.96e-05	12.92	5.29e-08	0.96
VII-32	VII	67354	67446	+	1466.3	0.625	9.000000	9.0	1.1	8.37	2.02e-06	25.51	1.64e-10	0.96
VII-34	VII	277252	277344	+	1466.3	0.733	9.000000	9.0	0.7	12.56	6.72e-08	16.71	6.13e-09	0.96
VII-39	VII	774401	774493	+	1466.3	0.750	9.000000	9.0	0.7	12.56	6.72e-08	13.65	3.35e-08	1.08
VII-27	VII	1083898	1083990	+	1466.3	0.714	10.000000	9.0	0.4	25.11	1.88e-10	26.20	1.30e-10	0.96
VIII-14	VIII	98492	98584	+	1466.3	0.800	9.000000	9.0	0.4	25.11	1.88e-10	17.95	3.34e-09	0.96
VIII-12	VIII	280220	280312	+	1466.3	0.583	9.500000	9.0	0.7	12.56	6.72e-08	9.46	6.82e-07	0.96
VIII-18	VIII	382965	383057	+	1466.3	0.657	9.000000	9.0	0.7	12.56	6.72e-08	15.89	9.38e-09	0.96
X-15	X	75696	75788	+	1466.3	0.696	9.000000	9.0	0.4	25.11	1.88e-10	13.37	3.99e-08	0.96
X-14	X	268569	268661	+	1466.3	0.559	9.500000	9.0	0.4	25.11	1.88e-10	38.77	4.28e-12	0.96
X-18	X	521808	521900	+	1466.3	0.760	9.000000	9.0	0.4	25.11	1.88e-10	16.15	8.16e-09	0.96
X-19	X	639104	639196	+	1466.3	0.680	9.000000	9.0	0.4	25.11	1.88e-10	13.95	2.81e-08	0.96
XI-16	XI	38294	38386	+	1466.3	0.857	9.500000	9.0	1.4	6.28	1.96e-05	22.03	5.81e-10	0.96
XI-22	XI	93755	93847	+	1466.3	0.600	9.000000	9.0	1.1	8.37	2.02e-06	15.14	1.41e-08	0.96
XI-11	XI	278068	278160	+	1466.3	0.750	10.500000	9.0	0.7	12.56	6.72e-08	14.80	1.71e-08	0.96
XI-18	XI	369427	369519	+	1466.3	0.512	9.500000	9.0	0.4	25.11	1.88e-10	13.37	3.99e-08	0.96
XI-20	XI	615240	615332	+	1466.3	0.500	9.500000	9.0	0.4	25.11	1.88e-10	11.40	1.49e-07	0.96
XI-5	XI	666420	666512	+	1466.3	0.634	11.500000	9.0	0.7	12.56	6.72e-08	37.28	6.03e-12	0.96
XII-27	XII	11379	11471	+	1466.3	0.786	9.500000	9.0	0.4	25.11	1.88e-10	47.28	7.47e-13	0.96
XII-16	XII	187443	187535	+	1466.3	0.605	11.000000	9.0	0.4	25.11	1.88e-10	31.27	2.80e-11	0.96
XII-28	XII	329457	329549	+	1466.3	0.720	9.500000	9.0	0.7	12.56	6.72e-08	23.36	3.51e-10	0.96
XII-30	XII	370605	370697	+	1466.3	0.562	9.000000	9.0	0.4	25.11	1.88e-10	6.80	1.05e-05	0.96
XII-26	XII	809102	809194	+	1466.3	0.679	10.000000	9.0	0.4	25.11	1.88e-10	15.89	9.38e-09	0.96
XII-35	XII	877741	877833	+	1466.3	0.588	9.000000	9.0	0.4	25.11	1.88e-10	12.43	7.32e-08	0.96
XIII-18	XIII	146254	146346	+	1466.3	0.611	10.000000	9.0	1.1	8.37	2.02e-06	20.84	9.33e-10	0.96
XIII-33	XIII	420505	420597	+	1466.3	0.680	9.000000	9.0	0.7	12.56	6.72e-08	25.18	1.84e-10	0.96
XIV-15	XIV	68570	68662	+	1466.3	0.741	9.500000	9.0	0.7	12.56	6.72e-08	23.36	3.51e-10	0.96
XIV-17	XIV	91626	91718	+	1466.3	0.905	9.000000	9.0	1.1	8.37	2.02e-06	18.29	2.85e-09	0.96
XIV-16	XIV	355646	355738	+	1466.3	0.632	9.500000	9.0	1.1	8.37	2.02e-06	11.61	1.29e-07	0.96
XV-31	XV	232104	232196	+	1466.3	0.704	9.500000	9.0	0.4	25.11	1.88e-10	10.10	4.02e-07	0.96
XV-42	XV	443793	443885	+	1466.3	0.645	9.000000	9.0	1.4	6.28	1.96e-05	10.89	2.17e-07	0.96
XV-43	XV	505256	505348	+	1466.3	0.647	9.000000	9.0	0.4	25.11	1.88e-10	21.54	7.05e-10	0.96
XV-34	XV	606381	606473	+	1466.3	0.690	9.500000	9.0	0.4	25.11	1.88e-10	23.64	3.16e-10	0.96
XV-35	XV	670938	671030	+	1466.3	0.800	9.500000	9.0	0.7	12.56	6.72e-08	17.78	3.62e-09	1.01
XVI-24	XVI	75134	75226	+	1466.3	0.514	10.000000	9.0	0.7	12.56	6.72e-08	12.27	8.14e-08	0.96
XVI-25	XVI	132584	132676	+	1466.3	0.731	10.000000	9.0	0.4	25.11	1.88e-10	10.83	2.27e-07	0.96
XVI-20	XVI	502437	502529	+	1466.3	0.628	10.500000	9.0	0.4	25.11	1.88e-10	8.54	1.72e-06	0.96
XVI-35	XVI	645723	645815	+	1466.3	0.692	9.000000	9.0	0.4	25.11	1.88e-10	6.12	2.40e-05	0.96
XVI-33	XVI	812871	812963	+	1466.3	0.692	9.500000	9.0	0.7	12.56	6.72e-08	38.77	4.28e-12	0.96
I-7	I	33006	33098	+	1384.8	0.654	9.000000	8.5	0.7	11.86	8.44e-07	10.58	1.92e-06	0.91
II-31	II	336947	337039	+	1384.8	0.600	8.500000	8.5	0.7	11.86	8.44e-07	13.87	2.67e-07	0.91
II-32	II	370890	370982	+	1384.8	0.818	8.500000	8.5	0.7	11.86	8.44e-07	13.08	4.12e-07	0.91
II-27	II	419537	419629	+	1384.8	0.528	9.000000	8.5	0.4	23.72	4.72e-09	10.00	2.88e-06	0.91
II-28	II	592888	592980	+	1384.8	0.692	9.000000	8.5	0.4	23.72	4.72e-09	10.96	1.49e-06	0.91
IV-37	IV	461370	461462	+	1384.8	0.719	9.000000	8.5	0.4	23.72	4.72e-09	12.63	5.34e-07	0.91
IV-38	IV	543803	543895	+	1384.8	0.629	9.000000	8.5	0.4	23.72	4.72e-09	6.93	4.28e-05	0.96
IV-41	IV	591821	591913	+	1384.8	0.731	9.000000	8.5	0.4	23.72	4.72e-09	6.40	7.43e-05	0.91
IV-50	IV	600517	600609	+	1384.8	0.692	8.500000	8.5	0.4	23.72	4.72e-09	7.50	2.47e-05	0.91
IV-53	IV	811757	811849	+	1384.8	0.692	8.500000	8.5	0.4	23.72	4.72e-09	19.48	2.11e-08	0.91
IX-15	IX	197692	197784	+	1384.8	0.731	8.500000	8.5	0.4	23.72	4.72e-09	25.79	2.49e-09	0.96
IX-16	IX	232660	232752	+	1384.8	0.606	8.500000	8.5	0.7	11.86	8.44e-07	22.33	7.48e-09	0.91
IX-14	IX	439687	439779	+	1384.8	0.579	9.000000	8.5	0.4	23.72	4.72e-09	21.29	1.07e-08	0.91
V-26	V	140909	141001	+	1384.8	0.636	9.000000	8.5	0.4	23.72	4.72e-09	10.77	1.70e-06	0.91
V-30	V	194919	195011	+	1384.8	0.826	8.500000	8.5	0.4	23.72	4.72e-09	9.59	3.91e-06	0.96
V-23	V	208607	208699	+	1384.8	0.750	9.500000	8.5	0.4	23.72	4.72e-09	12.45	5.90e-07	0.91
V-28	V	467999	468091	+	1384.8	0.625	9.000000	8.5	0.4	23.72	4.72e-09	11.97	7.90e-07	0.91
V-31	V	567756	567848	+	1384.8	0.708	8.500000	8.5	0.7	11.86	8.44e-07	11.10	1.37e-06	0.91
V-29	V	569866	569958	+	1384.8	0.600	9.000000	8.5	0.7	11.86	8.44e-07	11.66	9.53e-07	0.91
VII-41	VII	76637	76729	+	1384.8	0.645	8.500000	8.5	0.7	11.86	8.44e-07	14.88	1.58e-07	0.91
VII-33	VII	144575	144667	+	1384.8	0.913	9.000000	8.5	0.4	23.72	4.72e-09	14.30	2.13e-07	0.91
VII-42	VII	412244	412336	+	1384.8	0.792	8.500000	8.5	0.4	23.72	4.72e-09	14.42	2.01e-07	0.96
VII-28	VII	413237	413329	+	1384.8	0.562	9.500000	8.5	0.7	11.86	8.44e-07	12.63	5.34e-07	0.91
VII-35	VII	560128	560220	+	1384.8	0.708	9.000000	8.5	0.7	11.86	8.44e-07	18.13	3.63e-08	0.91
VII-36	VII	592235	592327	+	1384.8	0.618	9.000000	8.5	1.1	7.91	1.71e-05	7.12	3.55e-05	0.91
VII-37	VII	651013	651105	+	1384.8	0.486	9.000000	8.5	0.7	11.86	8.44e-07	8.40	1.12e-05	0.91
VII-38	VII	654431	654523	+	1384.8	0.821	9.000000	8.5	0.4	23.72	4.72e-09	9.20	5.23e-06	0.91
VII-43	VII	702778	702870	+	1384.8	0.667	8.500000	8.5	0.4	23.72	4.72e-09	15.13	1.40e-07	0.91
VII-31	VII	884283	884375	+	1384.8	0.656	9.500000	8.5	0.4	23.72	4.72e-09	10.29	2.36e-06	0.91
VIII-16	VIII	126220	126312	+	1384.8	0.621	9.000000	8.5	0.4	23.72	4.72e-09	10.29	2.36e-06	0.91
VIII-20	VIII	292798	292890	+	1384.8	0.708	8.500000	8.5	0.7	11.86	8.44e-07	8.21	1.31e-05	0.91
XI-21	XI	67999	68091	+	1384.8	0.690	9.000000	8.5	0.4	23.72	4.72e-09	9.79	3.36e-06	0.91
XI-27	XI	69578	69670	+	1384.8	0.850	8.500000	8.5	0.4	23.72	4.72e-09	9.39	4.53e-06	0.91
XI-15	XI	431670	431762	+	1384.8	0.529	10.000000	8.5	0.4	23.72	4.72e-09	17.11	5.60e-08	0.91
XI-26	XI	630597	630689	+	1384.8	0.750	9.000000	8.5	0.4	23.72	4.72e-09	28.61	1.12e-09	0.91
XII-29	XII	368340	368432	+	1384.8	0.636	9.500000	8.5	0.7	11.86	8.44e-07	6.47	6.91e-05	0.91
XII-33	XII	809373	809465	+	1384.8	0.515	9.000000	8.5	0.4	23.72	4.72e-09	14.88	1.58e-07	0.91
XII-34	XII	839583	839675	+	1384.8	0.690	9.000000	8.5	0.4	23.72	4.72e-09	18.13	3.63e-08	0.91
XII-36	XII	954323	954415	+	1384.8	0.704	9.000000	8.5	0.4	23.72	4.72e-09	9.20	5.23e-06	0.91
XIII-30	XIII	70372	70464	+	1384.8	0.633	9.000000	8.5	0.4	23.72	4.72e-09	10.17	2.56e-06	0.91
XIII-35	XIII	99502	99594	+	1384.8	0.762	8.500000	8.5	0.4	23.72	4.72e-09	17.95	3.91e-08	0.91
XIII-23	XIII	434372	434464	+	1384.8	0.656	9.500000	8.5	0.4	23.72	4.72e-09	9.20	5.23e-06	0.91
XIII-25	XIII	608295	608387	+	1384.8	0.613	9.500000	8.5	1.1	7.91	1.71e-05	16.20	8.42e-08	0.91
XIII-26	XIII	675260	675352	+	1384.8	0.654	9.500000	8.5	0.7	11.86	8.44e-07	18.68	2.89e-08	0.91
XIII-27	XIII	923799	923891	+	1384.8	0.654	9.500000	8.5	0.4	23.72	4.72e-09	28.17	1.26e-09	0.91
XIII-28	XIII	924198	924270	+	1384.8	0.667	9.500000	8.5	0.4	23.72	4.72e-09	28.17	1.26e-09	0.91
XIV-18	XIV	500729	500821	+	1384.8	0.613	9.000000	8.5	0.4	23.72	4.72e-09	8.89	6.67e-06	0.91
XV-54	XV	511402	511494	+	1384.8	0.611	8.000000	8.5	0.4	23.72	4.72e-09	13.77	2.83e-07	0.96
XV-37	XV	762226	762318	+	1384.8	0.581	9.500000	8.5	0.4	23.72	4.72e-09	16.06	9.00e-08	0.91
XV-38	XV	908634	908726	+	1384.8	0.625	9.500000	8.5	0.7	11.86	8.44e-07	8.36	1.15e-05	0.91
XV-48	XV	911830	911922	+	1384.8	0.571	8.500000	8.5	0.7	11.86	8.44e-07	9.11	5.61e-06	0.91
XV-39	XV	988013	988105	+	1384.8	0.528	9.500000	8.5	0.4	23.72	4.72e-09	6.56	6.27e-05	0.91
XVI-47	XVI	132309	132401	+	1384.8	0.727	8.000000	8.5	0.4	23.72	4.72e-09	10.23	2.46e-06	0.96
XVI-31	XVI	425263	425355	+	1384.8	0.659	9.500000	8.5	0.4	23.72	4.72e-09	12.63	5.34e-07	0.91
XVI-29	XVI	679030	679122	+	1384.8	0.688	10.000000	8.5	0.7	11.86	8.44e-07	9.59	3.91e-06	0.91
XVI-42	XVI	828789	828881	+	1384.8	0.576	8.500000	8.5	0.7	11.86	8.44e-07	8.28	1.23e-05	0.91
XVI-44	XVI	855742	855834	+	1384.8	0.810	8.500000	8.5	0.7	11.86	8.44e-07	19.07	2.47e-08	0.91
II-30	II	5815	5907	+	1303.3	0.769	8.500000	8.0	0.4	22.32	4.72e-09	27.79	8.77e-10	0.96
II-36	II	89524	89616	+	1303.3	0.481	8.000000	8.0	0.4	22.32	4.72e-09	27.79	8.77e-10	0.96
II-37	II	135754	135846	+	1303.3	0.731	8.000000	8.0	0.4	22.32	4.72e-09	10.44	1.37e-06	0.96
II-12	II	193651	193743	+	1303.3	0.634	11.000000	8.0	1.1	7.44	1.71e-05	15.12	9.00e-08	0.96
II-38	II	606050	606142	+	1303.3	0.810	8.000000	8.0	0.4	22.32	4.72e-09	12.67	3.33e-07	0.96
II-35	II	615174	615266	+	1303.3	0.741	8.500000	8.0	0.4	22.32	4.72e-09	10.51	1.31e-06	0.96
III-10	III	211755	211847	+	1303.3	0.696	8.000000	8.0	0.4	22.32	4.72e-09	12.49	3.71e-07	0.96
III-8	III	228708	228800	+	1303.3	0.704	8.500000	8.0	1.1	7.44	1.71e-05	11.72	5.90e-07	0.96
IV-36	IV	62394	62486	+	1303.3	0.633	9.000000	8.0	1.1	7.44	1.71e-05	9.68	2.36e-06	0.96
IV-59	IV	132800	132892	+	1303.3	0.679	8.000000	8.0	0.4	22.32	4.72e-09	9.68	2.36e-06	0.96
IV-60	IV	212875	212967	+	1303.3	0.667	8.000000	8.0	0.4	22.32	4.72e-09	11.26	7.90e-07	0.96
IV-46	IV	234187	234279	+	1303.3	0.643	8.500000	8.0	0.4	22.32	4.72e-09	12.22	4.35e-07	0.96
IV-62	IV	504881	504973	+	1303.3	0.708	8.000000	8.0	0.4	22.32	4.72e-09	17.95	2.47e-08	0.96
IV-39	IV	546081	546173	+	1303.3	0.484	9.000000	8.0	0.7	11.16	8.44e-07	7.98	1.05e-05	0.96
IV-65	IV	722562	722654	+	1303.3	0.720	8.000000	8.0	0.4	22.32	4.72e-09	16.41	4.86e-08	0.96
