PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XII-12	XII	759119	759215	+	1991.0	0.619	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-313	YLR312W-A	YLR312W-A	YLR312W-A			MRPL15			protein_coding
V-18	V	349726	349822	+	1991.0	0.649	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-206	YER095W	YER095W	YER095W			RAD51			protein_coding
II-15	II	408730	408826	+	1991.0	0.590	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-391	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
XIII-19	XIII	675234	675330	+	1991.0	0.743	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-516	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
IV-17	IV	926995	927091	+	1991.0	0.828	promoter-TSS (YDR231C)	protein_coding-promoter-TSS (YDR231C)	-133	YDR231C	YDR231C	YDR231C			COX20			protein_coding
XI-7	XI	258835	258931	+	1991.0	0.614	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	30	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
XII-11	XII	660359	660455	+	1991.0	0.575	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-309	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
XV-22	XV	304451	304547	+	1991.0	0.794	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-516	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
X-8	X	455816	455912	+	1991.0	0.857	promoter-TSS (YJR010W)	protein_coding-promoter-TSS (YJR010W)	-375	YJR010W	YJR010W	YJR010W			MET3			protein_coding
XIII-12	XIII	431710	431806	+	1991.0	0.643	promoter-TSS (YMR081C)	protein_coding-promoter-TSS (YMR081C)	367	YMR082C	YMR082C	YMR082C			YMR082C			protein_coding
II-13	II	376004	376100	+	1991.0	0.520	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-362	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
XI-4	XI	260822	260918	+	1991.0	0.638	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-262	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
VI-6	VI	176747	176843	+	1991.0	0.600	promoter-TSS (YFR015C)	protein_coding-promoter-TSS (YFR015C)	-404	YFR015C	YFR015C	YFR015C			GSY1			protein_coding
VIII-7	VIII	450844	450940	+	1991.0	0.700	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	261	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
XII-13	XII	783627	783723	+	1991.0	0.650	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-288	YLR327C	YLR327C	YLR327C			TMA10			protein_coding
V-14	V	80165	80261	+	1991.0	0.735	promoter-TSS (YEL038W)	protein_coding-promoter-TSS (YEL038W)	-236	YEL039C	YEL039C	YEL039C			CYC7			protein_coding
XV-21	XV	253817	253913	+	1991.0	0.714	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-288	YOL040C	YOL040C	YOL040C			RPS15			protein_coding
XVI-14	XVI	132305	132401	+	1991.0	0.758	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-238	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
IV-15	IV	1345396	1345492	+	1991.0	0.595	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	-203	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
VII-22	VII	592611	592707	+	1991.0	0.565	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	-217	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
II-16	II	426831	426927	+	1991.0	0.419	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	179	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
VII-24	VII	974635	974731	+	1991.0	0.650	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	94	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
II-7	II	168142	168238	+	1991.0	0.614	promoter-TSS (YBL027W)	protein_coding-promoter-TSS (YBL027W)	-233	YBL027W	YBL027W	YBL027W			RPL19B			protein_coding
XVI-15	XVI	794657	794753	+	1991.0	0.610	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-207	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
VI-5	VI	106709	106805	+	1991.0	0.667	promoter-TSS (YFL014W)	protein_coding-promoter-TSS (YFL014W)	206	YFL015C	YFL015C	YFL015C			YFL015C			protein_coding
X-11	X	647168	647264	+	1991.0	0.757	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	90	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
VII-23	VII	772035	772131	+	1991.0	0.750	promoter-TSS (YGR142W)	protein_coding-promoter-TSS (YGR142W)	-371	YGR142W	YGR142W	YGR142W			BTN2			protein_coding
XI-8	XI	68252	68348	+	1991.0	0.548	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-834	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
XV-26	XV	505481	505577	+	1991.0	0.694	promoter-TSS (YOR096W)	protein_coding-promoter-TSS (YOR096W)	-265	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
V-12	V	343297	343393	+	1991.0	0.781	promoter-TSS (YER091C-A)	protein_coding-promoter-TSS (YER091C-A)	490	YER092W	YER092W	YER092W			IES5			protein_coding
XIII-13	XIII	773935	774031	+	1991.0	0.620	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-769	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
IV-12	IV	538951	539047	+	1991.0	0.583	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-532	YDR040C	YDR040C	YDR040C			ENA1			protein_coding
XV-28	XV	882092	882188	+	1908.1	0.630	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-625	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
XV-32	XV	671082	671178	+	1908.1	0.756	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-889	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
XII-9	XII	504171	504267	+	1908.1	0.714	promoter-TSS (YLR174W)	protein_coding-promoter-TSS (YLR174W)	-372	YLR174W	YLR174W	YLR174W			IDP2			protein_coding
IV-16	IV	1359694	1359790	+	1908.1	0.771	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-181	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
X-15	X	651635	651731	+	1908.1	0.697	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-218	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
XV-33	XV	908611	908707	+	1908.1	0.610	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-684	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
XVI-17	XVI	679071	679167	+	1908.1	0.659	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	168	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
XIII-27	XIII	271998	272094	+	1908.1	0.719	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-147	YMR002W	YMR002W	YMR002W			MIX17			protein_coding
XV-34	XV	989418	989514	+	1908.1	0.568	promoter-TSS (YOR348C)	protein_coding-promoter-TSS (YOR348C)	-323	YOR349W	YOR349W	YOR349W			CIN1			protein_coding
IV-19	IV	491211	491307	+	1908.1	0.558	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	242	YDR024W	YDR024W	YDR024W			FYV1			protein_coding
V-19	V	42084	42180	+	1908.1	0.538	promoter-TSS (YEL059W)	protein_coding-promoter-TSS (YEL059W)	-179	YEL060C	YEL060C	YEL060C			PRB1			protein_coding
IX-7	IX	249411	249507	+	1908.1	0.703	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	-532	YIL056W	YIL056W	YIL056W			VHR1			protein_coding
IV-20	IV	550972	551068	+	1908.1	0.641	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-444	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
XV-24	XV	505172	505268	+	1908.1	0.800	promoter-TSS (YOR095C)	protein_coding-promoter-TSS (YOR095C)	-574	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
I-2	I	68496	68592	+	1908.1	0.692	TTS (YAL039C)	protein_coding-TTS (YAL039C)	981	YAL039C	YAL039C	YAL039C			CYC3			protein_coding
XIII-14	XIII	347170	347266	+	1908.1	0.758	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	-701	YMR037C	YMR037C	YMR037C			MSN2			protein_coding
XVI-12	XVI	114633	114729	+	1908.1	0.674	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-631	YPL230W	YPL230W	YPL230W			USV1			protein_coding
IX-5	IX	332802	332898	+	1908.1	0.600	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	-161	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
VIII-8	VIII	280482	280578	+	1908.1	0.619	promoter-TSS (YHR087W)	protein_coding-promoter-TSS (YHR087W)	-290	YHR087W	YHR087W	YHR087W			RTC3			protein_coding
VII-21	VII	23371	23467	+	1908.1	0.614	promoter-TSS (YGL253W)	protein_coding-promoter-TSS (YGL253W)	-516	YGL253W	YGL253W	YGL253W			HXK2			protein_coding
V-16	V	306064	306160	+	1908.1	0.700	promoter-TSS (YER074W)	protein_coding-promoter-TSS (YER074W)	-211	YER074W	YER074W	YER074W			RPS24A			protein_coding
X-14	X	291228	291324	+	1908.1	0.667	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-502	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
VII-17	VII	884234	884330	+	1908.1	0.692	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-472	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
VIII-11	VIII	280237	280333	+	1908.1	0.575	promoter-TSS (YHR086W-A)	protein_coding-promoter-TSS (YHR086W-A)	54	YHR086W-A	YHR086W-A	YHR086W-A			YHR086W-A			protein_coding
XV-30	XV	218854	218950	+	1908.1	0.619	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-309	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
V-21	V	461884	461980	+	1908.1	0.763	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-192	YER145C	YER145C	YER145C			FTR1			protein_coding
XIV-9	XIV	427413	427509	+	1908.1	0.733	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-274	YNL103W	YNL103W	YNL103W			MET4			protein_coding
X-13	X	220310	220406	+	1908.1	0.595	promoter-TSS (YJL107C)	protein_coding-promoter-TSS (YJL107C)	-342	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
V-11	V	303515	303611	+	1908.1	0.660	promoter-TSS (YER073W)	protein_coding-promoter-TSS (YER073W)	-467	YER073W	YER073W	YER073W			ALD5			protein_coding
IV-18	IV	76951	77047	+	1908.1	0.703	promoter-TSS (YDL214C)	protein_coding-promoter-TSS (YDL214C)	-454	YDL214C	YDL214C	YDL214C			PRR2			protein_coding
XII-19	XII	1012239	1012335	+	1908.1	0.714	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-214	YLR438W	YLR438W	YLR438W			CAR2			protein_coding
XIII-23	XIII	225641	225737	+	1908.1	0.774	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-200	YML024W	YML024W	YML024W			RPS17A			protein_coding
II-19	II	680170	680266	+	1908.1	0.658	promoter-TSS (YBR229C)	protein_coding-promoter-TSS (YBR229C)	-144	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
V-17	V	335612	335708	+	1908.1	0.681	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-267	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
XIII-20	XIII	852285	852381	+	1908.1	0.618	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-297	YMR291W	YMR291W	YMR291W			TDA1			protein_coding
XIII-15	XIII	477934	478030	+	1908.1	0.512	promoter-TSS (YMR105C)	protein_coding-promoter-TSS (YMR105C)	-82	YMR105W-A	YMR105W-A	YMR105W-A			YMR105W-A			protein_coding
VII-25	VII	976974	977070	+	1908.1	0.651	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	-314	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
IV-26	IV	1362517	1362613	+	1825.1	0.703	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-313	YDR452W	YDR452W	YDR452W			PPN1			protein_coding
VIII-9	VIII	126192	126288	+	1825.1	0.667	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-281	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
XIII-17	XIII	70277	70373	+	1825.1	0.590	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	187	YML100W-A	YML100W-A	YML100W-A			YML100W-A			protein_coding
XVI-21	XVI	527035	527131	+	1825.1	0.625	promoter-TSS (YPL014W)	protein_coding-promoter-TSS (YPL014W)	-200	YPL015C	YPL015C	YPL015C			HST2			protein_coding
VII-27	VII	149096	149192	+	1825.1	0.706	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-180	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
X-10	X	195417	195513	+	1825.1	0.676	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-592	YJL116C	YJL116C	YJL116C			NCA3			protein_coding
XI-11	XI	69567	69663	+	1825.1	0.818	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	605	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
V-15	V	85112	85208	+	1825.1	0.646	promoter-TSS (YEL034W)	protein_coding-promoter-TSS (YEL034W)	385	YEL035C	YEL035C	YEL035C			UTR5			protein_coding
XVI-22	XVI	678830	678926	+	1825.1	0.638	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-73	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
XV-38	XV	683733	683829	+	1825.1	0.758	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-243	YOR186C-A	YOR186C-A	YOR186C-A			YOR186C-A			protein_coding
XVI-19	XVI	860662	860758	+	1825.1	0.618	promoter-TSS (YPR159C-A)	protein_coding-promoter-TSS (YPR159C-A)	-295	YPR159C-A	YPR159C-A	YPR159C-A			YPR159C-A			protein_coding
XIII-24	XIII	540198	540294	+	1825.1	0.735	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-190	YMR135C	YMR135C	YMR135C			GID8			protein_coding
II-18	II	392422	392518	+	1825.1	0.658	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-177	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
VIII-12	VIII	382912	383008	+	1825.1	0.730	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-209	YHR141C	YHR141C	YHR141C			RPL42B			protein_coding
XII-15	XII	510823	510919	+	1825.1	0.769	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-183	YLR177W	YLR177W	YLR177W			YLR177W			protein_coding
VII-29	VII	809805	809901	+	1825.1	0.667	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	-374	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
XV-35	XV	141	237	+	1825.1	0.727	promoter-TSS (YOL166W-A)	protein_coding-promoter-TSS (YOL166W-A)	-396	YOL166W-A	YOL166W-A	YOL166W-A			YOL166W-A			protein_coding
V-20	V	284602	284698	+	1825.1	0.543	promoter-TSS (YER064C)	protein_coding-promoter-TSS (YER064C)	-428	YER064C	YER064C	YER064C			VHR2			protein_coding
XII-16	XII	932062	932158	+	1825.1	0.703	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	245	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
XIII-16	XIII	69887	69983	+	1825.1	0.705	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	153	YML101C	YML101C	YML101C			CUE4			protein_coding
XV-29	XV	908994	909090	+	1825.1	0.548	promoter-TSS (YOR317W)	protein_coding-promoter-TSS (YOR317W)	-301	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
XI-9	XI	321750	321846	+	1825.1	0.758	promoter-TSS (YKL063C)	protein_coding-promoter-TSS (YKL063C)	-280	YKL063C	YKL063C	YKL063C			YKL063C			protein_coding
IV-24	IV	1161765	1161861	+	1825.1	0.629	promoter-TSS (YDR343C)	protein_coding-promoter-TSS (YDR343C)	-493	YDR343C	YDR343C	YDR343C			HXT6			protein_coding
XIII-28	XIII	306122	306218	+	1825.1	0.800	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-577	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
XI-13	XI	382062	382158	+	1825.1	0.511	promoter-TSS (YKL030W)	protein_coding-promoter-TSS (YKL030W)	38	YKL031W	YKL031W	YKL031W			YKL031W			protein_coding
XV-31	XV	494561	494657	+	1825.1	0.510	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-518	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
VII-26	VII	30	126	+	1825.1	0.676	Intergenic	Intergenic	-2712	YGL263W	YGL263W	YGL263W			COS12			protein_coding
XI-14	XI	369485	369581	+	1825.1	0.667	promoter-TSS (YKL035W)	protein_coding-promoter-TSS (YKL035W)	168	YKL037W	YKL037W	YKL037W			AIM26			protein_coding
XV-36	XV	161307	161403	+	1825.1	0.538	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	-224	YOL085W-A	YOL085W-A	YOL085W-A			YOL085W-A			protein_coding
XV-37	XV	479992	480088	+	1825.1	0.824	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-403	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
XVI-20	XVI	207795	207891	+	1825.1	0.759	promoter-TSS (YPL179W)	protein_coding-promoter-TSS (YPL179W)	-314	YPL179W	YPL179W	YPL179W			PPQ1			protein_coding
X-12	X	157445	157541	+	1825.1	0.571	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-220	YJL136C	YJL136C	YJL136C			RPS21B			protein_coding
IV-27	IV	308069	308165	+	1742.2	0.733	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-307	YDL082W	YDL082W	YDL082W			RPL13A			protein_coding
IV-30	IV	1080506	1080602	+	1742.2	0.583	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-355	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
XVI-23	XVI	75379	75475	+	1742.2	0.793	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-275	YPL250W-A	YPL250W-A	YPL250W-A			YPL250W-A			protein_coding
XV-42	XV	825748	825844	+	1742.2	0.568	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	136	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
IV-31	IV	1233866	1233962	+	1742.2	0.885	promoter-TSS (YDR379C-A)	protein_coding-promoter-TSS (YDR379C-A)	-304	YDR380W	YDR380W	YDR380W			ARO10			protein_coding
V-25	V	174723	174819	+	1742.2	0.710	promoter-TSS (YER011W)	protein_coding-promoter-TSS (YER011W)	-477	YER011W	YER011W	YER011W			TIR1			protein_coding
XV-25	XV	304829	304925	+	1742.2	0.719	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-472	YOL011W	YOL011W	YOL011W			PLB3			protein_coding
XVI-25	XVI	645098	645194	+	1742.2	0.524	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-804	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
VIII-14	VIII	98524	98620	+	1742.2	0.889	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	223	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
VII-20	VII	774396	774492	+	1742.2	0.676	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	95	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
IV-29	IV	1013846	1013942	+	1742.2	0.742	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-251	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
XIII-22	XIII	170081	170177	+	1742.2	0.611	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-273	YML052W	YML052W	YML052W			SUR7			protein_coding
III-3	III	122680	122776	+	1742.2	0.676	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	275	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
XIII-21	XIII	146231	146327	+	1742.2	0.629	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-203	YML063W	YML063W	YML063W			RPS1B			protein_coding
XIV-11	XIV	441021	441117	+	1742.2	0.657	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-150	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
VIII-16	VIII	505729	505825	+	1742.2	0.613	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-247	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
XIII-18	XIII	661857	661953	+	1742.2	0.561	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-739	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
XI-12	XI	231413	231509	+	1742.2	0.610	promoter-TSS (YKL109W)	protein_coding-promoter-TSS (YKL109W)	-766	YKL109W	YKL109W	YKL109W			HAP4			protein_coding
IX-8	IX	333283	333379	+	1742.2	0.522	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	320	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
XV-39	XV	161793	161889	+	1742.2	0.667	promoter-TSS (YOL084W)	protein_coding-promoter-TSS (YOL084W)	173	YOL085C	YOL085C	YOL085C			YOL085C			protein_coding
V-23	V	311628	311724	+	1742.2	0.659	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	419	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
VII-31	VII	592083	592179	+	1742.2	0.710	TTS (YGR049W)	protein_coding-TTS (YGR049W)	311	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
XVI-18	XVI	829302	829398	+	1742.2	0.561	promoter-TSS (YPR149W)	protein_coding-promoter-TSS (YPR149W)	-568	YPR149W	YPR149W	YPR149W			NCE102			protein_coding
IV-22	IV	867890	867986	+	1742.2	0.852	promoter-TSS (YDR207C)	protein_coding-promoter-TSS (YDR207C)	-286	YDR208W	YDR208W	YDR208W			MSS4			protein_coding
XII-10	XII	253420	253516	+	1742.2	0.615	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-388	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
XIII-25	XIII	754374	754470	+	1742.2	0.742	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	125	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
XV-27	XV	511459	511555	+	1742.2	0.595	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-318	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
XVI-16	XVI	281856	281952	+	1742.2	0.604	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-218	YPL143W	YPL143W	YPL143W			RPL33A			protein_coding
IV-23	IV	893944	894040	+	1742.2	0.677	TTS (YDR214W)	protein_coding-TTS (YDR214W)	510	YDR215C	YDR215C	YDR215C			YDR215C			protein_coding
VIII-13	VIII	296854	296950	+	1742.2	0.667	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-455	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
XIII-31	XIII	774504	774600	+	1742.2	0.548	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-200	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
VIII-10	VIII	190248	190344	+	1742.2	0.632	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-247	YHR042W	YHR042W	YHR042W			NCP1			protein_coding
V-29	V	423250	423346	+	1659.2	0.679	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-654	YER131W	YER131W	YER131W			RPS26B			protein_coding
I-3	I	68826	68922	+	1659.2	0.647	exon (YAL039C, exon 1 of 1)	protein_coding-exon (YAL039C, exon 1 of 1)	651	YAL039C	YAL039C	YAL039C			CYC3			protein_coding
XV-44	XV	682260	682356	+	1659.2	0.690	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-202	YOR185C	YOR185C	YOR185C			GSP2			protein_coding
V-30	V	570115	570211	+	1659.2	0.556	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	-256	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
XVI-24	XVI	431725	431821	+	1659.2	0.711	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	-122	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
XIV-8	XIV	427128	427224	+	1659.2	0.532	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-422	YNL104C	YNL104C	YNL104C			LEU4			protein_coding
XIII-29	XIII	388426	388522	+	1659.2	0.639	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-230	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
III-5	III	50587	50683	+	1659.2	0.559	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-8	YCL041C	YCL041C	YCL041C			YCL041C			protein_coding
XV-45	XV	117967	118063	+	1659.2	0.750	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	15	YOL103W-B	YOL103W-B	YOL103W-B			YOL103W-B			protein_coding
XI-16	XI	327855	327951	+	1659.2	0.583	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-416	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
IV-39	IV	1251780	1251876	+	1659.2	0.815	promoter-TSS (YDR389W)	protein_coding-promoter-TSS (YDR389W)	-709	YDR389W	YDR389W	YDR389W			SAC7			protein_coding
XVI-26	XVI	497814	497910	+	1659.2	0.667	promoter-TSS (YPL028W)	protein_coding-promoter-TSS (YPL028W)	-234	YPL028W	YPL028W	YPL028W			ERG10			protein_coding
XII-18	XII	489575	489671	+	1659.2	0.684	promoter-TSS (YLR162W)	protein_coding-promoter-TSS (YLR162W)	50	YLR162W	YLR162W	YLR162W			YLR162W			protein_coding
