PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XV-13	XV	109313	109391	+	2004.0	0.692	promoter-TSS (YOL109W)	protein_coding-promoter-TSS (YOL109W)	176	YOL110W	YOL110W	YOL110W			SHR5			protein_coding
IX-7	IX	68440	68518	+	2004.0	0.719	promoter-TSS (YIL148W)	protein_coding-promoter-TSS (YIL148W)	-229	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
VII-15	VII	905554	905632	+	2004.0	0.639	promoter-TSS (YGR202C)	protein_coding-promoter-TSS (YGR202C)	-341	YGR204W	YGR204W	YGR204W			ADE3			protein_coding
V-14	V	53657	53735	+	2004.0	0.735	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-478	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
XV-11	XV	909006	909084	+	2004.0	0.690	promoter-TSS (YOR317W)	protein_coding-promoter-TSS (YOR317W)	-298	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
I-6	I	68211	68289	+	1886.1	0.697	promoter-TSS (YAL040C)	protein_coding-promoter-TSS (YAL040C)	-730	YAL040C	YAL040C	YAL040C			CLN3			protein_coding
IX-14	IX	139270	139348	+	1886.1	0.677	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-443	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
IV-9	IV	1401528	1401606	+	1886.1	0.667	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-203	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
IV-16	IV	1468936	1469014	+	1886.1	0.621	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-425	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
I-9	I	45380	45458	+	1886.1	0.586	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-397	YAL054C	YAL054C	YAL054C			ACS1			protein_coding
XV-20	XV	987692	987770	+	1886.1	0.567	exon (YOR348C, exon 1 of 1)	protein_coding-exon (YOR348C, exon 1 of 1)	1051	YOR348C	YOR348C	YOR348C			PUT4			protein_coding
IX-11	IX	249182	249260	+	1886.1	0.514	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	371	tS(UGA)I	tS(UGA)I	tS(UGA)I			SUP17			tRNA
III-7	III	137387	137465	+	1886.1	0.633	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-320	YCR012W	YCR012W	YCR012W			PGK1			protein_coding
X-10	X	454911	454989	+	1886.1	0.727	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-269	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
VII-19	VII	555526	555604	+	1886.1	0.655	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-247	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
XIV-6	XIV	427415	427493	+	1886.1	0.783	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-281	YNL103W	YNL103W	YNL103W			MET4			protein_coding
XII-23	XII	1012241	1012319	+	1886.1	0.696	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-221	YLR438W	YLR438W	YLR438W			CAR2			protein_coding
MT-13	MT	84194	84272	+	1886.1	0.792	promoter-TSS (tM(CAU)Q2)	tRNA-promoter-TSS (tM(CAU)Q2)	-802	tM(CAU)Q2	tM(CAU)Q2	tM(CAU)Q2			tM(CAU)Q2			tRNA
XVI-9	XVI	74964	75042	+	1886.1	0.679	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-284	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
VII-20	VII	884090	884168	+	1886.1	0.625	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-319	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
VIII-12	VIII	236159	236237	+	1886.1	0.567	promoter-TSS (YHR069C-A)	protein_coding-promoter-TSS (YHR069C-A)	314	YHR070C-A	YHR070C-A	YHR070C-A			YHR070C-A			protein_coding
XII-20	XII	369836	369914	+	1886.1	0.727	promoter-TSS (YLR111W)	protein_coding-promoter-TSS (YLR111W)	223	YLR110C	YLR110C	YLR110C			CCW12			protein_coding
XII-24	XII	522477	522555	+	1886.1	0.593	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	-147	YLR185W	YLR185W	YLR185W			RPL37A			protein_coding
V-15	V	85067	85145	+	1886.1	0.525	promoter-TSS (YEL034W)	protein_coding-promoter-TSS (YEL034W)	439	YEL035C	YEL035C	YEL035C			UTR5			protein_coding
VIII-8	VIII	98535	98613	+	1886.1	0.742	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	221	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
VII-17	VII	384669	384747	+	1886.1	0.724	promoter-TSS (YGL062W)	protein_coding-promoter-TSS (YGL062W)	-57	YGL063C-A	YGL063C-A	YGL063C-A			YGL063C-A			protein_coding
XIII-13	XIII	146139	146217	+	1886.1	0.594	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-302	YML064C	YML064C	YML064C			TEM1			protein_coding
MT-12	MT	79840	79918	+	1886.1	0.639	exon (Q0275, exon 1 of 1)	protein_coding-exon (Q0275, exon 1 of 1)	666	Q0275	Q0275	Q0275			COX3			protein_coding
XVI-7	XVI	425306	425384	+	1886.1	0.690	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	-249	YPL068C	YPL068C	YPL068C			YPL068C			protein_coding
II-8	II	697624	697702	+	1886.1	0.708	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-361	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
IV-14	IV	600153	600231	+	1886.1	0.800	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-601	YDR077W	YDR077W	YDR077W			SED1			protein_coding
VIII-15	VIII	453138	453216	+	1886.1	0.654	promoter-TSS (YHR175W-A)	protein_coding-promoter-TSS (YHR175W-A)	305	YHR175W	YHR175W	YHR175W			CTR2			protein_coding
VII-26	VII	987513	987591	+	1886.1	0.739	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-497	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
XV-18	XV	882312	882390	+	1886.1	0.667	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-414	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
XV-15	XV	170154	170232	+	1886.1	0.909	promoter-TSS (YOL081W)	protein_coding-promoter-TSS (YOL081W)	-877	YOL081W	YOL081W	YOL081W			IRA2			protein_coding
XIV-5	XIV	331050	331128	+	1886.1	0.613	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-233	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
XIV-4	XIV	405803	405881	+	1886.1	0.680	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-278	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
V-16	V	270273	270351	+	1886.1	0.741	promoter-TSS (YER056C-A)	protein_coding-promoter-TSS (YER056C-A)	-127	YER056C-A	YER056C-A	YER056C-A			RPL34A			protein_coding
XIII-11	XIII	26335	26413	+	1886.1	0.581	promoter-TSS (YML121W)	protein_coding-promoter-TSS (YML121W)	44	YML122C	YML122C	YML122C			YML122C			protein_coding
II-5	II	415467	415545	+	1886.1	0.688	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-245	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
X-11	X	120015	120093	+	1886.1	0.567	promoter-TSS (YJL159W)	protein_coding-promoter-TSS (YJL159W)	-395	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
XII-28	XII	839619	839697	+	1768.3	0.714	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-405	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
IX-13	IX	138644	138722	+	1768.3	0.556	promoter-TSS (YIL119C)	protein_coding-promoter-TSS (YIL119C)	-806	YIL119C	YIL119C	YIL119C			RPI1			protein_coding
XII-25	XII	704595	704673	+	1768.3	0.630	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	199	YLR280C	YLR280C	YLR280C			YLR280C			protein_coding
V-19	V	141370	141448	+	1768.3	0.667	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-483	YEL007W	YEL007W	YEL007W			MIT1			protein_coding
XVI-6	XVI	339494	339572	+	1768.3	0.655	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-411	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
XV-19	XV	912008	912086	+	1768.3	0.655	promoter-TSS (YOR319W)	protein_coding-promoter-TSS (YOR319W)	389	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
XVI-14	XVI	678994	679072	+	1768.3	0.500	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	82	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
XI-11	XI	164735	164813	+	1768.3	0.652	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-389	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
XIII-19	XIII	124303	124381	+	1768.3	0.704	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-170	YML073C	YML073C	YML073C			RPL6A			protein_coding
XV-23	XV	901370	901448	+	1768.3	0.567	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-215	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
V-22	V	6222	6300	+	1768.3	0.633	promoter-TSS (YEL075C)	protein_coding-promoter-TSS (YEL075C)	135	YEL074W	YEL074W	YEL074W			YEL074W			protein_coding
II-6	II	136159	136237	+	1768.3	0.630	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	200	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
IV-20	IV	556680	556758	+	1768.3	0.714	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-247	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
MT-14	MT	36838	36916	+	1768.3	0.618	exon (Q0105, exon 1 of 6)	protein_coding-exon (Q0105, exon 1 of 6)	337	Q0120	Q0120	Q0120			BI4			protein_coding
X-4	X	75486	75564	+	1768.3	0.714	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-223	YJL190C	YJL190C	YJL190C			RPS22A			protein_coding
IX-10	IX	166031	166109	+	1768.3	0.840	promoter-TSS (YIL106W)	protein_coding-promoter-TSS (YIL106W)	-309	YIL107C	YIL107C	YIL107C			PFK26			protein_coding
V-23	V	68919	68997	+	1768.3	0.731	promoter-TSS (YEL044W)	protein_coding-promoter-TSS (YEL044W)	-166	YEL046C	YEL046C	YEL046C			GLY1			protein_coding
II-10	II	135821	135899	+	1768.3	0.516	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	-138	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
III-8	III	123775	123853	+	1768.3	0.556	promoter-TSS (YCR006C)	protein_coding-promoter-TSS (YCR006C)	-166	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
V-20	V	192114	192192	+	1768.3	0.633	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	-365	YER017C	YER017C	YER017C			AFG3			protein_coding
XV-21	XV	110028	110106	+	1768.3	0.731	promoter-TSS (YOL109W)	protein_coding-promoter-TSS (YOL109W)	-230	YOL109W	YOL109W	YOL109W			ZEO1			protein_coding
VII-27	VII	149079	149157	+	1768.3	0.696	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-154	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
XV-27	XV	1091211	1091287	+	1768.3	0.737	promoter-TSS (YOR396C-A)	protein_coding-promoter-TSS (YOR396C-A)	-752	YOR396C-A	YOR396C-A	YOR396C-A			YOR396C-A			protein_coding
XIII-12	XIII	29940	30018	+	1768.3	0.850	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-172	YML120C	YML120C	YML120C			NDI1			protein_coding
MT-17	MT	53680	53758	+	1768.3	0.882	promoter-TSS (Q0144)	protein_coding-promoter-TSS (Q0144)	-390	Q0144	Q0144	Q0144			Q0144			protein_coding
II-4	II	165254	165332	+	1768.3	0.575	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-521	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
XIII-21	XIII	915265	915343	+	1768.3	0.645	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-766	YMR319C	YMR319C	YMR319C			FET4			protein_coding
I-11	I	71428	71506	+	1768.3	0.633	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-319	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
IV-11	IV	1469094	1469172	+	1768.3	0.548	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-267	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
VIII-13	VIII	382878	382956	+	1768.3	0.700	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-166	YHR141C	YHR141C	YHR141C			RPL42B			protein_coding
XIV-11	XIV	495160	495238	+	1768.3	0.655	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-198	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
XVI-8	XVI	700193	700271	+	1768.3	0.656	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-362	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
IV-13	IV	591876	591954	+	1768.3	0.500	promoter-TSS (YDR072C)	protein_coding-promoter-TSS (YDR072C)	-524	YDR073W	YDR073W	YDR073W			SNF11			protein_coding
XVI-5	XVI	425553	425631	+	1768.3	0.667	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	255	YPL067C	YPL067C	YPL067C			YPL067C			protein_coding
X-7	X	294535	294613	+	1768.3	0.710	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-225	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
VII-21	VII	371286	371364	+	1768.3	0.618	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	37	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
XII-22	XII	932304	932382	+	1768.3	0.680	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	12	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
V-24	V	117892	117970	+	1768.3	0.621	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	104	RPR1	RPR1	RPR1			RPR1			ncRNA
II-12	II	770700	770778	+	1768.3	0.682	promoter-TSS (YBR283C)	protein_coding-promoter-TSS (YBR283C)	-324	YBR283C	YBR283C	YBR283C			SSH1			protein_coding
VIII-10	VIII	556351	556429	+	1768.3	0.714	TTS (YHR216W)	protein_coding-TTS (YHR216W)	652	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
XII-26	XII	728372	728450	+	1768.3	0.500	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-408	YLR299C-A	YLR299C-A	YLR299C-A			YLR299C-A			protein_coding
II-7	II	555627	555705	+	1768.3	0.528	promoter-TSS (YBR158W)	protein_coding-promoter-TSS (YBR158W)	-883	YBR158W	YBR158W	YBR158W			AMN1			protein_coding
XV-26	XV	1084242	1084320	+	1768.3	0.882	promoter-TSS (YOR394C-A)	protein_coding-promoter-TSS (YOR394C-A)	88	YOR394C-A	YOR394C-A	YOR394C-A			YOR394C-A			protein_coding
XVI-11	XVI	281790	281868	+	1768.3	0.484	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-293	YPL143W	YPL143W	YPL143W			RPL33A			protein_coding
MT-9	MT	79621	79699	+	1768.3	0.629	exon (Q0275, exon 1 of 1)	protein_coding-exon (Q0275, exon 1 of 1)	447	Q0275	Q0275	Q0275			COX3			protein_coding
I-8	I	141815	141893	+	1768.3	0.806	promoter-TSS (YAL003W)	protein_coding-promoter-TSS (YAL003W)	-320	YAL003W	YAL003W	YAL003W			EFB1			protein_coding
XIV-7	XIV	559402	559480	+	1768.3	0.564	promoter-TSS (YNL036W)	protein_coding-promoter-TSS (YNL036W)	-373	YNL036W	YNL036W	YNL036W			NCE103			protein_coding
IV-21	IV	769338	769416	+	1650.4	0.500	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-148	YDR156W	YDR156W	YDR156W			RPA14			protein_coding
VII-25	VII	856732	856810	+	1650.4	0.588	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	-470	YGR180C	YGR180C	YGR180C			RNR4			protein_coding
I-12	I	166320	166398	+	1650.4	0.615	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	92	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
XIII-22	XIII	306366	306444	+	1650.4	0.630	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-812	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
XIII-16	XIII	388115	388193	+	1650.4	0.704	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	90	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
V-28	V	491026	491104	+	1650.4	0.529	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-422	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
VII-28	VII	397900	397978	+	1650.4	0.760	promoter-TSS (YGL055W)	protein_coding-promoter-TSS (YGL055W)	-321	YGL056C	YGL056C	YGL056C			SDS23			protein_coding
XI-10	XI	519075	519153	+	1650.4	0.586	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-413	YKR042W	YKR042W	YKR042W			UTH1			protein_coding
IV-23	IV	1489661	1489739	+	1650.4	0.636	promoter-TSS (YDR524C)	protein_coding-promoter-TSS (YDR524C)	98	YDR524C-B	YDR524C-B	YDR524C-B			YDR524C-B			protein_coding
V-30	V	386986	387064	+	1650.4	0.833	promoter-TSS (YER112W)	protein_coding-promoter-TSS (YER112W)	-207	YER112W	YER112W	YER112W			LSM4			protein_coding
V-18	V	362368	362446	+	1650.4	0.667	promoter-TSS (YER101C)	protein_coding-promoter-TSS (YER101C)	-613	YER101C	YER101C	YER101C			AST2			protein_coding
II-11	II	203217	203295	+	1650.4	0.654	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	-282	YBL011W	YBL011W	YBL011W			SCT1			protein_coding
I-10	I	68458	68536	+	1650.4	0.667	promoter-TSS (YAL040C)	protein_coding-promoter-TSS (YAL040C)	-977	YAL040C	YAL040C	YAL040C			CLN3			protein_coding
X-13	X	157399	157477	+	1650.4	0.536	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-165	YJL136C	YJL136C	YJL136C			RPS21B			protein_coding
XI-17	XI	75649	75727	+	1650.4	0.800	promoter-TSS (YKL195W)	protein_coding-promoter-TSS (YKL195W)	-133	YKL195W	YKL195W	YKL195W			MIA40			protein_coding
V-25	V	123396	123474	+	1650.4	0.625	promoter-TSS (YEL017C-A)	protein_coding-promoter-TSS (YEL017C-A)	-222	YEL017W	YEL017W	YEL017W			GTT3			protein_coding
XIV-10	XIV	427167	427245	+	1650.4	0.640	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-452	YNL104C	YNL104C	YNL104C			LEU4			protein_coding
XV-24	XV	979270	979348	+	1650.4	0.615	Intergenic	Intergenic	-1240	YOR344C	YOR344C	YOR344C			TYE7			protein_coding
XV-16	XV	443841	443919	+	1650.4	0.667	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-349	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
V-17	V	342611	342689	+	1650.4	0.808	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	-39	YER091C-A	YER091C-A	YER091C-A			YER091C-A			protein_coding
XII-27	XII	809026	809104	+	1650.4	0.773	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-932	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
VII-24	VII	774474	774552	+	1650.4	0.857	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	164	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
X-15	X	690693	690771	+	1650.4	0.824	promoter-TSS (YJR139C)	protein_coding-promoter-TSS (YJR139C)	-208	YJR139C	YJR139C	YJR139C			HOM6			protein_coding
XI-15	XI	68042	68120	+	1650.4	0.577	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-615	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
V-27	V	152788	152866	+	1650.4	0.769	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-693	YER001W	YER001W	YER001W			MNN1			protein_coding
XI-18	XI	355599	355677	+	1650.4	0.826	promoter-TSS (YKL044W)	protein_coding-promoter-TSS (YKL044W)	-684	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
X-12	X	220321	220399	+	1650.4	0.679	promoter-TSS (YJL107C)	protein_coding-promoter-TSS (YJL107C)	-344	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
IV-12	IV	321779	321857	+	1650.4	0.667	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-266	YDL076C	YDL076C	YDL076C			RXT3			protein_coding
XVI-12	XVI	431849	431927	+	1650.4	0.485	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	-7	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
IV-17	IV	1493239	1493317	+	1650.4	0.571	promoter-TSS (snR84)	snoRNA-promoter-TSS (snR84)	-252	snR84	snR84	snR84			snR84			snoRNA
III-9	III	50589	50667	+	1650.4	0.652	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-1	YCL041C	YCL041C	YCL041C			YCL041C			protein_coding
XVI-16	XVI	406396	406474	+	1650.4	0.696	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	63	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
IX-16	IX	384310	384388	+	1650.4	0.568	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-230	YIR017C	YIR017C	YIR017C			MET28			protein_coding
XII-30	XII	877771	877849	+	1650.4	0.625	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-472	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
IV-18	IV	221976	222054	+	1650.4	0.652	promoter-TSS (YDL133C-A)	protein_coding-promoter-TSS (YDL133C-A)	-214	YDL133C-A	YDL133C-A	YDL133C-A			RPL41B			protein_coding
II-9	II	61051	61129	+	1650.4	0.750	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-351	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
XIII-15	XIII	169982	170060	+	1650.4	0.731	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-267	YML053C	YML053C	YML053C			YML053C			protein_coding
IV-15	IV	1359701	1359779	+	1650.4	0.607	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-183	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
XI-12	XI	260753	260831	+	1650.4	0.850	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-340	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
XV-32	XV	989429	989507	+	1650.4	0.667	promoter-TSS (YOR348C)	protein_coding-promoter-TSS (YOR348C)	-321	YOR349W	YOR349W	YOR349W			CIN1			protein_coding
XIII-14	XIII	271662	271740	+	1650.4	0.679	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-124	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
XI-9	XI	431420	431498	+	1650.4	0.581	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-321	snR87	snR87	snR87			snR87			snoRNA
VIII-14	VIII	450780	450858	+	1650.4	0.667	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	334	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
VII-22	VII	438642	438720	+	1650.4	0.833	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-410	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
XV-14	XV	160774	160852	+	1650.4	0.462	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	-219	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
V-21	V	335516	335594	+	1650.4	0.594	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-367	YER088C	YER088C	YER088C			DOT6			protein_coding
V-26	V	141213	141291	+	1650.4	0.556	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-434	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
IX-19	IX	427424	427502	+	1650.4	0.609	Intergenic	Intergenic	-2950	YIR038C	YIR038C	YIR038C			GTT1			protein_coding
X-14	X	90454	90532	+	1650.4	0.625	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-293	YJL177W	YJL177W	YJL177W			RPL17B			protein_coding
VIII-17	VIII	102094	102172	+	1650.4	0.750	promoter-TSS (YHL002W)	protein_coding-promoter-TSS (YHL002W)	-250	YHL003C	YHL003C	YHL003C			LAG1			protein_coding
IV-22	IV	1454750	1454828	+	1650.4	0.833	promoter-TSS (YDR502C)	protein_coding-promoter-TSS (YDR502C)	-325	YDR502C	YDR502C	YDR502C			SAM2			protein_coding
XV-17	XV	742347	742425	+	1650.4	0.548	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-524	YOR212W	YOR212W	YOR212W			STE4			protein_coding
VIII-11	VIII	148799	148877	+	1650.4	0.621	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-169	YHR021C	YHR021C	YHR021C			RPS27B			protein_coding
XIV-12	XIV	652073	652151	+	1650.4	0.737	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-353	YNR014W	YNR014W	YNR014W			YNR014W			protein_coding
VIII-16	VIII	126240	126318	+	1532.5	0.692	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-242	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
V-35	V	280966	281044	+	1532.5	0.700	promoter-TSS (YER062C)	protein_coding-promoter-TSS (YER062C)	-323	YER062C	YER062C	YER062C			GPP2			protein_coding
VIII-22	VIII	562389	562467	+	1532.5	0.609	promoter-TSS (YHR219C-A)	protein_coding-promoter-TSS (YHR219C-A)	-747	YHR219C-A	YHR219C-A	YHR219C-A			YHR219C-A			protein_coding
II-14	II	45298	45376	+	1532.5	0.469	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-419	YBL093C	YBL093C	YBL093C			ROX3			protein_coding
