PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
VIII-7	VIII	450778	450870	+	1792.1	0.605	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	329	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
XI-7	XI	260757	260849	+	1792.1	0.714	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-329	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
IV-13	IV	600160	600252	+	1792.1	0.694	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-587	YDR077W	YDR077W	YDR077W			SED1			protein_coding
X-9	X	294549	294641	+	1792.1	0.574	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-204	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
XI-6	XI	230668	230760	+	1792.1	0.636	promoter-TSS (YKL110C)	protein_coding-promoter-TSS (YKL110C)	-834	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
IX-5	IX	68492	68584	+	1792.1	0.535	promoter-TSS (YIL148W)	protein_coding-promoter-TSS (YIL148W)	-170	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
V-17	V	268608	268700	+	1792.1	0.730	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-541	YER056C	YER056C	YER056C			FCY2			protein_coding
XII-9	XII	64	156	+	1792.1	0.767	promoter-TSS (YLL067W-A)	protein_coding-promoter-TSS (YLL067W-A)	-733	YLL067W-A	YLL067W-A	YLL067W-A			YLL067W-A			protein_coding
VII-18	VII	610150	610242	+	1710.6	0.686	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	-368	YGR060W	YGR060W	YGR060W			ERG25			protein_coding
IV-15	IV	411056	411148	+	1710.6	0.595	promoter-TSS (YDL022W)	protein_coding-promoter-TSS (YDL022W)	723	tA(AGC)D	tA(AGC)D	tA(AGC)D			tA(AGC)D			tRNA
XVI-27	XVI	453478	453570	+	1710.6	0.730	promoter-TSS (YPL057C)	protein_coding-promoter-TSS (YPL057C)	211	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
XV-20	XV	218846	218938	+	1710.6	0.714	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-319	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
II-15	II	477130	477222	+	1710.6	0.613	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-495	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
XV-24	XV	479933	480025	+	1710.6	0.605	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-342	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
V-20	V	335864	335956	+	1710.6	0.541	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-17	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
IV-21	IV	1362433	1362525	+	1710.6	0.611	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-298	YDR451C	YDR451C	YDR451C			YHP1			protein_coding
IV-19	IV	130677	130769	+	1710.6	0.742	promoter-TSS (YDL184C)	protein_coding-promoter-TSS (YDL184C)	-239	YDL184C	YDL184C	YDL184C			RPL41A			protein_coding
XV-22	XV	796967	797059	+	1710.6	0.800	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-220	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
V-18	V	281068	281160	+	1710.6	0.489	promoter-TSS (YER062C)	protein_coding-promoter-TSS (YER062C)	-432	YER062C	YER062C	YER062C			GPP2			protein_coding
VII-13	VII	788431	788523	+	1710.6	0.750	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-554	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
XII-20	XII	576494	576586	+	1710.6	0.792	promoter-TSS (YLR220W)	protein_coding-promoter-TSS (YLR220W)	-285	YLR220W	YLR220W	YLR220W			CCC1			protein_coding
V-14	V	349730	349822	+	1710.6	0.706	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-204	YER095W	YER095W	YER095W			RAD51			protein_coding
XV-27	XV	92924	93016	+	1710.6	0.786	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-120	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
XV-19	XV	866812	866904	+	1710.6	0.628	promoter-TSS (YOR292C)	protein_coding-promoter-TSS (YOR292C)	-240	YOR293W	YOR293W	YOR293W			RPS10A			protein_coding
XV-25	XV	901366	901458	+	1710.6	0.556	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-218	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
II-14	II	159935	160027	+	1710.6	0.545	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-203	YBL032W	YBL032W	YBL032W			HEK2			protein_coding
XV-26	XV	988209	988301	+	1710.6	0.500	exon (YOR348C, exon 1 of 1)	protein_coding-exon (YOR348C, exon 1 of 1)	527	YOR348C	YOR348C	YOR348C			PUT4			protein_coding
X-12	X	123216	123308	+	1710.6	0.575	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-314	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
XVI-23	XVI	927829	927921	+	1710.6	0.647	promoter-TSS (YPR194C)	protein_coding-promoter-TSS (YPR194C)	419	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
IV-18	IV	1524848	1524940	+	1710.6	0.758	promoter-TSS (YDR543C)	protein_coding-promoter-TSS (YDR543C)	39	YDR543C	YDR543C	YDR543C			YDR543C			protein_coding
XII-21	XII	669011	669103	+	1710.6	0.840	promoter-TSS (YLR261C)	protein_coding-promoter-TSS (YLR261C)	-166	YLR262C	YLR262C	YLR262C			YPT6			protein_coding
XVI-19	XVI	425497	425589	+	1710.6	0.545	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	304	YPL067C	YPL067C	YPL067C			YPL067C			protein_coding
XIII-13	XIII	540575	540667	+	1710.6	0.686	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-565	YMR135C	YMR135C	YMR135C			GID8			protein_coding
XII-15	XII	1071580	1071672	+	1710.6	0.629	promoter-TSS (YLR466C-A)	protein_coding-promoter-TSS (YLR466C-A)	84	YLR466C-B	YLR466C-B	YLR466C-B			YLR466C-B			protein_coding
XII-13	XII	1028446	1028538	+	1710.6	0.658	promoter-TSS (YLR447C)	protein_coding-promoter-TSS (YLR447C)	-362	YLR448W	YLR448W	YLR448W			RPL6B			protein_coding
IX-8	IX	177722	177814	+	1710.6	0.562	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-87	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
XIV-12	XIV	405864	405956	+	1710.6	0.564	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-346	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
VI-8	VI	225454	225546	+	1710.6	0.714	promoter-TSS (YFR033C)	protein_coding-promoter-TSS (YFR033C)	458	YFR034C	YFR034C	YFR034C			PHO4			protein_coding
XIII-8	XIII	225601	225693	+	1710.6	0.609	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-242	YML024W	YML024W	YML024W			RPS17A			protein_coding
XVI-15	XVI	406391	406483	+	1710.6	0.703	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	61	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
XVI-13	XVI	645425	645517	+	1710.6	0.625	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-479	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
XIII-14	XIII	551662	551754	+	1710.6	0.737	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-220	YMR143W	YMR143W	YMR143W			RPS16A			protein_coding
V-19	V	140721	140813	+	1710.6	0.650	promoter-TSS (YEL008C-A)	protein_coding-promoter-TSS (YEL008C-A)	51	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
XV-18	XV	836775	836867	+	1710.6	0.789	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-390	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
XIII-20	XIII	388239	388331	+	1629.2	0.688	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-41	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
IX-9	IX	257245	257337	+	1629.2	0.625	promoter-TSS (YIL052C)	protein_coding-promoter-TSS (YIL052C)	-228	YIL052C	YIL052C	YIL052C			RPL34B			protein_coding
II-17	II	415458	415550	+	1629.2	0.700	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-243	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
XI-12	XI	589981	590073	+	1629.2	0.812	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-368	YKR080W	YKR080W	YKR080W			MTD1			protein_coding
VII-19	VII	739232	739324	+	1629.2	0.639	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	156	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
IV-30	IV	1195238	1195330	+	1629.2	0.800	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-400	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
VII-21	VII	190947	191039	+	1629.2	0.600	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-136	YGL166W	YGL166W	YGL166W			CUP2			protein_coding
VII-24	VII	726761	726853	+	1629.2	0.645	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-167	YGR118W	YGR118W	YGR118W			RPS23A			protein_coding
IV-27	IV	321956	322048	+	1629.2	0.625	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-224	YDL075W	YDL075W	YDL075W			RPL31A			protein_coding
IV-29	IV	465270	465362	+	1629.2	0.579	promoter-TSS (YDR010C)	protein_coding-promoter-TSS (YDR010C)	67	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
XI-10	XI	97	189	+	1629.2	0.793	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-308	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
III-3	III	178321	178413	+	1629.2	0.656	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-147	YCR031C	YCR031C	YCR031C			RPS14A			protein_coding
VII-25	VII	809624	809716	+	1629.2	0.647	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	-250	YGR161C	YGR161C	YGR161C			RTS3			protein_coding
I-3	I	68696	68788	+	1629.2	0.686	TTS (YAL039C)	protein_coding-TTS (YAL039C)	783	YAL039C	YAL039C	YAL039C			CYC3			protein_coding
XII-17	XII	253451	253543	+	1629.2	0.537	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-364	YLR056W	YLR056W	YLR056W			ERG3			protein_coding
XV-29	XV	462397	462489	+	1629.2	0.704	TTS (YOR072W)	protein_coding-TTS (YOR072W)	652	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
IV-22	IV	512325	512417	+	1629.2	0.750	promoter-TSS (YDR034C)	protein_coding-promoter-TSS (YDR034C)	-262	YDR034C	YDR034C	YDR034C			LYS14			protein_coding
XI-8	XI	308770	308862	+	1629.2	0.594	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-390	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
XIV-8	XIV	335957	336049	+	1629.2	0.643	promoter-TSS (YNL160W)	protein_coding-promoter-TSS (YNL160W)	-542	YNL160W	YNL160W	YNL160W			YGP1			protein_coding
VII-16	VII	592489	592581	+	1629.2	0.714	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	-93	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
XVI-17	XVI	928071	928163	+	1629.2	0.676	exon (YPR195C, exon 1 of 1)	protein_coding-exon (YPR195C, exon 1 of 1)	177	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
IV-20	IV	1359693	1359785	+	1629.2	0.733	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-184	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
XV-30	XV	487489	487581	+	1629.2	0.733	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	96	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
XVI-22	XVI	695142	695234	+	1629.2	0.658	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	170	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
XI-9	XI	327783	327875	+	1629.2	0.600	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-342	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
VIII-11	VIII	512229	512321	+	1629.2	0.590	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-457	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
IV-23	IV	551029	551121	+	1629.2	0.588	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-499	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
IV-28	IV	411704	411796	+	1629.2	0.636	promoter-TSS (YDL022W)	protein_coding-promoter-TSS (YDL022W)	-75	YDL022W	YDL022W	YDL022W			GPD1			protein_coding
IX-12	IX	439333	439425	+	1629.2	0.724	Intergenic	Intergenic	-1200	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
XII-22	XII	1065238	1065330	+	1629.2	0.697	promoter-TSS (YLR462W)	protein_coding-promoter-TSS (YLR462W)	-672	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
XVI-18	XVI	114723	114815	+	1629.2	0.743	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-543	YPL230W	YPL230W	YPL230W			USV1			protein_coding
XVI-30	XVI	834390	834482	+	1629.2	0.778	promoter-TSS (YPR152C)	protein_coding-promoter-TSS (YPR152C)	-129	YPR154W	YPR154W	YPR154W			PIN3			protein_coding
VI-4	VI	225125	225217	+	1629.2	0.571	promoter-TSS (YFR033C)	protein_coding-promoter-TSS (YFR033C)	-402	YFR033C	YFR033C	YFR033C			QCR6			protein_coding
XIII-19	XIII	253419	253511	+	1629.2	0.605	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-193	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
XIII-16	XIII	69789	69881	+	1629.2	0.750	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	-109	YML101C-A	YML101C-A	YML101C-A			YML101C-A			protein_coding
IX-10	IX	333315	333407	+	1629.2	0.410	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	350	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
XIV-13	XIV	495188	495280	+	1629.2	0.500	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-233	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
VII-17	VII	593106	593198	+	1629.2	0.568	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	77	YGR051C	YGR051C	YGR051C			YGR051C			protein_coding
XII-12	XII	728526	728618	+	1629.2	0.619	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-383	YLR300W	YLR300W	YLR300W			EXG1			protein_coding
XII-11	XII	490666	490758	+	1629.2	0.683	TTS (YLR162W)	protein_coding-TTS (YLR162W)	306	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
VI-5	VI	224900	224992	+	1629.2	0.667	promoter-TSS (YFR032C-B)	protein_coding-promoter-TSS (YFR032C-B)	-177	YFR033C	YFR033C	YFR033C			QCR6			protein_coding
III-4	III	122755	122847	+	1629.2	0.767	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	202	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
IV-33	IV	1490140	1490232	+	1629.2	0.706	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-196	YDR524C-A	YDR524C-A	YDR524C-A			YDR524C-A			protein_coding
XV-28	XV	117987	118079	+	1629.2	0.800	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	33	YOL103W-A	YOL103W-A	YOL103W-A			YOL103W-A			protein_coding
XI-14	XI	278561	278653	+	1547.7	0.639	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	326	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
IV-25	IV	1251799	1251891	+	1547.7	0.677	promoter-TSS (YDR389W)	protein_coding-promoter-TSS (YDR389W)	-692	YDR389W	YDR389W	YDR389W			SAC7			protein_coding
VII-30	VII	609954	610046	+	1547.7	0.568	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	416	snR48	snR48	snR48			snR48			snoRNA
X-10	X	639605	639697	+	1547.7	0.600	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-291	YJR115W	YJR115W	YJR115W			YJR115W			protein_coding
II-21	II	371155	371247	+	1547.7	0.781	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-502	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
II-19	II	203187	203279	+	1547.7	0.606	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	-305	YBL011W	YBL011W	YBL011W			SCT1			protein_coding
VII-26	VII	976975	977067	+	1547.7	0.645	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	-315	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
VI-7	VI	223970	224062	+	1547.7	0.595	promoter-TSS (YFR032C-A)	protein_coding-promoter-TSS (YFR032C-A)	-43	YFR032C-B	YFR032C-B	YFR032C-B			YFR032C-B			protein_coding
IV-44	IV	1165034	1165126	+	1547.7	0.636	promoter-TSS (YDR345C)	protein_coding-promoter-TSS (YDR345C)	-420	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
XIV-10	XIV	63079	63171	+	1547.7	0.605	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-182	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
VII-23	VII	592741	592833	+	1547.7	0.579	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	-345	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
I-2	I	88	180	+	1547.7	0.576	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	-201	YAL069W	YAL069W	YAL069W			YAL069W			protein_coding
XVI-32	XVI	794734	794826	+	1547.7	0.588	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-185	YPR132W	YPR132W	YPR132W			RPS23B			protein_coding
XIII-32	XIII	272015	272107	+	1547.7	0.800	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-132	YMR002W	YMR002W	YMR002W			MIX17			protein_coding
VI-6	VI	106911	107003	+	1547.7	0.667	promoter-TSS (YFL013W-A)	protein_coding-promoter-TSS (YFL013W-A)	6	YFL015C	YFL015C	YFL015C			YFL015C			protein_coding
IX-13	IX	249491	249583	+	1547.7	0.690	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	-454	YIL056W	YIL056W	YIL056W			VHR1			protein_coding
II-20	II	278572	278664	+	1547.7	0.870	promoter-TSS (YBR019C)	protein_coding-promoter-TSS (YBR019C)	-266	YBR019C	YBR019C	YBR019C			GAL10			protein_coding
XIII-22	XIII	545737	545829	+	1547.7	0.759	promoter-TSS (YMR137C)	protein_coding-promoter-TSS (YMR137C)	-342	YMR139W	YMR139W	YMR139W			RIM11			protein_coding
VIII-8	VIII	55995	56087	+	1547.7	0.703	promoter-TSS (YHL024W)	protein_coding-promoter-TSS (YHL024W)	-608	YHL024W	YHL024W	YHL024W			RIM4			protein_coding
XV-32	XV	377923	378015	+	1547.7	0.543	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	122	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
XI-17	XI	69007	69099	+	1547.7	0.690	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	1167	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
II-22	II	392557	392649	+	1547.7	0.647	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-310	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
V-13	V	311412	311504	+	1547.7	0.694	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	-259	YER075C	YER075C	YER075C			PTP3			protein_coding
VIII-10	VIII	422601	422693	+	1547.7	0.677	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-361	YHR161C	YHR161C	YHR161C			YAP1801			protein_coding
XVI-21	XVI	641285	641377	+	1547.7	0.585	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-877	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
I-4	I	45411	45503	+	1547.7	0.667	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-435	YAL054C	YAL054C	YAL054C			ACS1			protein_coding
XII-19	XII	83890	83982	+	1547.7	0.690	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-868	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
X-11	X	703241	703333	+	1547.7	0.750	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-219	YJR145C	YJR145C	YJR145C			RPS4A			protein_coding
X-8	X	236687	236779	+	1547.7	0.677	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-377	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
XII-24	XII	645877	645969	+	1547.7	0.553	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	30	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
V-16	V	222445	222537	+	1547.7	0.649	promoter-TSS (YER035W)	protein_coding-promoter-TSS (YER035W)	-148	YER035W	YER035W	YER035W			EDC2			protein_coding
II-23	II	408827	408919	+	1547.7	0.714	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-296	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
XII-23	XII	424327	424419	+	1547.7	0.564	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	690	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
XII-25	XII	660213	660305	+	1547.7	0.688	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-457	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
II-13	II	376065	376157	+	1547.7	0.594	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-421	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
V-21	V	559119	559211	+	1547.7	0.656	promoter-TSS (YER184C)	protein_coding-promoter-TSS (YER184C)	-289	YER185W	YER185W	YER185W			PUG1			protein_coding
VII-20	VII	166003	166095	+	1547.7	0.700	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-958	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
XIII-9	XIII	347246	347338	+	1547.7	0.511	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	-775	YMR037C	YMR037C	YMR037C			MSN2			protein_coding
XIII-17	XIII	91163	91255	+	1547.7	0.800	promoter-TSS (YML091C)	protein_coding-promoter-TSS (YML091C)	200	YML089C	YML089C	YML089C			YML089C			protein_coding
XIV-11	XIV	340151	340243	+	1547.7	0.880	promoter-TSS (YNL157W)	protein_coding-promoter-TSS (YNL157W)	-155	YNL157W	YNL157W	YNL157W			IGO1			protein_coding
XI-13	XI	230440	230532	+	1547.7	0.793	promoter-TSS (YKL110C)	protein_coding-promoter-TSS (YKL110C)	-606	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
XIV-14	XIV	663908	664000	+	1547.7	0.667	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-316	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
XVI-28	XVI	641563	641655	+	1547.7	0.609	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-599	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
XV-36	XV	673834	673926	+	1547.7	0.818	TTS (YOR180C)	protein_coding-TTS (YOR180C)	1287	YOR180C	YOR180C	YOR180C			DCI1			protein_coding
V-24	V	212184	212276	+	1547.7	0.677	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-354	YER028C	YER028C	YER028C			MIG3			protein_coding
IX-11	IX	382366	382458	+	1547.7	0.425	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-216	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
IV-26	IV	76898	76990	+	1547.7	0.625	promoter-TSS (YDL214C)	protein_coding-promoter-TSS (YDL214C)	-399	YDL214C	YDL214C	YDL214C			PRR2			protein_coding
XIII-24	XIII	540258	540350	+	1547.7	0.657	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-248	YMR135C	YMR135C	YMR135C			GID8			protein_coding
VI-9	VI	183043	183135	+	1466.3	0.568	promoter-TSS (YFR017C)	protein_coding-promoter-TSS (YFR017C)	-228	YFR017C	YFR017C	YFR017C			IGD1			protein_coding
XV-35	XV	670938	671030	+	1466.3	0.800	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-743	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
XI-22	XI	93755	93847	+	1466.3	0.600	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-503	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
XV-31	XV	232104	232196	+	1466.3	0.704	promoter-TSS (YOL052C-A)	protein_coding-promoter-TSS (YOL052C-A)	-395	YOL052C-A	YOL052C-A	YOL052C-A			DDR2			protein_coding
II-25	II	555301	555393	+	1466.3	0.759	Intergenic	Intergenic	-1037	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
XII-27	XII	11379	11471	+	1466.3	0.786	promoter-TSS (YLL065W)	protein_coding-promoter-TSS (YLL065W)	-301	YLL065W	YLL065W	YLL065W			YLL065W			protein_coding
XI-20	XI	615240	615332	+	1466.3	0.500	promoter-TSS (YKR093W)	protein_coding-promoter-TSS (YKR093W)	-444	YKR093W	YKR093W	YKR093W			PTR2			protein_coding
IV-32	IV	1468926	1469018	+	1466.3	0.812	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-428	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
III-6	III	163849	163941	+	1466.3	0.652	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	-39	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
IV-31	IV	1242869	1242961	+	1466.3	0.636	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-315	YDR385W	YDR385W	YDR385W			EFT2			protein_coding
